codigo_tse,urnas_apuradas,eleitorado,abstencoes,total_votos,abstencoes_pct,brancos_pct,nulos_pct,nome,numero,votos_validos,pct_votos_validos,eleito
07072,"100,00",5561,987,4574,"17,75","0,54","2,30",ILEILDA DO QUEIJO,12,1761,"39,63",Eleito
07072,"100,00",5561,987,4574,"17,75","0,54","2,30",MARTON PAGEÚ,22,1473,"33,15",Não eleito
07021,"100,00",18561,4249,14312,"22,89","0,69","3,06",PAULA NOLETO,12,5824,"42,28",Não eleito
07021,"100,00",18561,4249,14312,"22,89","0,69","3,06",FRANCISCA DO SINDICATO,13,352,"2,56",Não eleito
07021,"100,00",18561,4249,14312,"22,89","0,69","3,06",NILSILENE DO LIORNE,22,7594,"55,13",Eleito
07021,"100,00",18561,4249,14312,"22,89","0,69","3,06",PEDRO PAULO,17,5,"0,04",Não eleito
07048,"100,00",21949,6036,15913,"27,50","0,73","3,88",NETINHO BARROSO,22,267,"1,76",Não eleito
07048,"100,00",21949,6036,15913,"27,50","0,73","3,88",VILENE SIQUEIRA,20,5565,"36,66",Não eleito
07048,"100,00",21949,6036,15913,"27,50","0,73","3,88",FUFUCA,11,9347,"61,58",Eleito
07099,"100,00",8162,1609,6553,"19,71","0,56","4,55",ITAMAR VIEIRA,12,3068,"49,34",Eleito
07099,"100,00",8162,1609,6553,"19,71","0,56","4,55",RUBENS JAPONÊS,10,3037,"48,84",Não eleito
07099,"100,00",8162,1609,6553,"19,71","0,56","4,55",LUCIANO ARALDI,50,38,"0,61",Não eleito
07099,"100,00",8162,1609,6553,"19,71","0,56","4,55",ENOQUE ANTUNES LOPES,36,75,"1,21",Não eleito
07080,"100,00",5799,1062,4737,"18,31","0,53","2,47",NELENE GOMES,12,1693,"36,84",Eleito
07080,"100,00",5799,1062,4737,"18,31","0,53","2,47",TATE DO ADEMAR,22,1324,"28,81",Não eleito
07080,"100,00",5799,1062,4737,"18,31","0,53","2,47",PARAÍBA,55,82,"1,78",Não eleito
07080,"100,00",5799,1062,4737,"18,31","0,53","2,47",DRA ALINE,70,1496,"32,56",Não eleito
07110,"100,00",25968,5121,20847,"19,72","0,54","4,58",DRA ROSELIS,11,532,"2,69",Não eleito
07110,"100,00",25968,5121,20847,"19,72","0,54","4,58",VANDERLY DO COMERCIO,51,10091,"51,02",Eleito
07110,"100,00",25968,5121,20847,"19,72","0,54","4,58",ADRIANA RIBEIRO,10,9157,"46,29",Não eleito
07137,"100,00",17577,2182,15395,"12,41","0,80","3,87",JAMES MENDES,65,4567,"31,12",Não eleito
07137,"100,00",17577,2182,15395,"12,41","0,80","3,87",VALDEMIR VIANA,90,293,"2,00",Não eleito
07137,"100,00",17577,2182,15395,"12,41","0,80","3,87",ADRIANO RODRIGUES,77,87,"0,59",Não eleito
07137,"100,00",17577,2182,15395,"12,41","0,80","3,87",HELDER ARAGÃO,15,8653,"58,96",Eleito
07137,"100,00",17577,2182,15395,"12,41","0,80","3,87",LAISE DE DOUTOR NILTON,22,1076,"7,33",Não eleito
07153,"100,00",13895,1785,12110,"12,85","1,04","3,85",PROFESSORA VANDERLY,65,6640,"57,65",Eleito
07153,"100,00",13895,1785,12110,"12,85","1,04","3,85",JULIO CESAR,55,4865,"42,24",Não eleito
07153,"100,00",13895,1785,12110,"12,85","1,04","3,85",PASCOAL CEDRAZ,17,13,"0,11",Não eleito
07064,"100,00",13124,1980,11144,"15,09","0,34","1,24",PROFESSOR MAURO,17,30,"0,27",Não eleito
07064,"100,00",13124,1980,11144,"15,09","0,34","1,24",ZEQUINHA RIBEIRO,20,5427,"49,48",Eleito
07064,"100,00",13124,1980,11144,"15,09","0,34","1,24",PR ZÉ CARLOS,33,160,"1,46",Não eleito
07064,"100,00",13124,1980,11144,"15,09","0,34","1,24",DR SANDRO,77,15,"0,14",Não eleito
07064,"100,00",13124,1980,11144,"15,09","0,34","1,24",JADECO,22,5336,"48,65",Não eleito
07102,"100,00",8170,1897,6273,"23,22","0,40","2,50",FLÁVIO AMORIM,22,3674,"60,32",Eleito
07102,"100,00",8170,1897,6273,"23,22","0,40","2,50",WILLIAM PINHEIRO,65,2417,"39,68",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",BADUEL SILVA,40,89,"0,37",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",MANOEL DA POLO,19,675,"2,80",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",DR  CRISTINO,20,614,"2,55",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",SEBASTIÃO DA COLÔNIA,18,378,"1,57",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",MONHATA,77,3936,"16,33",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",MANO GONÇAL,15,771,"3,20",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",VALERIA DO MANIM,22,7545,"31,30",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",JACIRA PIRES,10,2016,"8,36",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",DR LEONEL,23,256,"1,06",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",CHICO AIRTON,28,21,"0,09",Não eleito
07170,"100,00",33562,8290,25272,"24,70","1,36","3,27",LUCIANA TRINTA,65,7801,"32,37",Eleito
09679,"100,00",21509,5009,16500,"23,29","0,47","2,36",PEDRO FERNANDES,14,6664,"41,56",Eleito
09679,"100,00",21509,5009,16500,"23,29","0,47","2,36",DRA JULLY MENEZES,12,6416,"40,02",Não eleito
09679,"100,00",21509,5009,16500,"23,29","0,47","2,36",MARCELO,15,2953,"18,42",Não eleito
07196,"100,00",23655,5705,17950,"24,12","1,41","3,66",ALVARO JARDIM,13,811,"4,76",Não eleito
07196,"100,00",23655,5705,17950,"24,12","1,41","3,66",RUI FILHO,14,8946,"52,50",Eleito
07196,"100,00",23655,5705,17950,"24,12","1,41","3,66",SIMPLESMENTE MARIA,15,7283,"42,74",Não eleito
07218,"100,00",9019,722,8297,"8,01","0,89","1,80",PROFESSORA LÉA,90,132,"1,63",Não eleito
07218,"100,00",9019,722,8297,"8,01","0,89","1,80",ROBERTA,15,3353,"41,53",Não eleito
07218,"100,00",9019,722,8297,"8,01","0,89","1,80",SONIA CAMPOS,12,3593,"44,50",Eleito
07218,"100,00",9019,722,8297,"8,01","0,89","1,80",LUIS CARLOS GALLO ,22,131,"1,62",Não eleito
07218,"100,00",9019,722,8297,"8,01","0,89","1,80",JHONATAN,11,865,"10,71",Não eleito
09610,"100,00",71572,14023,57549,"19,59","1,59","3,45",JARDEL BOMJARDIM,19,6721,"12,30",Não eleito
09610,"100,00",71572,14023,57549,"19,59","1,59","3,45",DR DEUSDETE,15,2088,"3,82",Não eleito
09610,"100,00",71572,14023,57549,"19,59","1,59","3,45",ALUÍSIO,10,23586,"43,16",Eleito
09610,"100,00",71572,14023,57549,"19,59","1,59","3,45",DR. BENJAMIM,25,21300,"38,98",Não eleito
09610,"100,00",71572,14023,57549,"19,59","1,59","3,45",JANE VASCONCELOS,28,254,"0,46",Não eleito
09610,"100,00",71572,14023,57549,"19,59","1,59","3,45",SAMARA BENICIO,23,697,"1,28",Não eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",LEYNHA OLIVEIRA,17,1348,"2,80",Não eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",JANSEN PENHA,27,300,"0,62",Não eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",DR LINALDO ALBINO,45,519,"1,08",Não eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",EXPEDITO JUNIOR,77,18641,"38,78",Não eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",EDVAN BRANDAO,12,26446,"55,02",Eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",BENTO VIEIRA,19,519,"1,08",Não eleito
07234,"100,00",61894,10669,51225,"17,24","2,35","3,81",BARTOLOMEU DOS SANTOS,50,294,"0,61",Não eleito
07129,"100,00",13552,1551,12001,"11,44","0,67","2,80",FERNANDA GONCALO,33,6637,"57,29",Eleito
07129,"100,00",13552,1551,12001,"11,44","0,67","2,80",VENANCINHO,25,4947,"42,71",Não eleito
07250,"100,00",13977,2890,11087,"20,68","0,77","2,59",NEUTON DA HORA,65,2433,"22,71",Não eleito
07250,"100,00",13977,2890,11087,"20,68","0,77","2,59",DR WASHINGTON,20,4527,"42,25",Não eleito
07250,"100,00",13977,2890,11087,"20,68","0,77","2,59",MARCIO HOMINHO,22,3754,"35,04",Não eleito
07145,"100,00",5153,811,4342,"15,74","0,53","1,89",FREITAS,20,1384,"32,66",Não eleito
07145,"100,00",5153,811,4342,"15,74","0,53","1,89",OZANA,77,216,"5,10",Não eleito
07145,"100,00",5153,811,4342,"15,74","0,53","1,89",LETICIA DE SIBA,55,1709,"40,34",Eleito
07145,"100,00",5153,811,4342,"15,74","0,53","1,89",ANTONIO CARLOS,40,928,"21,90",Não eleito
07277,"100,00",59203,12186,47017,"20,58","1,14","3,94",DR. ERIK,12,37475,"83,97",Eleito
07277,"100,00",59203,12186,47017,"20,58","1,14","3,94",ZÉ GABRIEL,17,7152,"16,03",Não eleito
07315,"100,00",56807,11517,45290,"20,27","1,20","4,38",GIL LOPES,65,17902,"41,86",Não eleito
07315,"100,00",56807,11517,45290,"20,27","1,20","4,38",RIGO TELES,22,24034,"56,20",Eleito
07315,"100,00",56807,11517,45290,"20,27","1,20","4,38",ADÃO NUNES,17,828,"1,94",Não eleito
07331,"100,00",40911,4957,35954,"12,12","0,93","3,61",JOAB,36,897,"2,61",Não eleito
07331,"100,00",40911,4957,35954,"12,12","0,93","3,61",LÈO COSTA,20,12727,"37,08",Não eleito
07331,"100,00",40911,4957,35954,"12,12","0,93","3,61",WASHINGTON LUIZ,17,15,"0,04",Não eleito
07331,"100,00",40911,4957,35954,"12,12","0,93","3,61",CELSINHO RODRIGUES,28,370,"1,08",Não eleito
07331,"100,00",40911,4957,35954,"12,12","0,93","3,61",DR AMÍLCAR,65,20313,"59,18",Eleito
07293,"100,00",14386,2603,11783,"18,09","0,81","4,12",ANTONIO CARLOS RESENDE,14,5331,"47,59",Não eleito
07293,"100,00",14386,2603,11783,"18,09","0,81","4,12",CLAUDIMÊ,55,5662,"50,54",Eleito
07293,"100,00",14386,2603,11783,"18,09","0,81","4,12",BÊDA,50,209,"1,87",Não eleito
07188,"100,00",9892,2203,7689,"22,27","2,24","3,29",AUGUSTO FILHO,22,5301,"72,98",Eleito
07188,"100,00",9892,2203,7689,"22,27","2,24","3,29",SALES,40,1290,"17,76",Não eleito
07188,"100,00",9892,2203,7689,"22,27","2,24","3,29",VALDINAR LIMA,65,673,"9,26",Não eleito
07161,"100,00",6452,525,5927,"8,14","0,59","3,98",DR EDUARDO,22,16,"0,28",Não eleito
07161,"100,00",6452,525,5927,"8,14","0,59","3,98",HERLON COSTA,20,3473,"61,40",Eleito
07161,"100,00",6452,525,5927,"8,14","0,59","3,98",ELIZETE DA COLÔNIA,65,2167,"38,31",Não eleito
07358,"100,00",4049,453,3596,"11,19","0,42","3,03",RODRIGO COELHO,10,1668,"48,04",Não eleito
07358,"100,00",4049,453,3596,"11,19","0,42","3,03",RAMON BARROS,65,1804,"51,96",Eleito
07374,"100,00",18708,3448,15260,"18,43","1,60","2,62",DINHA PINHEIRO,25,200,"1,37",Não eleito
07374,"100,00",18708,3448,15260,"18,43","1,60","2,62",CORONEL LOPES,17,130,"0,89",Não eleito
07374,"100,00",18708,3448,15260,"18,43","1,60","2,62",JOAO MARTINS,15,7412,"50,71",Eleito
07374,"100,00",18708,3448,15260,"18,43","1,60","2,62",CESAR CANTANHEDE,10,14,"0,10",Não eleito
07374,"100,00",18708,3448,15260,"18,43","1,60","2,62",ANTÔNIO DINIZ,12,3226,"22,07",Não eleito
07374,"100,00",18708,3448,15260,"18,43","1,60","2,62",ROBSON CHEIRA,22,3634,"24,86",Não eleito
07200,"100,00",5234,972,4262,"18,57","0,98","2,91",LEIA PEREIRA,13,1074,"26,22",Não eleito
07200,"100,00",5234,972,4262,"18,57","0,98","2,91",JUNIOR XAVIER,12,3022,"73,78",Eleito
07323,"100,00",6151,1111,5040,"18,06","0,28","2,32",ENFERMEIRA RAIANA,15,2276,"46,36",Não eleito
07323,"100,00",6151,1111,5040,"18,06","0,28","2,32",PROF JAZOM GUEDES,18,86,"1,75",Não eleito
07323,"100,00",6151,1111,5040,"18,06","0,28","2,32",DILCILENE OLIVEIRA,22,2547,"51,88",Eleito
09555,"100,00",27571,7531,20040,"27,31","1,01","2,97",DR FRANCISCO,20,6254,"32,50",Não eleito
09555,"100,00",27571,7531,20040,"27,31","1,01","2,97",SANDRA DO SALOMAO,13,358,"1,86",Não eleito
09555,"100,00",27571,7531,20040,"27,31","1,01","2,97",ALCIONILDO MATOS,12,6201,"32,23",Não eleito
09555,"100,00",27571,7531,20040,"27,31","1,01","2,97",CRISTIANE VARÃO,22,6429,"33,41",Eleito
07269,"100,00",21191,4266,16925,"20,13","0,38","2,71",FERNANDO COELHO,12,9414,"57,40",Eleito
07269,"100,00",21191,4266,16925,"20,13","0,38","2,71",CRISTIANE DAMIÃO,20,6988,"42,60",Não eleito
07285,"100,00",10105,1347,8758,"13,33","0,62","3,33",AMADEU FEREIRA DOS SANTOS,13,29,"0,34",Não eleito
07285,"100,00",10105,1347,8758,"13,33","0,62","3,33",EDUARDO SHURA,17,3,"0,04",Não eleito
07285,"100,00",10105,1347,8758,"13,33","0,62","3,33",LUCIENE COSTA,45,3457,"41,10",Não eleito
07285,"100,00",10105,1347,8758,"13,33","0,62","3,33",MARLENE MIRANDA,65,4923,"58,52",Eleito
07390,"100,00",22581,2978,19603,"13,19","0,79","3,63",OLIVIA CALDAS,10,7476,"39,90",Não eleito
07390,"100,00",22581,2978,19603,"13,19","0,79","3,63",ZÉ FARIAS,12,11261,"60,10",Eleito
07307,"100,00",7621,1332,6289,"17,48","0,43","3,70",CHICO EDUARDO,25,3311,"54,92",Eleito
07307,"100,00",7621,1332,6289,"17,48","0,43","3,70",GEYSE DO BALCEIRO,51,2718,"45,08",Não eleito
07412,"100,00",21759,4693,17066,"21,57","0,82","3,26",NALDO BATISTA,20,7519,"45,93",Não eleito
07412,"100,00",21759,4693,17066,"21,57","0,82","3,26",GERALDINHO,18,59,"0,36",Não eleito
07412,"100,00",21759,4693,17066,"21,57","0,82","3,26",RENATO BARROS,33,246,"1,50",Não eleito
07412,"100,00",21759,4693,17066,"21,57","0,82","3,26",ARNALDO CARDOSO,22,7861,"48,02",Eleito
07412,"100,00",21759,4693,17066,"21,57","0,82","3,26",EVANDRO MOURÃO,11,570,"3,48",Não eleito
07412,"100,00",21759,4693,17066,"21,57","0,82","3,26",EDIVAN DO BELÉM,13,114,"0,70",Não eleito
07439,"100,00",18366,4644,13722,"25,29","0,67","6,62",NONATO PEREIRA,90,5758,"45,26",Não eleito
07439,"100,00",18366,4644,13722,"25,29","0,67","6,62",LUCIANA LEOCADIO,65,6964,"54,74",Eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",RAIMUNDO FILHO,15,7997,"26,65",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",GRANDE,14,247,"0,82",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",MARIANA LIRA,50,76,"0,25",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",JOAO CARLOS,51,8928,"29,76",Eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",CHAGUINHA MACEDO,20,389,"1,30",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",FRANCISCA PRIMO,22,3602,"12,01",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",PROFESSOR DANIEL,18,144,"0,48",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",ARNOLDO DO FRANGO,77,8508,"28,36",Não eleito
07340,"100,00",38075,7137,30938,"18,74","0,61","2,41",ERONDINO VALERO,25,112,"0,37",Não eleito
07366,"100,00",11711,2068,9643,"17,66","0,83","2,80",NETO DO SUPERMERCADO,14,3580,"38,52",Não eleito
07366,"100,00",11711,2068,9643,"17,66","0,83","2,80",TONY BRANDÃO,12,5700,"61,34",Eleito
07366,"100,00",11711,2068,9643,"17,66","0,83","2,80",PROF SILVANETE,13,13,"0,14",Não eleito
07226,"100,00",8620,1741,6879,"20,20","0,32","1,74",TONHÃO,15,2034,"30,19",Não eleito
07226,"100,00",8620,1741,6879,"20,20","0,32","1,74",CESAR CASTRO,22,4703,"69,81",Eleito
07455,"100,00",9491,1475,8016,"15,54","0,71","2,97",DR TIAGO ASSUNÇÃO,10,497,"6,44",Não eleito
07455,"100,00",9491,1475,8016,"15,54","0,71","2,97",JOÃO BISPO SEREJO,20,3177,"41,15",Não eleito
07455,"100,00",9491,1475,8016,"15,54","0,71","2,97",DR MARCONE,25,4047,"52,42",Eleito
07471,"100,00",15167,2124,13043,"14,00","0,44","2,44",DRA MARIA FELIX,12,5899,"46,57",Eleito
07471,"100,00",15167,2124,13043,"14,00","0,44","2,44",DRA. CAMYLA,25,5860,"46,26",Não eleito
07471,"100,00",15167,2124,13043,"14,00","0,44","2,44",PADRE PAULO,45,85,"0,67",Não eleito
07471,"100,00",15167,2124,13043,"14,00","0,44","2,44",DR ÍTALO BONIFÁCIO,77,823,"6,50",Não eleito
07382,"100,00",10090,2240,7850,"22,20","0,42","2,37",FERNANDO BERMUDA,40,3153,"41,32",Eleito
07382,"100,00",10090,2240,7850,"22,20","0,42","2,37",PABLO RODRIGUES,13,2718,"35,62",Não eleito
07382,"100,00",10090,2240,7850,"22,20","0,42","2,37",REBECA FERNANDES,51,1760,"23,06",Não eleito
07510,"100,00",13998,2943,11055,"21,02","0,74","3,07",RUIVO,11,4637,"43,61",Não eleito
07510,"100,00",13998,2943,11055,"21,02","0,74","3,07",ZÉ MARTINHO,12,5997,"56,39",Eleito
07404,"100,00",9092,1529,7563,"16,82","1,13","4,32",DAELI MIRANDA,22,2484,"34,74",Não eleito
07404,"100,00",9092,1529,7563,"16,82","1,13","4,32",ANDRE PORTELA,65,4667,"65,26",Eleito
07536,"100,00",18642,3910,14732,"20,97","0,77","2,78",GILMA BARROS,25,1481,"10,42",Não eleito
07536,"100,00",18642,3910,14732,"20,97","0,77","2,78",DR ERIVELTON,22,7269,"51,16",Eleito
07536,"100,00",18642,3910,14732,"20,97","0,77","2,78",JAYME FONSECA,45,5459,"38,42",Não eleito
07552,"100,00",18097,3813,14284,"21,07","0,64","2,86",DR AIRTON,77,6059,"43,96",Eleito
07552,"100,00",18097,3813,14284,"21,07","0,64","2,86",CORDEIRO DE DEUS,10,1708,"12,39",Não eleito
07552,"100,00",18097,3813,14284,"21,07","0,64","2,86",AMIN QUEMEL,70,6017,"43,65",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",LUCIANO ALDRIN,18,112,"0,14",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",ADELMO SOARES,65,10334,"13,01",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",JÚNIOR MARTINS,20,2604,"3,28",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",PROF ARNALDO RODRIGUES,50,357,"0,45",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",CESAR SABÁ,15,959,"1,21",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",FABIO GENTIL,10,62075,"78,17",Eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",AJ ALVES,27,192,"0,24",Não eleito
07579,"100,00",101000,16638,84362,"16,47","1,53","4,34",CONSTANTINO CASTRO,14,2773,"3,49",Não eleito
07595,"100,00",9111,1800,7311,"19,76","0,57","2,08",ANTONIO MARIO,11,712,"10,00",Não eleito
07595,"100,00",9111,1800,7311,"19,76","0,57","2,08",JADSON,25,1878,"26,39",Não eleito
07595,"100,00",9111,1800,7311,"19,76","0,57","2,08",DRA SUELY,12,1329,"18,67",Não eleito
07595,"100,00",9111,1800,7311,"19,76","0,57","2,08",FERNANDO CUBA,10,3198,"44,93",Eleito
07420,"100,00",7740,1702,6038,"21,99","0,55","4,65",FECHINHA,10,2727,"47,64",Eleito
07420,"100,00",7740,1702,6038,"21,99","0,55","4,65",ITAMAR AGUIAR,43,533,"9,31",Não eleito
07420,"100,00",7740,1702,6038,"21,99","0,55","4,65",ISMAEL MONTEIRO,65,2464,"43,05",Não eleito
07447,"100,00",7402,1432,5970,"19,35","2,51","2,40",NONATO CONSTRUTOR,50,101,"1,78",Não eleito
07447,"100,00",7402,1432,5970,"19,35","2,51","2,40",NABI,20,778,"13,70",Não eleito
07447,"100,00",7402,1432,5970,"19,35","2,51","2,40",ZÉ DE DÁRIO,22,4798,"84,52",Eleito
07463,"100,00",11732,2238,9494,"19,08","0,39","2,45",DIVA SILVA,65,2612,"28,32",Não eleito
07463,"100,00",11732,2238,9494,"19,08","0,39","2,45",JUNIOR GARIMPEIRO,11,4221,"45,76",Eleito
07463,"100,00",11732,2238,9494,"19,08","0,39","2,45",NEY PASSINHO,22,2180,"23,63",Não eleito
07463,"100,00",11732,2238,9494,"19,08","0,39","2,45",PROFESSOR ADEMAR,35,211,"2,29",Não eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",ALDY JUNIOR,25,965,"2,37",Não eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",NETO PONTES,17,603,"1,48",Não eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",HIGOR,40,12070,"29,59",Não eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",DR MAGNO,23,10214,"25,04",Não eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",MARCIA GOMES,35,2,"0,00",Não eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",BELEZINHA,22,16846,"41,29",Eleito
07617,"100,00",49980,7404,42576,"14,81","0,99","3,19",PROFESSOR JÂNIO PJ,50,96,"0,24",Não eleito
07480,"100,00",11287,2429,8858,"21,52","1,04","3,87",EUSTÁQUIO SAMPAIO,65,3058,"36,31",Não eleito
07480,"100,00",11287,2429,8858,"21,52","1,04","3,87",FERNANDO TEIXEIRA,11,5225,"62,03",Eleito
07480,"100,00",11287,2429,8858,"21,52","1,04","3,87",ZUCATELLI,17,140,"1,66",Não eleito
07633,"100,00",72921,16039,56882,"22,00","1,10","4,58",DR ZÉ FRANCISCO,55,28331,"52,80",Eleito
07633,"100,00",72921,16039,56882,"22,00","1,10","4,58",CABO BEZERRA,36,1004,"1,87",Não eleito
07633,"100,00",72921,16039,56882,"22,00","1,10","4,58",ZITO ROLIM,12,24318,"45,32",Não eleito
07650,"100,00",29901,5023,24878,"16,80","1,24","4,00",BRUNO SILVA,11,13795,"58,52",Eleito
07650,"100,00",29901,5023,24878,"16,80","1,24","4,00",AMÉRICO,13,6397,"27,13",Não eleito
07650,"100,00",29901,5023,24878,"16,80","1,24","4,00",VAL CARA LEGAL,27,0,00.00,Não eleito
07650,"100,00",29901,5023,24878,"16,80","1,24","4,00",ILSON BAIANO,35,171,"0,73",Não eleito
07650,"100,00",29901,5023,24878,"16,80","1,24","4,00",ANTONIO PIRES,22,3212,"13,62",Não eleito
07676,"100,00",24945,3834,21111,"15,37","1,00","4,45",VINICIUS,28,105,"0,53",Não eleito
07676,"100,00",24945,3834,21111,"15,37","1,00","4,45",DR ANTONIO CARLOS,20,8759,"43,88",Não eleito
07676,"100,00",24945,3834,21111,"15,37","1,00","4,45",VALMIRA MIRANDA,10,11097,"55,59",Eleito
07501,"100,00",11561,2166,9395,"18,74","0,60","2,86",ZÉ CÔCO,25,4228,"46,62",Não eleito
07501,"100,00",11561,2166,9395,"18,74","0,60","2,86",ZUINGLES BASTOS,11,283,"3,12",Não eleito
07501,"100,00",11561,2166,9395,"18,74","0,60","2,86",ALEXANDRE LAVEPEL,22,4559,"50,26",Eleito
07692,"100,00",42304,8195,34109,"19,37","0,98","4,66",EDIMAR FRANCO,10,10572,"32,85",Não eleito
07692,"100,00",42304,8195,34109,"19,37","0,98","4,66",PAULO SANTANA,25,230,"0,71",Não eleito
07692,"100,00",42304,8195,34109,"19,37","0,98","4,66",RICARDO MURAD,45,7431,"23,09",Não eleito
07692,"100,00",42304,8195,34109,"19,37","0,98","4,66",LUIS DA AMOVELAR FILHO,13,13952,"43,35",Eleito
07714,"100,00",26675,6700,19975,"25,12","1,08","3,22",ALDO LOPES,40,9346,"48,89",Eleito
07714,"100,00",26675,6700,19975,"25,12","1,08","3,22",DR RODRIGO,45,276,"1,44",Não eleito
07714,"100,00",26675,6700,19975,"25,12","1,08","3,22",PROFª ROSINHA,65,8240,"43,10",Não eleito
07714,"100,00",26675,6700,19975,"25,12","1,08","3,22",HELLEN MARAVILHA,22,1255,"6,56",Não eleito
07498,"100,00",15936,3311,12625,"20,78","0,55","2,42",CRISTOVAO LEITE,65,2927,"23,89",Não eleito
07498,"100,00",15936,3311,12625,"20,78","0,55","2,42",FACINHO,22,5940,"48,49",Eleito
07498,"100,00",15936,3311,12625,"20,78","0,55","2,42",WANDERLEY BRAZ,55,671,"5,48",Não eleito
07498,"100,00",15936,3311,12625,"20,78","0,55","2,42",JOFRAN BRAGA JB,12,2712,"22,14",Não eleito
07242,"100,00",12185,2749,9436,"22,56","1,03","2,23",ZÉ PEQUENO,12,2704,"29,62",Não eleito
07242,"100,00",12185,2749,9436,"22,56","1,03","2,23","RAIMUNDO COQUINHO,",70,2951,"32,33",Eleito
07242,"100,00",12185,2749,9436,"22,56","1,03","2,23",ANDRE DULAR,17,843,"9,24",Não eleito
07242,"100,00",12185,2749,9436,"22,56","1,03","2,23",JULIMAR,55,221,"2,42",Não eleito
07242,"100,00",12185,2749,9436,"22,56","1,03","2,23",DR ASSIS OLIVEIRA,10,2409,"26,39",Não eleito
07730,"100,00",18040,3574,14466,"19,81","0,76","3,01",LEONARDO PAZ,17,6111,"43,90",Não eleito
07730,"100,00",18040,3574,14466,"19,81","0,76","3,01",GALEGO MOTA,77,7809,"56,10",Eleito
07757,"100,00",9717,2070,7647,"21,30","0,73","2,94",FLÁVIO FURTADO,12,4765,"64,69",Eleito
07757,"100,00",9717,2070,7647,"21,30","0,73","2,94",OCEAN,14,183,"2,48",Não eleito
07757,"100,00",9717,2070,7647,"21,30","0,73","2,94",LUIS SOUSA,65,2418,"32,83",Não eleito
07773,"100,00",13415,2079,11336,"15,50","0,86","3,85",ALUISINHO,14,6379,"59,05",Eleito
07773,"100,00",13415,2079,11336,"15,50","0,86","3,85",PROFESSORA BETÂNIA,45,120,"1,11",Não eleito
07773,"100,00",13415,2079,11336,"15,50","0,86","3,85",DR ROGERIO,65,4303,"39,84",Não eleito
09636,"100,00",21600,3753,17847,"17,38","0,73","3,04",LEO CUNHA,22,5956,"34,68",Eleito
09636,"100,00",21600,3753,17847,"17,38","0,73","3,04",BRUNO FLORENTINO,20,62,"0,36",Não eleito
09636,"100,00",21600,3753,17847,"17,38","0,73","3,04",DR CÁSSIO,25,5541,"32,26",Não eleito
09636,"100,00",21600,3753,17847,"17,38","0,73","3,04",JACKSON PEREIRA,28,5616,"32,70",Não eleito
07528,"100,00",6059,603,5456,"9,95","0,57","2,95",TIAGO DANTAS,25,2441,"46,37",Não eleito
07528,"100,00",6059,603,5456,"9,95","0,57","2,95",LUIZA COUTINHO,55,2823,"53,63",Eleito
07544,"100,00",8861,696,8165,"7,85","0,27","1,75",VOVÓ CREZIA,65,3690,"46,13",Não eleito
