codigo_tse,urnas_apuradas,eleitorado,abstencoes,total_votos,abstencoes_pct,brancos_pct,nulos_pct,nome,numero,votos_validos,pct_votos_validos,eleito
27430,"100,00",4965,600,4365,"12,08","1,63","4,51",YCARO ROQUE,33,542,"13,23",Não eleito
27430,"100,00",4965,600,4365,"12,08","1,63","4,51",TADEU FRAGOSO,90,1168,"28,51",Não eleito
27456,"100,00",38667,8135,30532,"21,04","1,34","4,49",MARCELO BELTRÃO,11,16038,"55,78",Eleito
27456,"100,00",38667,8135,30532,"21,04","1,34","4,49",MAYKON BELTRÃO,15,12221,"42,50",Não eleito
27456,"100,00",38667,8135,30532,"21,04","1,34","4,49",EDINHO DO HELVIO,70,493,"1,71",Não eleito
28894,"100,00",18372,2669,15703,"14,53","1,18","3,46",ALEX FARIAS,45,95,"0,63",Não eleito
28894,"100,00",18372,2669,15703,"14,53","1,18","3,46",TEOFILO PEREIRA,11,7784,"51,98",Eleito
28894,"100,00",18372,2669,15703,"14,53","1,18","3,46",EDIEL LEITE,15,7096,"47,39",Não eleito
27472,"100,00",37477,8804,28673,"23,49","1,06","4,54",GABRIEL VARJÃO,14,548,"2,02",Não eleito
27472,"100,00",37477,8804,28673,"23,49","1,06","4,54",ZIANE COSTA,15,10948,"40,45",Eleito
27472,"100,00",37477,8804,28673,"23,49","1,06","4,54",RENATO TORRES,40,4902,"18,11",Não eleito
27472,"100,00",37477,8804,28673,"23,49","1,06","4,54",PADRE ERALDO,55,8989,"33,21",Não eleito
27472,"100,00",37477,8804,28673,"23,49","1,06","4,54",SAVIO DA GALERIA,45,1679,"6,20",Não eleito
27499,"100,00",8942,1604,7338,"17,94","0,72","3,61",RAMON CAMILO,15,3625,"51,64",Eleito
27499,"100,00",8942,1604,7338,"17,94","0,72","3,61",JORGE DUCA,14,3395,"48,36",Não eleito
27049,"100,00",11684,3317,8367,"28,39","1,61","5,33",JAMES RIBEIRO,14,3019,"38,77",Não eleito
27049,"100,00",11684,3317,8367,"28,39","1,61","5,33",ALDO LIRA,11,4767,"61,23",Eleito
27510,"100,00",17344,2888,14456,"16,65","0,99","3,96",VERIDIANO ALMIR,15,6374,"46,39",Não eleito
27510,"100,00",17344,2888,14456,"16,65","0,99","3,96",FLAVIO DO CHICO DA GRANJA,20,6595,"48,00",Eleito
27510,"100,00",17344,2888,14456,"16,65","0,99","3,96",FLÁVIO MAURÍCIO,11,771,"5,61",Não eleito
27537,"100,00",3486,595,2891,"17,07","1,07","4,53",IRAN SIMÕES,25,1226,"44,92",Não eleito
27537,"100,00",3486,595,2891,"17,07","1,07","4,53",ROSIANA BELTRÃO,11,1453,"53,24",Eleito
27537,"100,00",3486,595,2891,"17,07","1,07","4,53",ALEANDRA OLIVEIRA,70,50,"1,83",Não eleito
27553,"100,00",8261,1923,6338,"23,28","1,43","5,73",ANDRÉ DA TEO,14,2718,"46,19",Não eleito
27553,"100,00",8261,1923,6338,"23,28","1,43","5,73",SILVANA,11,3166,"53,81",Eleito
27570,"100,00",26069,5436,20633,"20,85","1,68","5,50",ERIVALDO DO ESPETINHO,18,309,"1,61",Não eleito
27570,"100,00",26069,5436,20633,"20,85","1,68","5,50",ROBERTO MARTINS,13,823,"4,30",Não eleito
27570,"100,00",26069,5436,20633,"20,85","1,68","5,50",DAVID BARROS,15,14956,"78,09",Eleito
27570,"100,00",26069,5436,20633,"20,85","1,68","5,50",DR REMI DO JOAO RICARDO,45,3064,"16,00",Não eleito
27596,"100,00",11059,2220,8839,"20,07","1,49","4,81",DRA EDJA,55,3355,"40,51",Não eleito
27596,"100,00",11059,2220,8839,"20,07","1,49","4,81",NÉA DO GEO,15,4325,"52,22",Eleito
27596,"100,00",11059,2220,8839,"20,07","1,49","4,81",CEZAR AUGUSTO,40,396,"4,78",Não eleito
27596,"100,00",11059,2220,8839,"20,07","1,49","4,81",NAL,14,206,"2,49",Não eleito
27618,"100,00",19425,4800,14625,"24,71","1,39","4,26",PETRÚCIO BARBOSA,14,8099,"58,70",Eleito
27618,"100,00",19425,4800,14625,"24,71","1,39","4,26",EDIVAL GAIA,11,5474,"39,67",Não eleito
27618,"100,00",19425,4800,14625,"24,71","1,39","4,26",RONALDO CAVALCANTE,55,225,"1,63",Não eleito
27634,"100,00",17020,3333,13687,"19,58","1,33","4,66",DR MAURICIO,10,5413,"42,07",Não eleito
27634,"100,00",17020,3333,13687,"19,58","1,33","4,66",DRA ERNESTINA,18,284,"2,21",Não eleito
27634,"100,00",17020,3333,13687,"19,58","1,33","4,66",VALÉRIO BELTRÃO,90,499,"3,88",Não eleito
27634,"100,00",17020,3333,13687,"19,58","1,33","4,66",DONA VERA DANTAS,15,6671,"51,85",Eleito
27650,"100,00",12898,2952,9946,"22,89","1,24","3,50",CRISTINA COSTA,55,972,"10,26",Não eleito
27650,"100,00",12898,2952,9946,"22,89","1,24","3,50",WELLINGTON  MORCEGO,13,3738,"39,45",Não eleito
27650,"100,00",12898,2952,9946,"22,89","1,24","3,50",JOÃOZINHO PAIVA,43,25,"0,26",Não eleito
27650,"100,00",12898,2952,9946,"22,89","1,24","3,50",TENORINHO MALTA,11,4740,"50,03",Eleito
27677,"100,00",4911,744,4167,"15,15","0,50","2,74",FLORIANO,15,2194,"54,41",Eleito
27677,"100,00",4911,744,4167,"15,15","0,50","2,74",ZE ANTONIO,10,1838,"45,59",Não eleito
27693,"100,00",5616,793,4823,"14,12","0,68","4,54",JUNIOR CARRO VEIO,15,3237,"70,82",Eleito
27693,"100,00",5616,793,4823,"14,12","0,68","4,54",IRMÃO DÉDO,28,35,"0,77",Não eleito
27693,"100,00",5616,793,4823,"14,12","0,68","4,54",BERON,55,1299,"28,42",Não eleito
27715,"100,00",6726,903,5823,"13,43","1,08","3,78",DÉO,14,3044,"54,95",Eleito
27715,"100,00",6726,903,5823,"13,43","1,08","3,78",ADEMARIO DE OLIVEIRA,51,43,"0,78",Não eleito
27715,"100,00",6726,903,5823,"13,43","1,08","3,78",JÚNIOR LOUREIRO,11,2453,"44,28",Não eleito
27731,"100,00",4793,684,4109,"14,27","0,76","4,40",JEFFERSON BARRETO,40,1739,"44,62",Não eleito
27731,"100,00",4793,684,4109,"14,27","0,76","4,40",RICARDO PARANHOS,15,2158,"55,38",Eleito
27065,"100,00",7765,1060,6705,"13,65","0,41","2,42",NENO PACHECO,40,125,"1,92",Não eleito
27065,"100,00",7765,1060,6705,"13,65","0,41","2,42",JEANNYNE BELTRÃO,10,2604,"39,97",Não eleito
27065,"100,00",7765,1060,6705,"13,65","0,41","2,42",CLOVIS TORRES,45,178,"2,73",Não eleito
27065,"100,00",7765,1060,6705,"13,65","0,41","2,42",FELIPE JATOBA,11,3608,"55,38",Eleito
27758,"100,00",14056,2888,11168,"20,55","1,41","4,71",ADRIANO BARROS,14,6636,"63,30",Eleito
27758,"100,00",14056,2888,11168,"20,55","1,41","4,71",DORGIVAL FARIAS,11,3768,"35,94",Não eleito
27758,"100,00",14056,2888,11168,"20,55","1,41","4,71",KERNNE DA FARMACIA,20,80,"0,76",Não eleito
27774,"100,00",4322,659,3663,"15,25","1,56","4,20",JORGINHO,55,2549,"73,84",Eleito
27774,"100,00",4322,659,3663,"15,25","1,56","4,20",MARIA LUIZA,11,903,"26,16",Não eleito
27790,"100,00",19130,3695,15435,"19,32","0,96","3,87",ONALDO TAVARES,33,35,"0,24",Não eleito
27790,"100,00",19130,3695,15435,"19,32","0,96","3,87",LEANDRO SILVA,14,8011,"54,53",Eleito
27790,"100,00",19130,3695,15435,"19,32","0,96","3,87",CARLOS AUGUSTO,15,6644,"45,23",Não eleito
27812,"100,00",14662,2050,12612,"13,98","0,93","3,20",TAINÁ VEIGA,11,6850,"56,65",Eleito
27812,"100,00",14662,2050,12612,"13,98","0,93","3,20",JÚNIOR,18,42,"0,35",Não eleito
27812,"100,00",14662,2050,12612,"13,98","0,93","3,20",AUDÁLIO TENÓRIO,14,87,"0,72",Não eleito
27812,"100,00",14662,2050,12612,"13,98","0,93","3,20",JAIRZINHO LIRA,28,5112,"42,28",Não eleito
27839,"100,00",17753,3347,14406,"18,85","1,12","3,06",SIDNEY VIEIRA,14,3463,"25,09",Não eleito
27839,"100,00",17753,3347,14406,"18,85","1,12","3,06",MARCELO RODRIGUES,40,2987,"21,64",Não eleito
27839,"100,00",17753,3347,14406,"18,85","1,12","3,06",MARLAN FERREIRA,11,7354,"53,27",Eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",JOSAN LEITE,51,23925,"6,27",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",LENILDA LUNA,80,4875,"1,28",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",CICERO FILHO,65,3427,"0,90",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",VALERIA CORREIA,50,13568,"3,55",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",CORINTHO CAMPELO,33,507,"0,13",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",JHC,40,109053,"28,56",2º turno
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",ALFREDO GASPAR DE MENDONÇA,15,110234,"28,87",2º turno
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",RICARDO BARBOSA,13,8905,"2,33",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",CÍCERO ALMEIDA,27,9905,"2,59",Não eleito
27855,"100,00",592388,148318,444070,"25,04","4,73","9,29",DAVI DAVINO FILHO,11,97409,"25,51",Não eleito
27871,"100,00",14352,2570,11782,"17,91","1,19","3,65",ALEX MARIANO,15,5339,"47,62",Não eleito
27871,"100,00",14352,2570,11782,"17,91","1,19","3,65",THEOBALDO CINTRA,11,5873,"52,38",Eleito
27979,"100,00",3433,389,3044,"11,33","1,05","1,97",ANDRE ALMEIDA,15,1576,"53,39",Eleito
27979,"100,00",3433,389,3044,"11,33","1,05","1,97",MANO TATAJUBA,11,1376,"46,61",Não eleito
27898,"100,00",20788,3701,17087,"17,80","1,64","3,59",PROFESSOR ADRIANO,18,1594,"9,84",Não eleito
27898,"100,00",20788,3701,17087,"17,80","1,64","3,59",SÉRGIO LIRA,11,9553,"58,99",Eleito
27898,"100,00",20788,3701,17087,"17,80","1,64","3,59",MARCOS MADEIRA,15,5047,"31,17",Não eleito
27910,"100,00",7831,1805,6026,"23,05","0,91","4,48",CONCEIÇÃO ALBUQUERQUE,14,2763,"48,47",Eleito
27910,"100,00",7831,1805,6026,"23,05","0,91","4,48",DR JÚLIO ,10,354,"6,21",Não eleito
27910,"100,00",7831,1805,6026,"23,05","0,91","4,48",PROF. JAMIS,11,2584,"45,33",Não eleito
27936,"100,00",38343,6676,31667,"17,41","1,54","5,67",JÚNIOR DÂMASO,14,14681,"49,96",Não eleito
27936,"100,00",38343,6676,31667,"17,41","1,54","5,67",CACAU,15,14702,"50,04",Eleito
27952,"100,00",10172,2003,8169,"19,69","1,77","4,49",LEOPODINA AMORIM,55,4150,"54,19",Eleito
27952,"100,00",10172,2003,8169,"19,69","1,77","4,49",CLAUDIVAN ALMEIDA,14,3508,"45,81",Não eleito
27995,"100,00",17302,3844,13458,"22,22","0,73","3,86",ERIVALDO MANDÚ,14,7434,"57,90",Eleito
27995,"100,00",17302,3844,13458,"22,22","0,73","3,86",JÚLIO DE HÉLIO,12,5406,"42,10",Não eleito
28010,"100,00",18223,4027,14196,"22,10","1,19","3,95",OTAVIO HENRIQUE,20,5423,"40,27",Não eleito
28010,"100,00",18223,4027,14196,"22,10","1,19","3,95",FERNANDO CAVALCANTE,15,7342,"54,52",Eleito
28010,"100,00",18223,4027,14196,"22,10","1,19","3,95",DR. WASHINGTON ,33,701,"5,21",Não eleito
28037,"100,00",12895,2640,10255,"20,47","1,31","3,11",THOMAS PEIXOTO,45,730,"7,45",Não eleito
28037,"100,00",12895,2640,10255,"20,47","1,31","3,11",ADELMO JUNIOR,15,4479,"45,69",Não eleito
28037,"100,00",12895,2640,10255,"20,47","1,31","3,11",MARCOS SILVA,14,4593,"46,86",Eleito
28053,"100,00",4746,760,3986,"16,01","0,40","4,69",EMÍLIO BARROS,12,1732,"45,78",Não eleito
28053,"100,00",4746,760,3986,"16,01","0,40","4,69",JOSIAS APRIGIO,11,2051,"54,22",Eleito
28070,"100,00",5781,1196,4585,"20,69","1,04","3,34",MAILSON MENDONÇA,22,2020,"46,08",Eleito
28070,"100,00",5781,1196,4585,"20,69","1,04","3,34",TIAGO PRUDENTE,55,40,"0,91",Não eleito
28070,"100,00",5781,1196,4585,"20,69","1,04","3,34",RUZIMAR MOURA,11,1950,"44,48",Não eleito
28070,"100,00",5781,1196,4585,"20,69","1,04","3,34",ARTUZINHO GALDINO,14,374,"8,53",Não eleito
28096,"100,00",19057,4748,14309,"24,91","3,39","5,49",OLAVO NETO,15,6791,"52,08",Eleito
28096,"100,00",19057,4748,14309,"24,91","3,39","5,49",CAUBI DE FREITAS,45,6248,"47,92",Não eleito
28118,"100,00",9422,1930,7492,"20,48","0,92","3,04",MARCELA GOMES,22,3802,"52,84",Eleito
28118,"100,00",9422,1930,7492,"20,48","0,92","3,04",DEDE DE BACURAU,15,3393,"47,16",Não eleito
28134,"100,00",15533,2848,12685,"18,34","0,72","2,55",NEN,22,5294,"43,15",Não eleito
28134,"100,00",15533,2848,12685,"18,34","0,72","2,55",ZÉ LUIZ,11,6911,"56,32",Eleito
28134,"100,00",15533,2848,12685,"18,34","0,72","2,55",MOISÉS MESSIAS,13,65,"0,53",Não eleito
28150,"100,00",7142,1361,5781,"19,06","0,68","4,13",ELIO ALENCAR,55,2563,"46,57",Não eleito
28150,"100,00",7142,1361,5781,"19,06","0,68","4,13",ZÉ DOS SANTOS,13,2940,"53,43",Eleito
28177,"100,00",4657,729,3928,"15,65","0,72","3,46",SUZY HIGINO,11,1686,"44,79",Eleito
28177,"100,00",4657,729,3928,"15,65","0,72","3,46",JOSEANO ARAÚJO,55,411,"10,92",Não eleito
28177,"100,00",4657,729,3928,"15,65","0,72","3,46",JOÃO PEDRO CAVALCANTE,90,1106,"29,38",Não eleito
28177,"100,00",4657,729,3928,"15,65","0,72","3,46",ZÉ ADELSON,14,561,"14,90",Não eleito
28193,"100,00",9174,1627,7547,"17,73","0,41","4,03",VEIO DUCA,15,3320,"46,03",Não eleito
28193,"100,00",9174,1627,7547,"17,73","0,41","4,03",JÓ,22,3892,"53,97",Eleito
28215,"100,00",8455,1406,7049,"16,63","0,75","3,14",ATEVALDO CABRAL,15,3195,"47,16",Não eleito
28215,"100,00",8455,1406,7049,"16,63","0,75","3,14",BENILDO GODOY,51,14,"0,21",Não eleito
28215,"100,00",8455,1406,7049,"16,63","0,75","3,14",DENYSE DE DONA TELMA,40,3469,"51,20",Eleito
28215,"100,00",8455,1406,7049,"16,63","0,75","3,14",SANDRO AMORIM,28,97,"1,43",Não eleito
28231,"100,00",4563,515,4048,"11,29","0,39","1,93",JAIME DO MERCADO,10,2152,"54,43",Eleito
28231,"100,00",4563,515,4048,"11,29","0,39","1,93",IZABELLE ALCÂNTARA,11,1802,"45,57",Não eleito
28258,"100,00",50805,11994,38811,"23,61","2,09","5,87",DRA SÔNIA BELTRÃO,51,1243,"3,48",Não eleito
28258,"100,00",50805,11994,38811,"23,61","2,09","5,87",JULIO CEZAR,40,21469,"60,10",Eleito
28258,"100,00",50805,11994,38811,"23,61","2,09","5,87",MOSABELLE RIBEIRO,14,13010,"36,42",Não eleito
27022,"100,00",8736,1690,7046,"19,35","0,79","4,26",ALVONI FEITOSA,15,2476,"37,01",Não eleito
27022,"100,00",8736,1690,7046,"19,35","0,79","4,26",TONY DE CAMPINHOS,11,4095,"61,21",Eleito
27022,"100,00",8736,1690,7046,"19,35","0,79","4,26",NINA CACIQUE,65,119,"1,78",Não eleito
27006,"100,00",10382,1705,8677,"16,42","1,73","4,21",VÂNIO MIL COISAS,14,3798,"46,53",Não eleito
27006,"100,00",10382,1705,8677,"16,42","1,73","4,21",ABRAHÃO MOURA,25,4364,"53,47",Eleito
28290,"100,00",11576,1945,9631,"16,80","1,13","3,85",LUH NOGUEIRA,11,2075,"22,68",Não eleito
28290,"100,00",11576,1945,9631,"16,80","1,13","3,85",ELLISSON SANTOS,14,3262,"35,65",Eleito
28290,"100,00",11576,1945,9631,"16,80","1,13","3,85",MARQUINHO DO ADEMIR,45,1145,"12,51",Não eleito
28290,"100,00",11576,1945,9631,"16,80","1,13","3,85",RICARDO NOGUEIRA,20,2669,"29,17",Não eleito
28312,"100,00",6059,1056,5003,"17,43","1,04","4,34",CHICÃO,25,2632,"55,60",Eleito
28312,"100,00",6059,1056,5003,"17,43","1,04","4,34",MARCOS LISBOA,15,2102,"44,40",Não eleito
28339,"100,00",40746,10202,30544,"25,04","1,59","3,69",JUNIOR,23,36,"0,12",Não eleito
28339,"100,00",40746,10202,30544,"25,04","1,59","3,69",NELSINHO,45,2117,"7,32",Não eleito
28339,"100,00",40746,10202,30544,"25,04","1,59","3,69",RONALDO LOPES,15,14060,"48,60",Eleito
28339,"100,00",40746,10202,30544,"25,04","1,59","3,69",IVANA TOLEDO,11,10397,"35,94",Não eleito
28339,"100,00",40746,10202,30544,"25,04","1,59","3,69",DR TICO,10,2322,"8,03",Não eleito
28355,"100,00",13174,2361,10813,"17,92","0,95","4,00",DALMO JÚNIOR,40,3078,"29,95",Não eleito
28355,"100,00",13174,2361,10813,"17,92","0,95","4,00",DJALMA BELTRÃO,10,3694,"35,94",Eleito
28355,"100,00",13174,2361,10813,"17,92","0,95","4,00",KAYRO CASTRO,12,3506,"34,11",Não eleito
28371,"100,00",26133,5119,21014,"19,59","2,59","5,00",RARISSON AMORIM,15,3665,"18,87",Não eleito
28371,"100,00",26133,5119,21014,"19,59","2,59","5,00",RENATO FILHO,20,15592,"80,30",Eleito
28371,"100,00",26133,5119,21014,"19,59","2,59","5,00",CICERO MESSIAS DE LIMA,36,161,"0,83",Não eleito
28398,"100,00",2581,337,2244,"13,06","0,98","3,43",MOISES CERQUEIRA,40,1071,"49,93",Não eleito
28398,"100,00",2581,337,2244,"13,06","0,98","3,43",CÍCERO CARDOSO,14,1074,"50,07",Eleito
28410,"100,00",18050,3712,14338,"20,57","0,78","4,44",TIAGO FREITAS,15,7455,"54,86",Eleito
28410,"100,00",18050,3712,14338,"20,57","0,78","4,44",EDSON AVANTE,70,47,"0,35",Não eleito
28410,"100,00",18050,3712,14338,"20,57","0,78","4,44",MARISTELA,11,6087,"44,79",Não eleito
28452,"100,00",20337,4007,16330,"19,70","1,14","3,50",ANTONIO CARLOS,33,1114,"7,15",Não eleito
28452,"100,00",20337,4007,16330,"19,70","1,14","3,50",ERONITA,55,9011,"57,86",Eleito
28452,"100,00",20337,4007,16330,"19,70","1,14","3,50",JEFFERSON RODRIGUES,14,249,"1,60",Não eleito
28452,"100,00",20337,4007,16330,"19,70","1,14","3,50",DAVID PEDROSA,15,5199,"33,38",Não eleito
28479,"100,00",6899,1025,5874,"14,86","2,78","5,07",HENRIQUE VILELA,15,4401,"81,30",Eleito
28479,"100,00",6899,1025,5874,"14,86","2,78","5,07",ARIANA CAVALCANTI,10,1012,"18,70",Não eleito
28495,"100,00",15341,2522,12819,"16,44","1,66","3,61",ALDO POPULAR,15,7825,"64,44",Eleito
28495,"100,00",15341,2522,12819,"16,44","1,66","3,61",DANIELA CAVALCANTE,10,4318,"35,56",Não eleito
28436,"100,00",9979,1986,7993,"19,90","0,64","3,18",VALMIRO,45,4360,"56,71",Eleito
28436,"100,00",9979,1986,7993,"19,90","0,64","3,18",APARECIDA FERREIRA,15,3328,"43,29",Não eleito
28274,"100,00",18122,3661,14461,"20,20","1,08","4,00",JORGE DANTAS,45,8039,"58,56",Eleito
28274,"100,00",18122,3661,14461,"20,20","1,08","4,00",CLIUTON SANTOS,23,51,"0,37",Não eleito
28274,"100,00",18122,3661,14461,"20,20","1,08","4,00",CRISTIANO MATHEUS,15,5595,"40,76",Não eleito
28274,"100,00",18122,3661,14461,"20,20","1,08","4,00",ANA DE BACUCA,50,42,"0,31",Não eleito
28517,"100,00",9762,2295,7467,"23,51","4,39","9,87",CLEIDE DE CORINA,19,1337,"20,88",Não eleito
28517,"100,00",9762,2295,7467,"23,51","4,39","9,87",MARCELO LIMA,15,5065,"79,12",Eleito
28533,"100,00",57632,10716,46916,"18,59","2,97","5,26",PEDRO VICTOR,40,13945,"32,39",Não eleito
28533,"100,00",57632,10716,46916,"18,59","2,97","5,26",DRA. SÂMEA ,10,3757,"8,73",Não eleito
28533,"100,00",57632,10716,46916,"18,59","2,97","5,26",GILBERTO GONÇALVES,11,25355,"58,89",Eleito
28550,"100,00",5465,1006,4459,"18,41","0,67","2,42",ALYSSON REIS,11,2603,"60,24",Eleito
28550,"100,00",5465,1006,4459,"18,41","0,67","2,42",IRMÃ TÔ,18,75,"1,74",Não eleito
28550,"100,00",5465,1006,4459,"18,41","0,67","2,42",GABRIEL JATOBÁ,20,130,"3,01",Não eleito
28550,"100,00",5465,1006,4459,"18,41","0,67","2,42",THIAGO,14,1513,"35,02",Não eleito
28576,"100,00",5860,895,4965,"15,27","2,21","5,06",JULLIANA MATEUS,10,1451,"31,52",Não eleito
28576,"100,00",5860,895,4965,"15,27","2,21","5,06",MARCIO LIMA,11,3153,"68,48",Eleito
28592,"100,00",30701,6603,24098,"21,51","1,42","4,04",MARIO SILVA,10,678,"2,98",Não eleito
28592,"100,00",30701,6603,24098,"21,51","1,42","4,04",DRA CHRISTIANE BULHÕES,15,13408,"58,85",Eleito
28592,"100,00",30701,6603,24098,"21,51","1,42","4,04",MARCIANO DO COURO,45,970,"4,26",Não eleito
28592,"100,00",30701,6603,24098,"21,51","1,42","4,04",EDSON MAGALHAES,23,6364,"27,93",Não eleito
28592,"100,00",30701,6603,24098,"21,51","1,42","4,04",AFONSO GAIA,25,391,"1,72",Não eleito
28592,"100,00",30701,6603,24098,"21,51","1,42","4,04",MEIRICA,40,972,"4,27",Não eleito
28614,"100,00",8614,1654,6960,"19,20","0,96","4,64",DR BETO,55,3150,"47,95",Não eleito
28614,"100,00",8614,1654,6960,"19,20","0,96","4,64",ARTHUR FREITAS,15,3420,"52,05",Eleito
28770,"100,00",11151,1667,9484,"14,95","2,56","4,46",MARIA DO ADALBERON,55,3528,"40,01",Não eleito
28770,"100,00",11151,1667,9484,"14,95","2,56","4,46",JÚNIOR TUTÉ,11,5290,"59,99",Eleito
28916,"100,00",8854,2049,6805,"23,14","1,10","4,91",PADRE,77,2064,"32,27",Não eleito
28916,"100,00",8854,2049,6805,"23,14","1,10","4,91",JEANE MOURA,15,4332,"67,73",Eleito
28630,"100,00",6355,727,5628,"11,44","0,83","2,56",LUCIENE,90,71,"1,31",Não eleito
28630,"100,00",6355,727,5628,"11,44","0,83","2,56",KLINGER QUIRINO,15,3004,"55,25",Eleito
28630,"100,00",6355,727,5628,"11,44","0,83","2,56",NETO,20,2362,"43,44",Não eleito
28657,"100,00",16815,3749,13066,"22,30","1,85","5,30",ÂNGELA VANESSA,11,8466,"69,78",Eleito
28657,"100,00",16815,3749,13066,"22,30","1,85","5,30",NOEMI LYRA,14,1752,"14,44",Não eleito
28657,"100,00",16815,3749,13066,"22,30","1,85","5,30",SARGENTO NININHO,25,1914,"15,78",Não eleito
28673,"100,00",20765,4904,15861,"23,62","2,56","7,02",EDILSON RAMOS,55,2829,"19,73",Não eleito
28673,"100,00",20765,4904,15861,"23,62","2,56","7,02",PROF MÁRCIO,12,1087,"7,58",Não eleito
28673,"100,00",20765,4904,15861,"23,62","2,56","7,02",COSME GUEDES,45,1541,"10,75",Não eleito
28673,"100,00",20765,4904,15861,"23,62","2,56","7,02",JARBAS RICARDO,15,8884,"61,95",Eleito
28690,"100,00",22885,4768,18117,"20,83","1,51","3,68",FERNANDA CAVALCANTI,15,10546,"61,40",Eleito
28690,"100,00",22885,4768,18117,"20,83","1,51","3,68",JUNIOR PEDRO,45,6631,"38,60",Não eleito
28711,"100,00",40030,7965,32065,"19,90","1,57","3,36",FLAVIO DA ALTEC,51,391,"1,28",Não eleito
28711,"100,00",40030,7965,32065,"19,90","1,57","3,36",PEDOCA JATOBÁ,25,9628,"31,58",Não eleito
28711,"100,00",40030,7965,32065,"19,90","1,57","3,36",FERNANDO PEREIRA,11,8743,"28,68",Não eleito
28711,"100,00",40030,7965,32065,"19,90","1,57","3,36",GEORGE,15,11723,"38,45",Eleito
28738,"100,00",7170,895,6275,"12,48","0,88","4,08",THÉO PONTES,90,206,"3,45",Não eleito
28738,"100,00",7170,895,6275,"12,48","0,88","4,08",JADSON,14,3219,"53,97",Eleito
28738,"100,00",7170,895,6275,"12,48","0,88","4,08",BURECO ATAIDE,15,2525,"42,34",Não eleito
28738,"100,00",7170,895,6275,"12,48","0,88","4,08",NIVALDO LESSA,65,14,"0,23",Não eleito
28754,"100,00",24790,4849,19941,"19,56","1,52","3,89",ADEILTON QUERINO,10,3248,"17,22",Não eleito
28754,"100,00",24790,4849,19941,"19,56","1,52","3,89",TOINHO DO PETRUCIO,18,143,"0,76",Não eleito
28754,"100,00",24790,4849,19941,"19,56","1,52","3,89",LULA CURTINHO,15,6167,"32,70",Não eleito
28754,"100,00",24790,4849,19941,"19,56","1,52","3,89",ZE PACHECO,11,9304,"49,33",Eleito
28797,"100,00",5436,1072,4364,"19,72","1,38","3,16",CRISTINA,15,847,"20,33",Não eleito
28797,"100,00",5436,1072,4364,"19,72","1,38","3,16",ANTÔNIO TEIXEIRA,33,1232,"29,57",Não eleito
28797,"100,00",5436,1072,4364,"19,72","1,38","3,16",HELVIO PEIXOTO,51,89,"2,14",Não eleito
28797,"100,00",5436,1072,4364,"19,72","1,38","3,16",WILL VALENÇA,55,1648,"39,56",Eleito
28797,"100,00",5436,1072,4364,"19,72","1,38","3,16",FLÁVIO BERNARDINO,12,350,"8,40",Não eleito
28819,"100,00",13574,2939,10635,"21,65","1,63","5,43",DAVI,11,4813,"48,69",Não eleito
28819,"100,00",13574,2939,10635,"21,65","1,63","5,43",GERALDO CÍCERO,23,5071,"51,31",Eleito
28932,"100,00",29308,7789,21519,"26,58","3,19","6,41",ZE GOMES,14,4005,"20,59",Não eleito
28932,"100,00",29308,7789,21519,"26,58","3,19","6,41",PEU PEREIRA,11,15448,"79,41",Eleito
28835,"100,00",17108,3960,13148,"23,15","0,89","3,70",CONCEIÇÃO TAVARES,14,2475,"19,73",Não eleito
28835,"100,00",17108,3960,13148,"23,15","0,89","3,70",LUCAS SANTOS ,15,5170,"41,21",Eleito
28835,"100,00",17108,3960,13148,"23,15","0,89","3,70",CAVALCANTE,55,4775,"38,06",Não eleito
28835,"100,00",17108,3960,13148,"23,15","0,89","3,70",ZÉ AILTON,18,125,"1,00",Não eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",CAJU,45,752,"2,33",Não eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",ZÉ ALFREDO,14,5655,"17,51",Não eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",SÉRGIO,13,749,"2,32",Não eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",KIL,15,13008,"40,27",Eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",TITA,12,1811,"5,61",Não eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",PROFª SILVANY,28,526,"1,63",Não eleito
28851,"100,00",44953,10441,34512,"23,23","1,53","4,88",SEBASTIÃO DE JESUS,23,9800,"30,34",Não eleito
28878,"100,00",19668,4046,15622,"20,57","1,21","3,60",JOÃO VICTOR,10,6908,"46,46",Eleito
28878,"100,00",19668,4046,15622,"20,57","1,21","3,60",FLAUBERT FILHO,14,2782,"18,71",Não eleito
