"ANO_ELEICAO","NUM_TURNO","SIGLA_UE","CODIGO_CARGO","NOME_URNA_CANDIDATO","NUMERO_CANDIDATO"
2012,1,"77771",11,"LEANDRO",50
2012,1,"77917",11,"GILVAN",23
2012,1,"77917",11,"HELINHO POSTO",40
2012,1,"77917",11,"DIVO BATISTA",43
2012,1,"78557",11,"ZE ISAC",13
2012,1,"78557",11,"JURANDIR",15
2012,1,"78832",11,"MIRABE",13
2012,1,"78832",11,"SERJAO KRONEIS",45
2012,1,"78999",11,"DONA VERA",13
2012,1,"78999",11,"PAULINHO BRANCO",40
2012,1,"79073",11,"MANEZAO",25
2012,1,"79073",11,"BI",40
2012,1,"79073",11,"BETO",45
2012,1,"79294",11,"LUIZ FARIA",25
2012,1,"79294",11,"GUILHERME",55
2012,1,"79359",11,"MOACIR SILVA",12
2012,1,"79359",11,"WILSON SIMOES",13
2012,1,"79359",11,"AMOS",43
2012,1,"79359",11,"LOBINHO",50
2012,1,"79995",11,"AGNALDO GOUVEIA",11
2012,1,"79995",11,"DELEI",45
2012,1,"84573",11,"VALDIR",11
2012,1,"84573",11,"OTNIEL",23
2012,1,"84573",11,"ZE CARLOS",25
2012,1,"84573",11,"MARCILIO",55
2012,1,"84611",11,"CARLOS PAULA",12
2012,1,"84611",11,"PROFESSOR ADAUTO",13
2012,1,"84611",11,"WALTER VOLPATO",45
2012,1,"84670",11,"CLAUDINEY COSTA",10
2012,1,"84670",11,"IZANILDO",40
2012,1,"84670",11,"CLAUDIO EBERHARD",45
2012,1,"58017",11,"CONCEICAO",13
2012,1,"58017",11,"FERNANDO JORDAO",15
2012,1,"58033",11,"JOAO RIBEIRO",14
2012,1,"58033",11,"ANDRE MONICA",15
2012,1,"58033",11,"MIGUEL JEOVANI",22
2012,1,"58041",11,"DRº ALCIDES ROLIM",13
2012,1,"58041",11,"BETO ALMADA",20
2012,2,"58041",11,"WAGUINHO",28
2012,1,"58041",11,"WAGUINHO",28
2012,1,"58041",11,"RAFAEL ANDRADE",50
2012,2,"58041",11,"DENNIS DAUTTMAM",65
2012,1,"58041",11,"DENNIS DAUTTMAM",65
2012,1,"58068",11,"GEGE CANTARINO",10
2012,1,"58068",11,"GILSON SIQUEIRA",11
2012,1,"58068",11,"ELCIO RANGEL",12
2012,1,"58130",11,"ALAIR CORREA",11
2012,1,"58130",11,"JANIO MENDES",12
2012,1,"58130",11,"CLAUDIO LEITAO",50
2012,1,"58157",11,"RAFAEL MIRANDA",11
2012,1,"58157",11,"CICA MACHADO",20
2012,1,"58157",11,"MAURO SOARES",40
2012,1,"58190",11,"ARNALDO VIANNA",12
2012,1,"58190",11,"MAKHOUL",13
2012,1,"58190",11,"ROSINHA GAROTINHO",22
2012,1,"58190",11,"JOSE GERALDO, ZE GERALDO",44
2012,1,"58190",11,"ERIK SCHUNK",50
2012,1,"58203",11,"ELISANGELA BRODER",19
2012,1,"58203",11,"SABINO",20
2012,1,"58203",11,"DR CASTRO",22
2012,1,"58203",11,"ZEZINHO SALVADOR",27
2012,1,"58203",11,"LENA",50
2012,1,"58220",11,"ARAUJO",13
2012,1,"58220",11,"GERALDO ALVES QUITANDA",15
2012,1,"58220",11,"WALDETH BRASIEL",22
2012,1,"58262",11,"GRASIELLA",11
2012,1,"58262",11,"PEDRO FELIPPE",14
2012,1,"58262",11,"HUGUINHO",15
2012,1,"58262",11,"DAICO",40
2012,1,"58335",11,"ZITO",11
2012,2,"58335",11,"WASHINGTON REIS",15
2012,1,"58335",11,"WASHINGTON REIS",15
2012,1,"58335",11,"FLORINDA LOMBARDI",16
2012,1,"58335",11,"MARQUINHO PESSANHA",19
2012,1,"58335",11,"SAMUQUINHA",22
2012,1,"58335",11,"ALEXANDRE CARDOSO",40
2012,2,"58335",11,"ALEXANDRE CARDOSO",40
2012,1,"58335",11,"IVANETE SILVA",50
2012,1,"58335",11,"DICA",55
2012,1,"58394",11,"ALEXANDRE VALLE",15
2012,1,"58394",11,"DR LUIZ ANTONIO",19
2012,1,"58394",11,"ARAMIS BRITO",20
2012,1,"58394",11,"PASTORA MARCIA CHEREGHINI",23
2012,1,"58394",11,"LUCIANO MOTA",45
2012,1,"58394",11,"VINICIUS MOREIRA",54
2012,1,"58408",11,"MIRINHO BRAGA",12
2012,1,"58408",11,"DR ANDRE",20
2012,1,"58408",11,"EVANDRO",22
2012,1,"58408",11,"JOAO CARRILHO",40
2012,1,"58408",11,"BETH PRATA",50
2012,1,"58475",11,"MATEUS RIBEIRO",16
2012,1,"58475",11,"FRED",19
2012,1,"58475",11,"JUNIOR TRANSPORTE",23
2012,1,"58475",11,"PASTOR NILSON MENDONCA",25
2012,1,"58475",11,"DR ALUIZIO",43
2012,1,"58475",11,"RAFAEL PSOL",50
2012,1,"58475",11,"CHRISTINO",55
2012,1,"58530",11,"WASHINGTON QUAQUA",13
2012,1,"58530",11,"RICARDO QUEIROZ",15
2012,1,"58530",11,"MARCELO DELAROLI",25
2012,1,"58530",11,"PROF SARAIVA",50
2012,1,"58530",11,"HELCIO ANGELO",55
2012,2,"58653",11,"FELIPE",12
2012,1,"58653",11,"FELIPE",12
2012,2,"58653",11,"RODRIGO NEVES",13
2012,1,"58653",11,"RODRIGO NEVES",13
2012,1,"58653",11,"HEITOR FERNANDES",16
2012,1,"58653",11,"FLAVIO SERAFINI",50
2012,1,"58653",11,"SERGIO ZVEITER",55
2012,1,"58696",11,"MARCOS FERNANDES",10
2012,1,"58696",11,"SHEILA GAMA",12
2012,2,"58696",11,"SHEILA GAMA",12
2012,1,"58696",11,"WALNEY ROCHA",14
2012,2,"58696",11,"NELSON BORNIER",15
2012,1,"58696",11,"NELSON BORNIER",15
2012,1,"58696",11,"RENATO GOMES",16
2012,1,"58696",11,"JOSE RENATO",21
2012,1,"58696",11,"ROGERIO LISBOA",25
2012,1,"58696",11,"XANDRINHO",43
2012,1,"58696",11,"EMILIO ARAUJO",50
2012,1,"58696",11,"WAGUINHO",65
2012,1,"58971",11,"ALICE TAMBORINDEGUY",11
2012,1,"58971",11,"ADOLFO KONDER",12
2012,2,"58971",11,"ADOLFO KONDER",12
2012,1,"58971",11,"GRACA",15
2012,1,"58971",11,"DAYSE OLIVEIRA",16
2012,1,"58971",11,"NEILTON MULIM",22
2012,2,"58971",11,"NEILTON MULIM",22
2012,1,"58971",11,"MAURO SERGIO",31
2012,1,"58971",11,"PROF JOSEMAR",50
2012,1,"59013",11,"SANDRO MATOS",12
2012,1,"59013",11,"DOCA BRAZAO",15
2012,1,"59013",11,"DR JOAO",22
2012,1,"59013",11,"BIRA PSOL",50
2012,1,"59099",11,"PEDRO RICARDO",10
2012,1,"59099",11,"FRANCIANE",15
2012,1,"59099",11,"THIAGO COCARO",50
2012,1,"59153",11,"TRICANO",11
2012,1,"59153",11,"SALOMAO",13
2012,1,"59153",11,"ROSARIO",14
2012,1,"59153",11,"ARLEI",15
2012,1,"59153",11,"CLEYTON VALENTIM",22
2012,1,"59153",11,"DR MAURILIO",23
2012,1,"59153",11,"GERSON RIBEIRO",25
2012,1,"59153",11,"RODRIGO COSENZA",50
2012,2,"59250",11,"NETO",15
2012,1,"59250",11,"NETO",15
2012,1,"59250",11,"PROFESSORA ISABEL",16
2012,2,"59250",11,"ZOINHO",22
2012,1,"59250",11,"ZOINHO",22
2012,1,"59250",11,"DR JAIR NOGUEIRA",43
2012,1,"59250",11,"DODORA",50
2012,1,"60011",11,"EDUARDO PAES",15
2012,1,"60011",11,"CYRO GARCIA",16
2012,1,"60011",11,"RODRIGO MAIA",25
2012,1,"60011",11,"ANTONIO CARLOS PCO",29
2012,1,"60011",11,"ASPASIA",43
2012,1,"60011",11,"OTAVIO LEITE",45
2012,1,"60011",11,"MARCELO FREIXO",50
2012,1,"60011",11,"FERNANDO SIQUEIRA",54
2012,1,"16004",11,"TITICO ZE VICENTE",15
2012,1,"16004",11,"JUNIOR LAURENTINO",40
2012,1,"16012",11,"ISAIAS CABRAL",15
2012,1,"16012",11,"TOM",22
2012,1,"16039",11,"IVAN JUNIOR",11
2012,1,"16039",11,"GEORGE SOARES",22
2012,1,"16063",11,"FAFA",15
2012,1,"16063",11,"RENATO DOQUINHA",55
2012,1,"16136",11,"EIDER MEDEIROS",15
2012,1,"16136",11,"ABELARDO RODRIGUES",25
2012,1,"16144",11,"SANDRO SALVIANO",11
2012,1,"16144",11,"DANIEL PEREIRA",15
2012,1,"16144",11,"RENATO",43
2012,1,"16195",11,"GORETE",15
2012,1,"16195",11,"PINHEIRO",22
2012,1,"16195",11,"FLAVIANO",65
2012,1,"16390",11,"HUGO MARINHO",11
2012,1,"16390",11,"ROBERTO GERMANO",15
2012,1,"16390",11,"DRA FRANCIELLE",23
2012,1,"16390",11,"HIRAM LUCENA",44
2012,1,"16470",11,"VALDENOR",25
2012,1,"16470",11,"DR SERGIO",40
2012,1,"16497",11,"DINARTE DINIZ",25
2012,1,"16497",11,"LUIZINHO",40
2012,1,"16497",11,"JUNIOR BENEVIDES",40
2012,1,"16519",11,"DR MARCILIO",11
2012,1,"16519",11,"EDNOLIA MELO",15
2012,1,"16519",11,"DEDE LUZ",17
2012,1,"16519",11,"PEIXOTO",22
2012,1,"16519",11,"JULIO CESAR",55
2012,1,"16616",11,"VILTON CUNHA",22
2012,1,"16616",11,"GERALDO GOMES",25
2012,1,"16691",11,"CHICO ARAUJO",15
2012,1,"16691",11,"TONHO BRANCO",55
2012,1,"16730",11,"IOLANDA",15
2012,1,"16730",11,"HAROLDO FERREIRA",55
2012,1,"16730",11,"BARRINHA",65
2012,1,"16756",11,"CLAUDIO PINHEIRO",43
2012,1,"16756",11,"JUNIOR JANUNCIO",55
2012,1,"16772",11,"DR MARQUINHOS",11
2012,1,"16772",11,"GILSON DIAS",14
2012,1,"16772",11,"WANDEILTON",14
2012,1,"16772",11,"APARECIDA",25
2012,1,"16837",11,"AISA MARTINS",15
2012,1,"16837",11,"ANAX",25
2012,1,"16896",11,"DR CASSIO",15
2012,1,"16896",11,"BRUNO PATRIOTA",55
2012,1,"16918",11,"JOSE DEUS BARBOSA FILHO",11
2012,1,"16918",11,"LEONARDO OLIVEIRA",13
2012,1,"16918",11,"GERALDO PAULINO",13
2012,1,"16918",11,"RIZOMAR",15
2012,1,"16918",11,"CRISTINA OLIVEIRA",55
2012,1,"16950",11,"ZE FILHO MELO",14
2012,1,"16950",11,"CIRO BEZERRA",25
2012,1,"17116",11,"PADRE JOCIMAR",15
2012,1,"17116",11,"AMAZAN",55
2012,1,"17337",11,"NONATO",13
2012,1,"17337",11,"BENES",15
2012,1,"17337",11,"DRA LOURDINHA ARRUDA",45
2012,1,"17353",11,"LUCIANA MORAIS",11
2012,1,"17353",11,"PRETA JUCIER",15
2012,1,"17353",11,"PRETA",15
2012,1,"17353",11,"NIVALDO",22
2012,1,"17418",11,"MARILIA DIAS",15
2012,1,"17418",11,"DR FERNANDO",33
2012,1,"17418",11,"DR MENGUITA",40
2012,1,"17434",11,"DR WILSON",13
2012,1,"17434",11,"ROMULO PAULISTA",14
2012,1,"17434",11,"KERGINALDO",15
2012,1,"17434",11,"ODETE LOPES",25
2012,1,"17434",11,"EDUARDO LEMOS",40
2012,1,"17590",11,"CLAUDIA REGINA",25
2012,1,"17590",11,"PROF JOSUE",27
2012,1,"17590",11,"JOSUE",27
2012,1,"17590",11,"PROFESSOR EDINALDO CALIXTO",28
2012,1,"17590",11,"LARISSA ROSADO",40
2012,1,"17590",11,"CINQUENTINHA",50
2012,1,"17590",11,"FRANCISCO JOSE JUNIOR",55
2012,1,"17590",11,"GUTEMBERG DIAS",65
2012,1,"17612",11,"CARLOS EDUARDO",12
2012,2,"17612",11,"CARLOS EDUARDO",12
2012,1,"17612",11,"FERNANDO MINEIRO",13
2012,1,"17612",11,"HERMANO MORAES",15
2012,2,"17612",11,"HERMANO MORAES",15
2012,1,"17612",11,"ROBERTO LOPES",21
2012,1,"17612",11,"ROGERIO",45
2012,1,"17612",11,"PROFESSOR ROBERIO",50
2012,1,"17655",11,"FLAVIO AZEVEDO",15
2012,1,"17655",11,"CID ARRUDA",40
2012,1,"17779",11,"FRANCISCO PT",13
2012,1,"17779",11,"JACKNAMAR",50
2012,1,"17779",11,"HUMBERTO",55
2012,1,"17795",11,"MAURICIO MARQUES",12
2012,1,"17795",11,"CAMARADA LETO",21
2012,1,"17795",11,"GILSON MOURA",43
2012,1,"17795",11,"PROFESSOR TITA HOLANDA",50
2012,1,"17850",11,"MAGNOLIA SOLANO",25
2012,1,"17850",11,"EVILASIA",40
2012,1,"17876",11,"BRAULIO FIGUEIREDO",15
2012,1,"17876",11,"FABRICIO TORQUATO",25
2012,1,"18236",11,"DR PETRONIO",13
2012,1,"18236",11,"DRA FERNANDA",15
2012,1,"18236",11,"IRAQUITAN",27
2012,1,"18236",11,"PERICLES",55
2012,1,"18414",11,"ARLINDO DANTAS",15
2012,1,"18414",11,"RODA",19
2012,1,"18414",11,"KERINHO",55
2012,1,"18490",11,"AZEVEDO",15
2012,1,"18490",11,"NALDINHO",55
2012,1,"18538",11,"ARIMATEIA BRAZ",23
2012,1,"18538",11,"RENO",33
2012,1,"18597",11,"KERGINALDO",15
2012,1,"18597",11,"JUNIOR BILU",33
2012,1,"18597",11,"BAIA",55
2012,1,"18651",11,"URBANO FARIA",13
2012,1,"18651",11,"SERGINHO",45
2012,1,"18694",11,"RAIMUNDO ALVES",25
2012,1,"18694",11,"DR DAGOBERTO",55
2012,1,"18775",11,"ALCIMAR GIJA",33
2012,1,"18775",11,"MIRIAM PAIVA",40
2012,1,"18872",11,"ELIJANE",22
2012,1,"18872",11,"MANO",25
2012,1,"18872",11,"XAVIER FLORENCIO",43
2012,1,"00035",11,"FATIMA CLEIDE",13
2012,1,"00035",11,"DR JOSE AUGUSTO",15
2012,1,"00035",11,"WALTERIO ROCHA",16
2012,1,"00035",11,"MARIO PORTUGUES COIMBRA",23
2012,1,"00035",11,"MARIO SERGIO",33
2012,1,"00035",11,"DR MAURO NAZIF",40
2012,2,"00035",11,"DR MAURO NAZIF",40
2012,2,"00035",11,"LINDOMAR GARCON",43
2012,1,"00035",11,"LINDOMAR GARCON",43
2012,1,"00035",11,"MARIANA CARVALHO",45
2012,1,"00035",11,"ALUIZIO VIDAL",50
2012,1,"00116",11,"EDIMAR COSMO",11
2012,1,"00116",11,"JEAN MENDONCA",14
2012,1,"00116",11,"BRASIL",15
2012,1,"00116",11,"CLEITON ROQUE",40
2012,1,"00132",11,"ZE ROVER",11
2012,1,"00132",11,"MELKI DONADON",14
2012,1,"00132",11,"LUIZINHO GOEBEL",43
2012,1,"00132",11,"JULINHO RADIO",50
2012,1,"00159",11,"PROFESSORA SONIA",13
2012,1,"00159",11,"JEAN",15
2012,1,"00159",11,"FLAVIO CORREA",55
2012,1,"00272",11,"AIRTON GOMES",11
2012,1,"00272",11,"PEDRINHO",15
2012,1,"00299",11,"CESAR CASSOL",11
2012,1,"00299",11,"OLIMPIO CENTRAL MODAS",13
2012,1,"00299",11,"JULIO GAZELE",43
2012,1,"00299",11,"ADILSON JULIO",44
2012,1,"00477",11,"ANA LUCIA",10
2012,1,"00477",11,"PROFESSOR RAIMUNDO",12
2012,1,"00477",11,"TONIN PT",13
2012,1,"00477",11,"CHICO PERNAMBUCO",15
2012,1,"00477",11,"DINHO SOUSA",43
2012,1,"03018",11,"MECIAS JESUS",10
2012,1,"03018",11,"TELMARIO MOTA",12
2012,1,"03018",11,"TERESA",15
2012,1,"03018",11,"ROBERT DAGON",50
2012,1,"85197",11,"DANILO",11
2012,1,"85197",11,"SIDNEI ECKERT",15
2012,1,"85197",11,"LUCIO BERSCH",43
2012,1,"85545",11,"ALVARO JOST",11
2012,1,"85545",11,"RENATO",25
2012,1,"85898",11,"JAIRO JORGE",13
2012,1,"85898",11,"VARNER RIPOLL MARADONA",16
2012,1,"85898",11,"GISELE UEQUED",19
2012,1,"85898",11,"JOAO ILHA",31
2012,1,"85898",11,"COFFY RODRIGUES",45
2012,1,"85898",11,"PAULO SERGIO",50
2012,1,"85995",11,"ALCEU BARBOSA VELHO",12
2012,1,"85995",11,"MARCOS DANELUZ",13
2012,1,"85995",11,"CORLATTI",25
2012,1,"85995",11,"POSSAMAI",50
2012,1,"85995",11,"ASSIS MELO",65
2012,1,"86215",11,"DINGOLA CESAR LEANDRO MARMITT",11
2012,1,"86215",11,"JORGE",12
2012,1,"86215",11,"ZE IRAN",15
2012,1,"86339",11,"PAULO COSTI",11
2012,1,"86339",11,"BAIXINHO ORSOLIN",15
2012,1,"86339",11,"DENISE",45
2012,1,"86533",11,"RAFAEL MALLMANN",15
2012,1,"86533",11,"EDUARDO WAGNER",22
2012,1,"86533",11,"GILMAR NEITZKE",23
2012,1,"86550",11,"CLAITON",12
2012,1,"86550",11,"BARETTA",15
2012,1,"86550",11,"GLACIR GOMES",43
2012,1,"87050",11,"BALLIN",12
2012,1,"87050",11,"PIAIA",65
2012,1,"87297",11,"MARCELO CAUMO",11
2012,1,"87297",11,"LUIS FERNANDO SCHMIDT",13
2012,1,"87297",11,"JULIANA",43
2012,1,"87475",11,"GROSS",12
2012,1,"87475",11,"TOCO",14
2012,1,"87670",11,"LELO HAHN",11
2012,1,"87670",11,"RICARDO",14
2012,1,"87718",11,"LAUERMANN",13
2012,1,"87718",11,"TARCISIO ZIMMERMANN",13
2012,1,"87718",11,"PAULO KOPSCHINA",15
2012,1,"87718",11,"DIONE MORAES",20
2012,1,"87858",11,"CECCONELLO",13
2012,1,"87858",11,"OSVALDO GOMES",15
2012,1,"87858",11,"BRADI",16
2012,1,"87858",11,"LUCIANO AZEVEDO",23
2012,1,"87858",11,"MARCELO ZENI",50
2012,2,"87912",11,"MARRONI",13
2012,1,"87912",11,"MARRONI",13
2012,1,"87912",11,"MATTEO CHIARELLI",25
2012,1,"87912",11,"CATARINA PALADINI",40
2012,2,"87912",11,"EDUARDO LEITE",45
2012,1,"87912",11,"EDUARDO LEITE",45
2012,1,"87912",11,"JURANDIR SILVA",50
2012,1,"88005",11,"LAERTE",11
2012,1,"88005",11,"VALDOMIRO",13
2012,1,"88005",11,"PAULINHO",55
2012,1,"88013",11,"FORTUNATI",12
2012,1,"88013",11,"VILLA",13
2012,1,"88013",11,"ERICO CORREA",16
2012,1,"88013",11,"JOCELIN AZAMBUJA",17
2012,1,"88013",11,"WAMBERT DI LORENZO",45
2012,1,"88013",11,"ROBERTO ROBAINA",50
2012,1,"88013",11,"MANUELA D AVILA",65
2012,1,"88153",11,"ALEXANDRE LINDENMEYER",13
2012,1,"88153",11,"FABIO BRANCO",15
2012,1,"88153",11,"PUBLIO FERRARI",50
2012,1,"88153",11,"JULIO MARTINS",65
2012,1,"88153",11,"ROBERTO",70
2012,1,"88412",11,"HELEN",13
2012,1,"88412",11,"SCHIRMER",15
2012,1,"88412",11,"PROFESSOR JEFERSON CAVALHEIRO",16
2012,1,"88412",11,"JORGE POZZOBOM",45
2012,1,"88412",11,"TIAGO AIRES",50
2012,1,"89559",11,"AIRTON ARTUS",12
2012,1,"89559",11,"NILSON LEHMEN",15
2012,1,"98213",11,"RENATO ALTMANN",11
2012,1,"98213",11,"JONATAN BRONSTRUP",45
2012,1,"80390",11,"EDSON PIRIQUITO",15
2012,1,"80390",11,"RUBENS SPERNAU",45
2012,1,"80462",11,"NELSON JUNIOR",11
2012,1,"80462",11,"CHICO PASSOS",15
2012,1,"80470",11,"ANA PAULA LIMA",13
2012,2,"80470",11,"NAPOLEAO BERNARDES",45
2012,1,"80470",11,"NAPOLEAO BERNARDES",45
2012,1,"80470",11,"OSNI VALFREDO WAGNER",50
2012,1,"80470",11,"JEAN KUHLMANN",55
2012,2,"80470",11,"JEAN KUHLMANN",55
2012,1,"80616",11,"EDINHO",12
2012,1,"80616",11,"ALDINHO BASTOS",15
2012,1,"80616",11,"LUZIA COPPI MATHIAS",45
2012,1,"80616",11,"CLAUDINEI LOOS",55
2012,1,"80721",11,"BLASIO",13
2012,1,"80721",11,"GILBERTO GIORDANO",15
2012,1,"80810",11,"PEDRO UCZAI",13
2012,1,"80810",11,"ZE CARAMORI",55
2012,1,"80896",11,"MARCIO BURIGO",11
2012,1,"80896",11,"FABIO BREZOLA",13
2012,1,"80896",11,"RONALDO BENEDET",15
2012,1,"80896",11,"ROMANNA REMOR",15
2012,1,"80896",11,"CINTIA SANTOS",16
2012,1,"80896",11,"RODRIGO",21
2012,1,"80896",11,"AMERICO FARIA",25
2012,1,"80896",11,"SALVARO",45
2012,1,"80896",11,"ODELONDES",50
2012,2,"81051",11,"GEAN LOUREIRO",15
2012,1,"81051",11,"GEAN LOUREIRO",15
2012,1,"81051",11,"GILMAR SALGADO",16
2012,1,"81051",11,"ELSON PEREIRA",50
2012,1,"81051",11,"JANAINA DEITOS",54
2012,2,"81051",11,"CESAR SOUZA JUNIOR",55
2012,1,"81051",11,"CESAR SOUZA JUNIOR",55
2012,1,"81051",11,"ANGELA ALBINO",65
2012,1,"81159",11,"ROLF ROTHBARTH",11
2012,1,"81159",11,"MARCIO TINTE",15
2012,1,"81159",11,"DRA NIVIA",22
2012,1,"81159",11,"ZE CHAVES",55
2012,1,"81370",11,"MURIALDO",13
2012,1,"81370",11,"ZE ZANOLLI",55
2012,1,"81612",11,"JANDIR BELLINI",11
2012,1,"81612",11,"NIKOLAS REIS",13
2012,1,"81612",11,"DR DEODATO",45
2012,1,"81728",11,"VERA",15
2012,1,"81728",11,"DR BETO",43
2012,1,"81728",11,"EVANDRO SCAINI",55
2012,1,"81752",11,"DIETER",11
2012,1,"81752",11,"MOACIR BERTOLDI",22
2012,1,"81752",11,"CECILIA KONELL",55
2012,1,"81795",11,"CARLITO MERSS",13
2012,1,"81795",11,"UDO DOHLER",15
2012,2,"81795",11,"UDO DOHLER",15
2012,1,"81795",11,"TEBALDI",45
2012,1,"81795",11,"LEONEL CAMASAO",50
2012,2,"81795",11,"KENNEDY",55
2012,1,"81795",11,"KENNEDY",55
2012,1,"81833",11,"CORONEL DELLAJUSTINA",12
2012,1,"81833",11,"ELIZEU",15
2012,1,"81833",11,"CERON",55
2012,1,"82252",11,"GIAN",11
2012,1,"82252",11,"FERNANDO FARMACIA",14
2012,1,"82252",11,"SANDRA",15
2012,1,"82252",11,"GODOI",23
2012,1,"82279",11,"EVANDRO GAVA",11
2012,1,"82279",11,"MARCOS SPILERE",45
2012,1,"82333",11,"ARI LEONEL",15
2012,1,"82333",11,"IVON SOUZA",45
2012,1,"82333",11,"CAMILO MARTINS",55
2012,1,"83330",11,"GERALDINO CARDOSO",13
2012,1,"83330",11,"RAFAEL CALEFFI",15
2012,1,"83674",11,"OLAVIO FALCHETTI",13
2012,1,"83674",11,"EDINHO BEZ",15
2012,1,"83674",11,"STUPP",45
2012,1,"83674",11,"PEPE COLLACO",55
2012,1,"83879",11,"IDACIR ORSO",15
2012,1,"83879",11,"TINHO VICENZI",55
2012,1,"83909",11,"DECIO GOES",13
2012,1,"83909",11,"JAIRO",15
2012,1,"31054",11,"VERA LUCIA",16
2012,1,"31054",11,"ALMEIDA LIMA",23
2012,1,"31054",11,"JOAO ALVES",25
2012,1,"31054",11,"VALADARES FILHO",40
2012,1,"31054",11,"REYNALDO NUNES",43
2012,1,"31259",11,"EZEQUIEL",22
2012,1,"31259",11,"JOSEFA PAIXAO",40
2012,1,"31291",11,"ESMERALDA",13
2012,1,"31291",11,"PABLO PASSOS",17
2012,1,"31291",11,"VOLNEY LEITE",20
2012,1,"31836",11,"GERALDO FARMACIA",13
2012,1,"31836",11,"TONHAO",20
2012,1,"31836",11,"NENA",31
2012,1,"61263",11,"LILI AIMAR",43
2012,1,"61263",11,"ROQUE REFLET",45
2012,1,"61280",11,"DRA DEBORA",12
2012,1,"61280",11,"DR LAIRTON",22
2012,1,"61280",11,"ORLANDINI",25
2012,1,"61280",11,"KALED",27
2012,1,"61280",11,"CAIO MATHEUS",45
2012,1,"61425",11,"ANGELINO",13
2012,1,"61425",11,"CARLAO",15
2012,1,"61425",11,"SILVANO",25
2012,1,"61557",11,"CIDO PREFEITO",13
2012,1,"61557",11,"CINTI",36
2012,1,"61557",11,"DILADOR BORGES",45
2012,1,"61557",11,"PROF BOER",50
2012,1,"61638",11,"MARCIA LIA",13
2012,1,"61638",11,"MARCELO BARBIERI",15
2012,1,"61638",11,"JOSE EDUARDO VERMELHO",50
2012,1,"61638",11,"VALTER MERLOS",55
2012,1,"61891",11,"POIO NOVAES",15
2012,1,"61891",11,"ROGELIO BARCHETI",22
2012,1,"61891",11,"EDMUNDO NEGRAO",27
2012,1,"61891",11,"CACILDA MAOS FADA",31
2012,1,"61891",11,"JOSELYR SILVESTRE",40
2012,1,"61891",11,"MARIALVA BIAZON",45
2012,1,"62073",11,"HENRIQUE",13
2012,1,"62073",11,"ROSANA EDINHO",15
2012,1,"62073",11,"AFONSO POSTO",22
2012,1,"62138",11,"RONALDO PT",13
2012,1,"62138",11,"CARLOS ZICARDI",15
2012,1,"62138",11,"GIL ARANTES",25
2012,1,"62138",11,"NEO MARQUES",33
2012,1,"62138",11,"PROFESSOR JADIS",50
2012,1,"62197",11,"RODRIGO AGOSTINHO",15
2012,1,"62197",11,"PAULO SERGIO MARTINS",16
2012,1,"62197",11,"CHIARA",25
2012,1,"62197",11,"GAZZETTA",43
2012,1,"62316",11,"EVERALDO SILVA",13
2012,1,"62316",11,"PROF JARBAS",43
2012,1,"62316",11,"INHO",45
2012,1,"62316",11,"LUIS PASSOS",65
2012,1,"62510",11,"FERNAO DIAS",13
2012,1,"62510",11,"FRED ZENORINI",16
2012,1,"62510",11,"RENATO FRANGINI",25
2012,1,"62510",11,"GUSTAVO SARTORI",40
2012,1,"62510",11,"JOAO CARLOS CARVALHO",45
2012,1,"62910",11,"PEDRO SERAFIM",12
2012,2,"62910",11,"MARCIO POCHMANN",13
2012,1,"62910",11,"MARCIO POCHMANN",13
2012,1,"62910",11,"SILVIA FERRARO",16
2012,1,"62910",11,"DR CAMPOS",28
2012,1,"62910",11,"JONAS DONIZETTE",40
2012,2,"62910",11,"JONAS DONIZETTE",40
2012,1,"62910",11,"ROGERIO MENEZES",43
2012,1,"62910",11,"ARLEI MEDEIROS",50
2012,1,"63134",11,"SERGIO RIBEIRO",13
2012,1,"63134",11,"IRMAO ARAGAO",25
2012,1,"63134",11,"MARCOS NEVES",40
2012,1,"63134",11,"OSMAR NEGREIROS",50
2012,1,"63134",11,"DR JOAO PEREIRA",70
2012,1,"63231",11,"BETH SAHAO",13
2012,1,"63231",11,"DE FAZIO",33
2012,1,"63231",11,"GERALDO VINHOLI",45
2012,1,"63533",11,"ZE TONON",12
2012,1,"63533",11,"TON MARINO",14
2012,1,"63533",11,"VILSON LEONEL",15
2012,1,"63533",11,"EDIVALDO NERES",45
2012,1,"63576",11,"PIVATTO",13
2012,1,"63576",11,"DR, ANTONIO",15
2012,1,"63576",11,"WELLINGTON GIANNINI",50
2012,1,"63711",11,"MARCIA ROSA",13
2012,1,"63711",11,"ENGENHEIRO PEDRINHO SA",14
2012,1,"63711",11,"NEI SERRA",45
2012,1,"63711",11,"TONINHO ELETRICA",50
2012,1,"63770",11,"MARIO REALI",13
2012,2,"63770",11,"MARIO REALI",13
2012,1,"63770",11,"PROF IVANCI",16
2012,1,"63770",11,"VLADAO",21
2012,1,"63770",11,"BUIU PRACA",33
2012,1,"63770",11,"LAURO MICHELS",43
2012,2,"63770",11,"LAURO MICHELS",43
2012,1,"63770",11,"MARIDITE",45
2012,1,"64092",11,"CELIA",14
2012,1,"64092",11,"NELSON JORNAL",22
2012,1,"64092",11,"TINHO BORTOTTI",45
2012,1,"64254",11,"DELEGADA GRACIELA",11
2012,2,"64254",11,"DELEGADA GRACIELA",11
