"NOME_URNA_CANDIDATO","CODIGO_CARGO","SIGLA_UE","NUMERO_CANDIDATO","NUM_TURNO","ANO_ELEICAO"
"ADRIANO CAVALCANTI",11,"21490",25,1,2020
"CYBELE ROA",11,"23230",70,1,2020
"HERMANO MORAIS",11,"17612",40,1,2020
"FABIO MELLO",11,"63711",50,1,2020
"JUNIOR PEDRO",11,"28690",45,1,2020
"DR CURY",11,"70998",40,1,2020
"GUTO GOUVEA",11,"05576",22,1,2020
"JULIANO MARINHO",11,"85111",55,1,2020
"LEVI MERCEDINHA",11,"56146",12,1,2020
"CORONEL FERES",11,"81639",22,1,2020
"ALEX ARRAIS",11,"70572",36,1,2020
"DODA",11,"63711",90,1,2020
"CORONEL ALEXANDRE BILICA",11,"23418",17,1,2020
"TAMBUZINHO",11,"63096",10,1,2020
"DELEGADO NORMANDO",11,"17418",20,1,2020
"DR ADEMIR GUERREIRO",11,"92363",20,1,2020
"ALEXANDER BRASIL",11,"81051",28,1,2020
"GUTI",11,"64777",55,1,2020
"MAURICIO CAVALCANTI",11,"04308",15,1,2020
"CAYLA RODRIGUES",11,"18775",13,1,2020
"SOLDADO FLAVIO ALMEIDA",11,"48950",13,1,2020
"JEAN ABRANTES",11,"08796",17,1,2020
"KIMIO",11,"74187",22,1,2020
"CASALE",11,"70971",17,1,2020
"SILVINHO PEREIRA",11,"74357",51,1,2020
"ARNALDINHO LODETTI",11,"81370",15,1,2020
"SANTO ACOUGUE",11,"94358",25,1,2020
"JULIO LOSSIO FILHO",11,"25216",55,1,2020
"NILDO ALVES",11,"90131",45,1,2020
"ALEXANDRE NOGUEIRA",11,"58068",40,1,2020
"MANUCA ZE POVO",11,"24015",55,1,2020
"NEIDER MOREIRA",11,"46752",55,1,2020
"CMTE SERAFIM",11,"58408",55,1,2020
"JOANA D ARCK",11,"56235",13,1,2020
"TAMIRES PAVEGLIO",11,"86835",50,1,2020
"ALEXANDRE PETRONILO",11,"17779",15,1,2020
"SIMAO DADALT",11,"05894",23,1,2020
"CELIA TAVARES",11,"56251",13,1,2020
"PAULINHO",11,"92371",23,1,2020
"JEAN VETORASSO FILHO IVANETE",11,"64513",25,1,2020
"JUNIOR CAMINHONEIRO",11,"85111",50,1,2020
"VILENE SIQUEIRA",11,"07048",20,1,2020
"GILBERTO SA",11,"05835",36,1,2020
"HIGOR",11,"07617",40,1,2020
"MAURA JORGE",11,"08133",45,1,2020
"FERNANDO IPIRANGA",11,"08303",25,1,2020
"ZE OLIVEIRA",11,"91472",15,1,2020
"ROBERTO PAULINO",11,"20273",15,1,2020
"CELSO MORAIS",11,"95192",15,1,2020
"NIRA",11,"16810",22,1,2020
"SUED",11,"60011",35,1,2020
"MANDATA COLETIVA",11,"93343",50,1,2020
"PATRICIA ARANTES",11,"95796",25,1,2020
"VANDER MASSOM",11,"91855",45,1,2020
"BIL LUIZ JORNALISTA",11,"98310",17,1,2020
"CAPITAO ATALIBA",11,"62138",19,1,2020
"ARAUJINHO",11,"11592",13,1,2020
"SUELLEN ROSIM",11,"62197",51,1,2020
"DRA MARA",11,"21490",90,1,2020
"MINORU KINPARA",11,"01392",45,1,2020
"TONHO",11,"33596",12,1,2020
"FELIPE LINTZ",11,"67130",28,1,2020
"JOEL LUCAS",11,"50911",45,1,2020
"ALLYSON",11,"17590",77,1,2020
"VERDI",11,"54135",70,1,2020
"NATHAN MACENA",11,"02232",10,1,2020
"NENEM EDITE",11,"11037",55,1,2020
"VANDERLAN CARDOSO",11,"93734",55,1,2020
"SERGINHO",11,"41645",40,1,2020
"PROFESSOR JUNIOR GEO",11,"73440",90,1,2020
"WALLACE",11,"54038",50,1,2020
"ZE BONE",11,"63614",13,1,2020
"JOSE SANTOS",11,"93327",19,1,2020
"DR HELINHO",11,"89273",11,1,2020
"OTONIEL ANDRADE",11,"95591",14,1,2020
"RENAN DAMASCENO",11,"09490",14,1,2020
"ANTONIO RIBEIRO",11,"61778",43,1,2020
"ANINHA",11,"08990",12,1,2020
"SARGENTO FREITAS",11,"39438",20,1,2020
"CLAUDIO PAIVA",11,"56472",28,1,2020
"ROGERIO VINICIUS",11,"70971",27,1,2020
"PAULO HENRIQUE",11,"37214",13,1,2020
"DR KATO",11,"80470",65,1,2020
"NEURIVAN",11,"73326",17,1,2020
"ROGER AGUIAR",11,"14575",12,1,2020
"AMAZONINO MENDES",11,"02550",19,1,2020
"JOAQUIM MAIA",11,"95591",15,1,2020
"NEIDINHA",11,"10898",55,1,2020
"ALEX SAUDE",11,"36030",55,1,2020
"SERGIO",11,"31534",55,1,2020
"DR EVERALDO JUNIOR",11,"38733",12,1,2020
"JOSE HILARIO",11,"63711",36,1,2020
"CICAO",11,"16390",14,1,2020
"IOGO QUEIROZ",11,"17191",45,1,2020
"SIMONE SPONHOLZ",11,"79278",36,1,2020
"MARCOS SUCAO",11,"00175",51,1,2020
"DR WALTERBY",11,"08613",43,1,2020
"ANDERSON MARTINS",11,"94137",25,1,2020
"ZE GOMES",11,"28932",14,1,2020
"CARLOS NELSON",11,"67172",45,1,2020
"EDSON JUNIOR",11,"08893",15,1,2020
"TENORINHO MALTA",11,"27650",11,1,2020
"GELSON DILL",11,"04383",15,1,2020
"NERILDA PENNA",11,"74292",40,1,2020
"DR IZAIAS JUNIOR",11,"56235",45,1,2020
"EDUARDO JAPONES",11,"00132",43,1,2020
"GUILHERME DALL ORTO",11,"71498",51,1,2020
"VICTOR COELHO",11,"56235",40,1,2020
"CELSO RUSSOMANNO",11,"71072",10,1,2020
"TIAGO RODRIGUES CERVANTES",11,"65439",45,1,2020
"DR FRANCISCO MESQUITA",11,"14737",11,1,2020
"AUGUSTO",11,"02046",14,1,2020
"BEDA",11,"07293",50,1,2020
"JULIO PINA",11,"92703",28,1,2020
"ADONEI",11,"05851",25,1,2020
"JAIRO JORGE",11,"85898",55,1,2020
"LENILDO MORAIS",11,"21172",13,1,2020
"VANESSA DAMO",11,"66893",15,1,2020
"LISETE MARTH",11,"00272",43,1,2020
"CLECIO AZEVEDO",11,"16330",45,1,2020
"HUGO LATICINIO",11,"95451",70,1,2020
"EDMILSON RODRIGUES",11,"04278",50,1,2020
"GERALDO THADEU",11,"50350",10,1,2020
"SIMONE PEREIRA",11,"12190",55,1,2020
"BETHY FRANK",11,"75205",11,1,2020
"LEONARDO",11,"35955",45,1,2020
"MARCOS RIBEIRO",11,"47333",18,1,2020
"TONHAO",11,"80403",22,1,2020
"JUNINHO JUNIOR",11,"46833",10,1,2020
"NEUCIMAR FRAGA",11,"57037",55,1,2020
"PADRE ANTONIO ABENCOADO",11,"08168",77,1,2020
"VOVO CREZIA",11,"07544",65,1,2020
"DONISETE BRAGA",11,"66893",12,1,2020
"MANOEL GARIMPEIRO",11,"08036",35,1,2020
"PAULO CARVALHO",11,"04596",55,1,2020
"MAVIO SILVEIRA",11,"11037",13,1,2020
"ROBINHO NEVES",11,"50911",17,1,2020
"OTAVIO HENRIQUE",11,"28010",20,1,2020
"SARGENTO FRANCISCO",11,"34290",22,1,2020
"PROFESSOR RIBINHA",11,"10430",13,1,2020
"EDUARDO MACHADO",11,"05339",15,1,2020
"ANDRE JUNIOR",11,"16950",11,1,2020
"CARLIN LULA",11,"49417",13,1,2020
"POMPILIO",11,"40312",43,1,2020
"DANIEL VIEIRA",11,"08036",28,1,2020
"JOAO ANTUNES",11,"11770",14,1,2020
"PIERRE",11,"17558",20,1,2020
"BRUNO HOTEL DOIS GAUCHOS",11,"91138",55,1,2020
"BARROS",11,"68535",11,1,2020
"CORONEL HELIO OLIVEIRA",11,"17612",28,1,2020
"MIGUEL COELHO",11,"25216",15,1,2020
"BETO",11,"35513",12,1,2020
"SAMIA MOREIRA",11,"08990",15,1,2020
"BRUNO LAMAS",11,"56995",40,1,2020
"MARCIO LIMA",11,"28576",11,1,2020
"DR SANDRO",11,"07064",77,1,2020
"ODACY AMORIM",11,"25216",13,1,2020
"PROFESSOR MILTON",11,"18856",50,1,2020
"SERGINHO SOARES",11,"58238",12,1,2020
"MARCIO PACHECO",11,"74934",12,1,2020
"NETINHO",11,"12106",55,1,2020
"ELIZANE",11,"04464",15,1,2020
"BRAULIO ZE LOURENCO",11,"31577",33,1,2020
"MARIO TRINDADE",11,"32336",70,1,2020
"WILSON REZATO",11,"47333",40,1,2020
"DR ROBSON",11,"31275",10,1,2020
"EDU AVALLONE",11,"62197",10,1,2020
"PADRE FRANKLIN",11,"16896",13,1,2020
"DR CACULA COELHO",11,"08125",10,1,2020
"MARCELO RADIO CIDADE",11,"76295",22,1,2020
"DJALMA FURQUIM",11,"90190",12,1,2020
"MARCELO BLUMA",11,"90514",43,1,2020
"DINAIR VELOSO",11,"09377",40,1,2020
"MARCELO CRAVO",11,"34371",20,1,2020
"ALDEMES",11,"10197",11,1,2020
"TAIANNI SANTOS",11,"17230",11,1,2020
"FRANCISCO LEITE",11,"23230",17,1,2020
"HEITOR TOMMASINI",11,"69795",36,1,2020
"KLEISON TEIXEIRA",11,"91510",50,1,2020
"EMANUEL",11,"34070",13,1,2020
"SERGIO ALBA",11,"62197",77,1,2020
"SARGENTO NELSON",11,"96636",77,1,2020
"RODRIGO ANDRADE",11,"61263",90,1,2020
"MARCIO BATISTA",11,"61778",40,1,2020
"DARCI CARDOSO",11,"46973",19,1,2020
"FRANKLIN LEITE",11,"39071",25,1,2020
"HUGO BAIANO",11,"35815",12,1,2020
"MAIRA VILAR",11,"24570",12,1,2020
"MARCINHO HAKUNA",11,"46752",17,1,2020
"PROFESSOR RONALDO",11,"71838",50,1,2020
"NINHO",11,"56391",23,1,2020
"BENEDITO PASSOS",11,"34070",22,1,2020
"FRANCISCO NETO",11,"08494",17,1,2020
"JUSSARA MENICUCCI",11,"47635",40,1,2020
"JORGINHO",11,"18775",45,1,2020
"GIN DOUTOR EDMAR",11,"17353",22,1,2020
"MARCIO SANTIAGO",11,"08222",22,1,2020
"RAFFIE DELLON",11,"23817",55,1,2020
"RAFAEL DINIZ",11,"58190",23,1,2020
"PROF CARLOS EUGENIO",11,"50911",40,1,2020
"EDSON MAGALHAES",11,"28592",23,1,2020
"RODRIGO MAIA",11,"49573",19,1,2020
"ALUISINHO",11,"07773",14,1,2020
"HELIO BAIRROS",11,"81051",51,1,2020
"CIDAO PROS",11,"00396",90,1,2020
"FABIO MILHAO",11,"04383",10,1,2020
"SACI",11,"91596",11,1,2020
"FORTUNATI",11,"88013",14,1,2020
"PROFESSORA LUCELIA",11,"61280",13,1,2020
"FERNANDO FRANCISCHINI",11,"75353",17,1,2020
"TENENTE MARCO ANTONIO",11,"46833",17,1,2020
"MARCOS BRUNATO",11,"83674",45,1,2020
"PROFESSORA SOCORRO",11,"09377",15,1,2020
"MARIA PENHA",11,"54135",50,1,2020
"SANDRO BUSSOLA",11,"62197",55,1,2020
"IVAN BASTOS",11,"56251",15,1,2020
"PROFESSOR EDMILSON",11,"64297",50,1,2020
"BOVO",11,"76910",19,1,2020
"DIEGO DANTAS",11,"17973",55,1,2020
"IRMA PAULA",11,"21130",55,1,2020
"ANDERSON ZE CANAS",11,"31453",15,1,2020
"STALIN BUCAR",11,"94633",14,1,2020
"ZE CABELO",11,"91413",45,1,2020
"BALTASAR ROSA",11,"62138",13,1,2020
"GLEYBSON MARTINS",11,"23779",19,1,2020
"ZE MANGUEIRA",11,"22373",14,1,2020
"DUDY",11,"35815",55,1,2020
"LUIZ CARLOS BUSATO",11,"85898",14,1,2020
"PROF BROGIAN",11,"74357",36,1,2020
"NININHO",11,"25070",40,1,2020
"REGINALDA",11,"09334",55,1,2020
"MARIO MOREIRA",11,"05673",20,1,2020
"SERGINHO",11,"18651",45,1,2020
"FRANCISCO PAZ",11,"16438",12,1,2020
"DEBORAH RUBIANA",11,"50911",77,1,2020
"BACELAR",11,"38490",19,1,2020
"PROFESSORA SAMARA",11,"75353",16,1,2020
"MARCOS MICHELS",11,"63770",40,1,2020
"DALVA ZE BALERA",11,"73091",10,1,2020
"GILVAN RAMOS",11,"00078",15,1,2020
"MESTRE TAROBA CAPOEIRA",11,"70793",70,1,2020
"DUARTE NOGUEIRA",11,"69698",45,1,2020
"ALVIMAR MARTINS",11,"11576",11,1,2020
"MAX SAO GERALDO",11,"05231",15,1,2020
"GENECI GONCALVES",11,"00035",16,1,2020
"DONA MARIA",11,"73474",25,1,2020
"JOAO CORREDOR",11,"49611",13,1,2020
"NECO PAGLIOSA",11,"90530",45,1,2020
"AUREA CAROLINA",11,"41238",50,1,2020
"ASTROGILDO FARMACIA",11,"31259",19,1,2020
"PROF ARNALDO RODRIGUES",11,"07579",50,1,2020
"ALEXANDRE BANANA",11,"46337",13,1,2020
"TIAGO DIAS",11,"36510",65,1,2020
"RODRIGO FERNANDO KOWASKI",11,"77917",28,1,2020
"AMAURI CAVALCANTE",11,"15679",17,1,2020
"DR JUNIOR CHAGAS",11,"32077",10,1,2020
"PROFESSOR RAFAEL GUILHERME",11,"75043",11,1,2020
"PROFESSOR FRANCISCO",11,"93327",13,1,2020
"DR TIAGO ALMEIDA",11,"17779",45,1,2020
"EVANDRO MASSING",11,"87777",13,1,2020
"MARQUIM MOTA",11,"12211",22,1,2020
"JOSE BARACHO",11,"19313",13,1,2020
"CLEIDE GULAS",11,"95451",25,1,2020
"DR JUAREZ",11,"48950",77,1,2020
"SAULO BELISARIO",11,"56332",55,1,2020
"SUZANA RAMOS",11,"36692",45,1,2020
"DR WESLEY MEDEIROS",11,"96474",51,1,2020
"EDIVAL SILVA",11,"17434",77,1,2020
"JUCILEIDE",11,"00787",43,1,2020
"TED WILSON",11,"00035",28,1,2020
"SOCORRO NERI",11,"01392",40,1,2020
"CLAUDIA SILVA",11,"08370",22,1,2020
"PAULO PAULADA",11,"05592",36,1,2020
"BETO TOURINHO",11,"35157",40,1,2020
"PALEARI",11,"55000",25,1,2020
"JOAO ALMEIDA",11,"20516",77,1,2020
"MARINHO",11,"00396",43,1,2020
"MANOEL PORTELA",11,"10170",14,1,2020
"EMANUEL RIBEIRO",11,"46752",10,1,2020
"RAFAEL SIMOES",11,"50490",25,1,2020
"VALDIR PIGNATA",11,"76910",23,1,2020
"VIRGINIA BALDAN",11,"72370",50,1,2020
"DR RICARDO",11,"34550",11,1,2020
"FABIO LOUZADA",11,"57053",15,1,2020
"PROFESSOR GUILHERME",11,"80551",51,1,2020
"RODRIGUINHO SHOPCAR",11,"95451",51,1,2020
"DAVID ABRANTES",11,"16098",65,1,2020
"BAHIANO",11,"38555",90,1,2020
"JOSE NILTON INTERNET",11,"90905",17,1,2020
"WILLIAN ZANOLLI",11,"67792",13,1,2020
"LUZIA NORILER",11,"75833",51,1,2020
"JULIO LEAL",11,"62138",33,1,2020
"GILSON FUNERARIA",11,"01538",77,1,2020
"MARCIO LUIS",11,"95559",15,1,2020
"CIDA TOMAZINI",11,"95451",19,1,2020
"ALEX FABIANO",11,"04464",20,1,2020
"PATROCINIO",11,"04804",45,1,2020
"RUBEN",11,"25038",40,1,2020
"ZE AUGUSTO",11,"95273",25,1,2020
"LEONARDO GADELHA",11,"22250",20,1,2020
"EDUARDO LUCAS",11,"47333",27,1,2020
"ROQUE",11,"00809",13,1,2020
"EDSON FOSSE BODINHO",11,"56618",10,1,2020
"JUNIOR JUNIOR",11,"92029",25,1,2020
"ERIVALDO MANDU",11,"27995",14,1,2020
"ROBERT FREITAS",11,"11096",15,1,2020
"CORONEL BELELI",11,"92894",17,1,2020
"FERNANDA CAVALCANTI",11,"28690",15,1,2020
"ROMULO PAULISTA",11,"17434",17,1,2020
"HELENA HERMANY",11,"88390",11,1,2020
"MACARRAO",11,"04022",15,1,2020
"TARCIO DUTRA",11,"96075",11,1,2020
"GRACINHA",11,"65099",55,1,2020
"JOSE BONIFACIO",11,"58130",12,1,2020
"THIAGO SANTOS",11,"25313",80,1,2020
"POLIANA FE",11,"65439",50,1,2020
"PROFESSORA EDNA",11,"94455",19,1,2020
"ANTONIO SILVA",11,"12521",65,1,2020
"SANDRINHO PALMEIRA",11,"23019",40,1,2020
"GABRIEL TENORIO",11,"08311",11,1,2020
"FERNANDO MIRANDA",11,"10430",17,1,2020
"JONAS SOUZA",11,"80403",15,1,2020
"MARIOZAM",11,"95877",17,1,2020
"MARIO BOTION",11,"66397",55,1,2020
"MARCONE AMARAL",11,"36110",55,1,2020
"JERRY ADRIANE",11,"46752",50,1,2020
"DR SADINOEL",11,"58378",11,1,2020
"PAULINHO ENFERMEIRO",11,"12610",11,1,2020
"MAZINHO",11,"57053",55,1,2020
"JULIANO ROSO",11,"87858",65,1,2020
"LULU",11,"37214",55,1,2020
"JUIZ JOAO",11,"66893",55,1,2020
"ZULU",11,"41335",21,1,2020
"MARCO SUKITA",11,"77453",43,1,2020
"DR ROBERT GOMES",11,"38733",36,1,2020
"PAULO FIN",11,"75817",10,1,2020
"ENELVO FELINI",11,"91570",45,1,2020
"ERI CAMPOS",11,"65811",22,1,2020
"PROFESSORA NATALIA",11,"58190",50,1,2020
"ELIAS",11,"23574",15,1,2020
"OSVALDO BONFIM",11,"12726",13,1,2020
"ROGERIO RODRIGUES",11,"43850",55,1,2020
"MARCELO GOMES",11,"70718",28,1,2020
"MILTON",11,"33170",19,1,2020
"DOUGLAS MELO",11,"53430",15,1,2020
"ANTONIO DOIDO",11,"05517",22,1,2020
"CORONEL FERRARI",11,"56472",55,1,2020
"RENATA NUNES",11,"56294",22,1,2020
"GIANFRANCO",11,"06050",16,1,2020
"HENRIQUE FARMACIA",11,"75078",17,1,2020
"DELEGADO SERGIO LEOCADIO",11,"17612",17,1,2020
"JUNYNHO MARTINS",11,"50911",25,1,2020
"JUNIOR SUPER",11,"04707",45,1,2020
"LUIZA COUTINHO",11,"07528",55,1,2020
"ASSIS HOSPITAL",11,"18856",11,1,2020
"LEONARDO BARROS",11,"21253",12,1,2020
"RAFAEL WANDERLEY",11,"23817",80,1,2020
"DANIELA CAVALCANTE",11,"28495",10,1,2020
"SUETONIO",11,"10502",55,1,2020
"PADRE",11,"28916",77,1,2020
"WILTON PATRIOTA",11,"07889",51,1,2020
"ELEARDO BRASIL",11,"56359",40,1,2020
"ERICA GORGA",11,"68756",51,1,2020
"MARCIANO COURO",11,"28592",45,1,2020
"JOAO VITOR XAVIER",11,"41238",23,1,2020
"EDUARDO RADIO",11,"50490",13,1,2020
"XIXICO",11,"08303",36,1,2020
"PROFESSOR ADEMILSON",11,"73326",19,1,2020
"TOTI",11,"54259",40,1,2020
"DRA ROSELIS",11,"07110",11,1,2020
"ELDA SOARES",11,"08222",17,1,2020
"LINCOLN SAGGIN",11,"91634",22,1,2020
"NATHIZAEL",11,"15377",13,1,2020
"OSNEI",11,"77917",25,1,2020
"PEDRO TOURINHO",11,"62910",13,1,2020
"JOSE EUGENIO SAYEGH",11,"58238",28,1,2020
"DR AQUILES",11,"49573",70,1,2020
"PARAGUACU VERAS",11,"08737",55,1,2020
"PEBA",11,"36277",11,1,2020
"PEDRO SA",11,"63711",14,1,2020
"ROBERIO RIBEIRO",11,"18856",17,1,2020
"EDER",11,"66095",45,1,2020
"ROBERTO DUARTE",11,"01392",15,1,2020
"JEAN CARLOS",11,"04707",19,1,2020
"LORENA",11,"20958",22,1,2020
"TACIANE FERRO",11,"27111",55,1,2020
"JEAN CARLO",11,"94374",19,1,2020
"MARDEN JUNIOR",11,"96253",51,1,2020
"JACINTA",11,"08010",17,1,2020
"DR LINDOSO",11,"67890",10,1,2020
"PROF FERNANDO OLIVEIRA",11,"58130",80,1,2020
"CHARBEL",11,"25313",30,1,2020
"ARIELTON CONTADOR",11,"04804",40,1,2020
"MARCOS LANDO",11,"86371",12,1,2020
"LUCIANO STROPPA",11,"69051",45,1,2020
"JOAO BATISTA JB",11,"93793",90,1,2020
"DAVI CARDOSO",11,"30872",43,1,2020
"CONSTANTINO CASTRO",11,"07579",14,1,2020
"NANCY THAME",11,"68756",43,1,2020
"CHICO PRETO",11,"02550",27,1,2020
"IZIDORIO",11,"95532",77,1,2020
"CARLOS DU",11,"41114",15,1,2020
"BIA BIANCARDI",11,"56251",35,1,2020
"GERVASIO SANTOS",11,"12190",16,1,2020
"JUNIOR ESPERANCA",11,"09091",10,1,2020
"ADAO NUNES",11,"07315",17,1,2020
"ENOQUE MOTA",11,"08591",14,1,2020
"LEANDRO CARAMALAC",11,"91596",14,1,2020
"CLEBER RODRIGUES",11,"51551",50,1,2020
"ALEX BRASIL",11,"16950",15,1,2020
"MARCIO PAIXAO",11,"66397",11,1,2020
"DR GUSTAVO",11,"16039",22,1,2020
"DR KATIA",11,"27391",23,1,2020
"DOMINGUINHOS",11,"31410",13,1,2020
"AMARILIO ANDRADE",11,"41114",55,1,2020
"DR DONIZETTI",11,"50490",19,1,2020
"HELIO PELUFFO FILHO",11,"91316",45,1,2020
"THIAGO FERNANDES",11,"54038",17,1,2020
"MELEM",11,"05576",10,1,2020
"JUNIOR TAVIAN",11,"74993",55,1,2020
"PEDRO FILHO",11,"11355",17,1,2020
"GENIVAL",11,"38733",45,1,2020
"REGINALDO",11,"92231",20,1,2020
"BARBOSA NETO",11,"76678",12,1,2020
"EVANDRO BEHR",11,"88412",23,1,2020
"ANDRE TECCHIO",11,"75833",27,1,2020
"JUMAR ALVES RODRIGUES",11,"91863",55,1,2020
"CRISTIANO ROMAO",11,"23574",21,1,2020
"LUCILIA GOULART",11,"61280",22,1,2020
"SIMEA FREITAS",11,"54011",16,1,2020
"AGENOR TEIXEIRA",11,"58394",36,1,2020
"PAULO SILVA",11,"67172",12,1,2020
"NICINHO",11,"75574",17,1,2020
"PATRICIA AGUIAR",11,"15679",55,1,2020
"ZE OSMAR",11,"12211",13,1,2020
"MARCIO FRANCA",11,"71072",40,1,2020
"OLIMPIO ROCHA",11,"19810",50,1,2020
"PADRE PAULO",11,"07471",45,1,2020
"JOAO GUALBERTO",11,"37214",45,1,2020
"TOQUINHO",11,"93718",65,1,2020
"MARIO ROGERIO",11,"12190",23,1,2020
"SAVIO GALERIA",11,"27472",45,1,2020
"JANIO NATAL",11,"38075",22,1,2020
"MARCOS LOBO",11,"39390",12,1,2020
"DR EUDES",11,"26190",22,1,2020
"MARCOS CHAVES",11,"14575",13,1,2020
"ITAMAR",11,"40312",51,1,2020
"JEAN NEDER",11,"02410",10,1,2020
"DRA MARY",11,"12238",43,1,2020
"GIOVANI",11,"64750",18,1,2020
"DR JUNIOR",11,"21253",77,1,2020
"MARCELO BATISTA",11,"05452",13,1,2020
"DR THIAGO",11,"31917",55,1,2020
"SUKA",11,"39438",40,1,2020
"KAYRO CASTRO",11,"28355",12,1,2020
"MOACYR",11,"39535",25,1,2020
"MAGAIVER",11,"64750",19,1,2020
"JULIO FLORES",11,"88013",16,1,2020
"CACIQUE MARQUINHOS",11,"25178",10,1,2020
"THIAGO ANDRADE",11,"70718",65,1,2020
"VALDIRENE ALVES",11,"56812",70,1,2020
"BEDA",11,"39438",15,1,2020
"EUGENIO CARNEIRO",11,"73229",90,1,2020
"PROFESSOR ADRIANO",11,"27898",18,1,2020
"DR ADILSON",11,"90352",55,1,2020
"ZE BONI",11,"75353",36,1,2020
"JOAO ALFREDO",11,"92770",11,1,2020
"PEDRO FERNANDES",11,"95559",11,1,2020
"TONINHO CONTADOR",11,"50431",90,1,2020
"MONICA",11,"19402",23,1,2020
"RINALDO CHAVEIRO",11,"34134",27,1,2020
"GEAN",11,"81051",25,1,2020
"MATEUS SILVA",11,"63118",45,1,2020
"WESLEY",11,"79650",43,1,2020
"JUNINHO ALVES",11,"16454",45,1,2020
"BRENO",11,"36692",50,1,2020
"CAMILO BORNIA",11,"85898",30,1,2020
"JUNIOR BALADA",11,"17957",25,1,2020
"LUIZ CARLOS",11,"70998",36,1,2020
"PINA",11,"04650",13,1,2020
"BISMARCK MAIA",11,"13218",14,1,2020
"DELMIRO CANO",11,"96717",19,1,2020
"MAMOUD AMED",11,"02410",70,1,2020
"CORONEL FEITOSA",11,"25313",20,1,2020
"AILTON MAISTRO",11,"78255",17,1,2020
"JOSE NATAN",11,"90190",19,1,2020
"MARCOS QUEIROZ FERA",11,"17434",50,1,2020
"CE",11,"38865",90,1,2020
"ADRIANO ANDRADE",11,"07889",19,1,2020
"PEDRO FARMACIA",11,"79650",15,1,2020
"JOAO CARRILHO",11,"58408",28,1,2020
"FABIANO VICENTE ELIAS",11,"77453",23,1,2020
"PINHEIRO",11,"96075",15,1,2020
"DELEGADO HELI GRILO",11,"54011",17,1,2020
"JULIO KAIKAN",11,"61778",90,1,2020
"DR VALTER SUMAN",11,"64750",40,1,2020
"ROMARIO",11,"56596",11,1,2020
"AURELIO HERCULES",11,"72338",17,1,2020
"DR CLAUDIO",11,"37354",17,1,2020
"ALYSSON LIMA",11,"93734",77,1,2020
"MARCELO SOUZA E SILVA",11,"41238",51,1,2020
"RAONI",11,"20516",25,1,2020
"MARCIO POVO",11,"04405",40,1,2020
"ORESTES TAMBOLIN",11,"66354",45,1,2020
"SAULO CALAZANS",11,"53430",18,1,2020
"DOUTOR WELLINGTON",11,"43710",10,1,2020
"LEANDRO PEREIRA",11,"03085",77,1,2020
"CARLOS PAZ",11,"70718",70,1,2020
"KAIO LIMA",11,"68535",10,1,2020
"LUCIANO GENESIO",11,"08699",11,1,2020
"PROF VALTER BATISTA",11,"64750",50,1,2020
"DR CLEOMAR JUNIOR",11,"94633",20,1,2020
"SENADOR JEAN",11,"17612",13,1,2020
"ADALFRANK O NEGAO",11,"02518",45,1,2020
"DORGIVAL SALES",11,"23574",29,1,2020
"DE PICOLE",11,"23795",27,1,2020
"DR ANDRE",11,"19658",12,1,2020
"ROBERTA NEGO",11,"94374",90,1,2020
"WAGNER VILLELA",11,"93572",40,1,2020
"SUELY VILELA",11,"69698",40,1,2020
"MARCIO PASSOS",11,"95613",19,1,2020
"JOAO BOSCO",11,"70998",65,1,2020
"DR ALDEAO",11,"08508",17,1,2020
"JAIMINHO",11,"56200",40,1,2020
"WESLEY TORRES",11,"91855",15,1,2020
"DEO",11,"27715",14,1,2020
"DIVINO REGIONAL",11,"95737",28,1,2020
"DR GILSON",11,"31950",50,1,2020
"DENYSE DONA TELMA",11,"28215",40,1,2020
"RUI FILHO",11,"07196",14,1,2020
"VAVA MARTINS",11,"04278",10,1,2020
"MARCELO MENARIM",11,"74950",55,1,2020
"RICARDO BARBOSA",11,"27855",13,1,2020
"VALDIR LEMES",11,"04421",55,1,2020
"JASPER SOL",11,"69213",50,1,2020
"JONSON",11,"00230",11,1,2020
"VINO",11,"32212",25,1,2020
"PROFESSOR NARCISO GENUINO",11,"17655",50,1,2020
"DR MOACIR",11,"05711",22,1,2020
"NINHA",11,"92975",12,1,2020
"EBINHO",11,"56995",65,1,2020
"IVAM SILVA",11,"91596",51,1,2020
"MAJOR DIEGO MELO",11,"12190",51,1,2020
"FRANCISCO COSTA",11,"07889",13,1,2020
"OLIVIO",11,"41017",40,1,2020
"ZE AILTON",11,"31097",22,1,2020
"VERIDIANO ALMIR",11,"27510",15,1,2020
"DOUTOR HAROLDO",11,"07668",27,1,2020
"GABRIEL JATOBA",11,"28550",20,1,2020
"CECI ROCHA",11,"27073",20,1,2020
"ARTHUR VAL",11,"71072",51,1,2020
"NILVINHA",11,"35637",55,1,2020
"DIVINO PAPELARIA",11,"94730",36,1,2020
"ZE OSNI",11,"39411",36,1,2020
"MANOEL BARBOSA",11,"93998",50,1,2020
"PASTOR SEVERINO",11,"24570",27,1,2020
"RAMON BARROS",11,"07358",65,1,2020
"JOSE OTAVIO GERMANO",11,"85596",11,1,2020
"CLAUDINHO MOTA",11,"42099",77,1,2020
"PROFESSOR BALDE",11,"62138",50,1,2020
"CESAR LIMA",11,"65439",51,1,2020
"LUDMILA COZAC",11,"93971",15,1,2020
