"NOME_URNA_CANDIDATO","CODIGO_CARGO","SIGLA_UE","NUMERO_CANDIDATO","NUM_TURNO","ANO_ELEICAO"
"PROFESSOR EDILSON",11,"54038",65,1,2020
"LUIZIANNE LINS",11,"13897",13,1,2020
"PATRICIA BECK",11,"87718",11,1,2020
"ALMIR PT",11,"26050",13,1,2020
"ADELMO MOURA",11,"24538",40,1,2020
"FLORIN",11,"38679",10,1,2020
"CIDA NEGRIS",11,"56979",43,1,2020
"MARIA LUIZA",11,"27774",11,1,2020
"PROFESSOR SILVANO",11,"93300",13,1,2020
"JOSE UILTON",11,"95559",13,1,2020
"VANAZZI",11,"88773",13,1,2020
"PROFESSOR FRANKLIN",11,"09210",50,1,2020
"SAVIO",11,"26174",14,1,2020
"DAMINA PEREIRA",11,"47635",19,1,2020
"VALMIR",11,"05835",55,1,2020
"ISOMAR BARROS",11,"05010",65,1,2020
"VAZIM",11,"34819",13,1,2020
"DARCI LERMEN",11,"05835",15,1,2020
"SIVALDO ALBINO",11,"24198",40,1,2020
"SAMARONNE",11,"11533",55,1,2020
"SUBTENENTE VALDELAN",11,"96717",17,1,2020
"DR GILMAR",11,"46973",70,1,2020
"DR JEAN CINTRA",11,"94897",90,1,2020
"SAMUEL COSTA",11,"00035",65,1,2020
"ALAN ROCHA",11,"38954",25,1,2020
"ROMERIO GUIMARAES",11,"25712",11,1,2020
"JACKSON SOUZA",11,"16144",10,1,2020
"PAULA",11,"08494",65,1,2020
"MARQUINHO SUS",11,"40312",15,1,2020
"CIRO ROZA",11,"80551",19,1,2020
"OVARCI VILELA",11,"96717",25,1,2020
"DIMAS",11,"86835",55,1,2020
"VALMIRA MIRANDA",11,"07676",10,1,2020
"ARY ARRAES",11,"95192",11,1,2020
"GILBERTINHO CAMPOS",11,"57053",50,1,2020
"ILDON MARQUES",11,"08036",11,1,2020
"JUNIOR CARRO VEIO",11,"27693",15,1,2020
"MANOEL CHE",11,"34070",77,1,2020
"LUCIANO",11,"17353",10,1,2020
"DOUTOR HERALDO LEMOS",11,"56251",65,1,2020
"KEDSON ARAUJO",11,"02046",11,1,2020
"NEMEDIO",11,"25437",70,1,2020
"ZE QUINCA",11,"05339",22,1,2020
"ROGERIO CAVALIN",11,"65811",15,1,2020
"GALO CEGO",11,"38318",50,1,2020
"LAISE DOUTOR NILTON",11,"07137",22,1,2020
"VICTOR OLIVEIRA",11,"25771",22,1,2020
"CRIS FORSSELL",11,"65439",19,1,2020
"IVONE PINHO",11,"08125",22,1,2020
"ANTONIO NETO",11,"21270",14,1,2020
"GILMA BARROS",11,"07536",25,1,2020
"JOAZ",11,"16713",51,1,2020
"SARGENTO ELTON",11,"44458",51,1,2020
"WANDERSON BUENO",11,"57010",19,1,2020
"CARLINHOS MANGAO",11,"93327",22,1,2020
"CARLOS MORAES",11,"74934",70,1,2020
"PROF JERRIMAR CASTRO",11,"02232",12,1,2020
"WELLISON",11,"16438",11,1,2020
"FREDSON",11,"56472",22,1,2020
"LAPINHA",11,"10502",11,1,2020
"CHICO CAERN",11,"16390",43,1,2020
"ALEXIS PEDRAO",11,"31054",50,1,2020
"RODRIGO MINOTTO",11,"80896",12,1,2020
"CELSO HENRIQUE CH",11,"99058",12,1,2020
"JUNIOR SANTOS ROSA",11,"76678",10,1,2020
"RICARDO MURAD",11,"07692",45,1,2020
"ZECA BRAGA",11,"37990",55,1,2020
"FABIO MACEDO",11,"12122",11,1,2020
"GILTON TONHO GILENO",11,"31151",17,1,2020
"PROFESSORA SIRLEI",11,"89273",40,1,2020
"RONALDO MAGALHAES",11,"46337",14,1,2020
"THIANCLE",11,"34452",55,1,2020
"BETO CHICO",11,"20001",25,1,2020
"LIONEZ MARIA MAINO",11,"77011",27,1,2020
"EILSON MAFRA",11,"17272",10,1,2020
"SAUD",11,"71838",15,1,2020
"PAULO BARRUDADA",11,"05355",17,1,2020
"JOSEMAR INTERNET",11,"95214",17,1,2020
"HELENA RODRIGUES",11,"39098",70,1,2020
"ALFREDO GASPAR MENDONCA",11,"27855",15,1,2020
"BELO VILAS",11,"08893",10,1,2020
"DOUTOR HUDSON",11,"57037",10,1,2020
"MARCELO BORGES",11,"05673",55,1,2020
"ANGELO DUARTE",11,"62090",14,1,2020
"CLIO VENTURIM",11,"56774",15,1,2020
"ROMAN",11,"74934",51,1,2020
"KAKA SENA",11,"05231",22,1,2020
"GUSTAVO SEBBA",11,"93017",45,1,2020
"ROGERIO PARADA",11,"62910",28,1,2020
"MARCELO PE",11,"90174",25,1,2020
"KLEWERTON SIQUEIRA",11,"31950",13,1,2020
"JOAO HENRIQUE",11,"90514",22,1,2020
"ABDON PIRES",11,"02046",36,1,2020
"NARDYELLO ROCHA",11,"46256",23,1,2020
"ZEQUINHA",11,"05053",13,1,2020
"ISOLDA DANTAS",11,"17590",13,1,2020
"DR LEONARDO SA",11,"08699",22,1,2020
"CORONEL ADRIANA",11,"68756",17,1,2020
"CRISTIANO SERRA",11,"34630",77,1,2020
"TONINHO BEDAS",11,"90905",90,1,2020
"DR ALCIDES",11,"66290",55,1,2020
"LUCAS SCARAMUSSA",11,"56634",27,1,2020
"SIDNEY VIEIRA",11,"27839",14,1,2020
"GISELA SIMONA",11,"90670",90,1,2020
"NENEM BATATA",11,"23990",20,1,2020
"ROMEU",11,"73091",77,1,2020
"SARGENTO EYDER BRASIL",11,"00035",17,1,2020
"NEWTON CAVALCANTE",11,"08974",25,1,2020
"JOAQUIM BARRETTO",11,"24570",35,1,2020
"GOIANINHO MOTO PECAS",11,"05339",11,1,2020
"DR ARTUR",11,"69337",45,1,2020
"DAVID ALMEIDA",11,"02550",70,1,2020
"PAULO SERRA",11,"70572",45,1,2020
"ADRIANO RIBEIRO",11,"96997",25,1,2020
"VIOLA",11,"38555",40,1,2020
"ALDO POPULAR",11,"28495",15,1,2020
"BAIANO SEMENTE",11,"07625",22,1,2020
"CHEPA RIBEIRO",11,"38822",11,1,2020
"RODRIGO GURGEL",11,"58130",17,1,2020
"WAGNER FREITAS",11,"64777",14,1,2020
"LINOBERG",11,"03018",18,1,2020
"DELEGADA TERESINHA",11,"62910",14,1,2020
"DEDE MARINHO",11,"10197",55,1,2020
"IRMA TO",11,"28550",18,1,2020
"PROFESSOR CARLOS ZANCHI",11,"74322",13,1,2020
"ALFREDO HOLANDA",11,"11096",55,1,2020
"NETINHO BARROSO",11,"07048",22,1,2020
"VALDECIR BAGATTOLI",11,"00809",51,1,2020
"PARAIBA",11,"07080",55,1,2020
"ANTONIO JULIO",11,"49417",15,1,2020
"JULINHO LIMA",11,"77453",51,1,2020
"NELSON FIO",11,"62197",36,1,2020
"ALAN BARBIERO",11,"73440",19,1,2020
"ALAN GUEDES",11,"90735",11,1,2020
"RAPHAEL FURTADO",11,"57053",16,1,2020
"NELIO AMORIM",11,"04472",20,1,2020
"HERZEM GUSMAO",11,"39659",15,1,2020
"PARASSU",11,"91057",15,1,2020
"MARIANA CARVALHO",11,"08036",20,1,2020
"CORO",11,"42870",13,1,2020
"ANA SAGARIO",11,"58394",17,1,2020
"EDUARDA CARDOSO",11,"18775",77,1,2020
"PROFESSOR CELIO",11,"88773",50,1,2020
"QUEIROZ",11,"96474",17,1,2020
"PR ISAMAR",11,"03018",19,1,2020
"RONI IRMAOZINHO",11,"00779",12,1,2020
"CARLOS MEDEIROS",11,"35157",30,1,2020
"CAPITAO SOUZA",11,"71838",28,1,2020
"LUIZ BINOTTI",11,"90603",55,1,2020
"VIRGINIA",11,"10685",11,1,2020
"PEDROSO",11,"87718",90,1,2020
"DANIEL ALVES",11,"24570",15,1,2020
"ANCHIETA PATRIOTA",11,"23779",40,1,2020
"JUNIOR FRANCO",11,"61654",25,1,2020
"ARTHUR BISPO",11,"87858",16,1,2020
"ORIVALDO BATERIA",11,"05436",22,1,2020
"DR LUCAS SANTA MONICA",11,"93343",19,1,2020
"BETO LUNITTI",11,"79278",15,1,2020
"CELI REGINA",11,"70971",13,1,2020
"TIRRI",11,"23639",10,1,2020
"JOSE ARIMATEIA",11,"35157",10,1,2020
"LIDIANE",11,"16225",45,1,2020
"ARIANA CAVALCANTI",11,"28479",10,1,2020
"CABO ANDERSON PROERD",11,"68535",51,1,2020
"CAUA MARTINS",11,"61263",14,1,2020
"MELK DAVID",11,"36331",19,1,2020
"BATISTA BUGNO",11,"75094",19,1,2020
"ARI VEQUI",11,"80551",15,1,2020
"JEFFERSON RODRIGUES",11,"28452",14,1,2020
"PEDRO GONCALVES",11,"93718",15,1,2020
"JUNIOR LEITE",11,"02615",20,1,2020
"DRA LIA BARROSO",11,"38733",77,1,2020
"DR ANIBAL DARIO",11,"80896",15,1,2020
"MAGNO ARAUJO",11,"32476",43,1,2020
"BRUNO GANEM",11,"65110",19,1,2020
"JOSUE MARINHO",11,"34134",43,1,2020
"BILI",11,"71218",14,1,2020
"DR RAFAEL CAMARGO",11,"66397",15,1,2020
"SARGENTO LOBO",11,"70572",51,1,2020
"EDUARDO PAES",11,"60011",25,1,2020
"DR ZE LIMA",11,"90190",11,1,2020
"SALVADOR KHURIYEH",11,"71838",13,1,2020
"RAFA ZIMBALDI",11,"62910",22,1,2020
"TIAGO AMARAL",11,"76678",40,1,2020
"DEDE ADELIA",11,"64750",25,1,2020
"AMAURI MAZZUCATTO",11,"91073",20,1,2020
"MARCOS GUERRA",11,"57134",23,1,2020
"PROFESSOR BARTOLOMEU",11,"08508",10,1,2020
"CAIO MATHEUS",11,"61280",45,1,2020
"ELIANE LIMA",11,"05614",45,1,2020
"CELSO DALBERTO",11,"87858",50,1,2020
"BADEL",11,"04103",13,1,2020
"JOANA SOLEIDE",11,"62090",19,1,2020
"ERCULES TASSINARI",11,"50350",14,1,2020
"CORONEL AZEVEDO",11,"17612",20,1,2020
"LAUDINEIA PIROVANI",11,"56359",55,1,2020
"SANDRO LOCUTOR",11,"56251",90,1,2020
"DR SILVIO CABRAL",11,"63614",50,1,2020
"ANTONIO",11,"56634",13,1,2020
"ERALDO CB",11,"02976",20,1,2020
"MARINALDO ROSENDO",11,"26050",11,1,2020
"MARCELL SOUZA",11,"31194",11,1,2020
"CAIO LIMA",11,"92878",11,1,2020
"LEANDRO",11,"58408",12,1,2020
"DRA RENATA REGO",11,"16713",10,1,2020
"LENILDA LUNA",11,"27855",80,1,2020
"MARCELO ELIAS",11,"22250",27,1,2020
"DADINHO FACHINI",11,"63118",18,1,2020
"ANGELA VITOR",11,"42870",77,1,2020
"EDIMAR EDINHO",11,"08532",13,1,2020
"BENEDITA SILVA",11,"60011",13,1,2020
"ARNOBIO PINHEIRO",11,"56812",23,1,2020
"DR CLERISTON MOURA",11,"10693",22,1,2020
"PROFESSOR WALDINEY PIRES",11,"05193",19,1,2020
"MARQUINHO",11,"92371",15,1,2020
"DR JULIO",11,"37737",55,1,2020
"EDINHO OFICIAL JUSTICA",11,"58378",35,1,2020
"DUDA LEMOS",11,"94455",90,1,2020
"ROSE BARROS",11,"05010",10,1,2020
"ALFREDO NASCIMENTO",11,"02550",22,1,2020
"ERNANE PRIMAZZI",11,"71153",20,1,2020
"DR CICERO",11,"04537",25,1,2020
"EMIDIO JUNIOR",11,"17418",22,1,2020
"HUGO BAHIA",11,"23930",40,1,2020
"JEISAEL",11,"09210",18,1,2020
"JOAO RODRIGUES",11,"80810",55,1,2020
"DR FIDENCIO",11,"04383",45,1,2020
"GERSINHO ROMERO",11,"62812",55,1,2020
"NEFI TALES FILHO",11,"64777",17,1,2020
"ALAN SILVEIRA",11,"16195",15,1,2020
"BARBARA HORA",11,"56472",13,1,2020
"IRIS GADELHA",11,"13137",11,1,2020
"DR LUCIO",11,"91863",19,1,2020
"RONALDO LIMA",11,"92061",28,1,2020
"IVAN SARTORI",11,"70718",55,1,2020
"ZE BAMBIL",11,"90115",17,1,2020
"REGINHO",11,"08222",90,1,2020
"PROFESSORA VITORIA",11,"91316",13,1,2020
"DELEGADO CLEVERSON",11,"98035",11,1,2020
"JAIR SCAPINI",11,"90816",45,1,2020
"VINICIUS FILHO ZE HERMES",11,"27316",11,1,2020
"GAO",11,"37214",20,1,2020
"FABIANO CAZECA",11,"41238",90,1,2020
"GUILHERME BOULOS",11,"71072",50,1,2020
"ZE COCA",11,"36617",11,1,2020
"MARCIO SANCHES",11,"76678",65,1,2020
"CEZAR CORINA",11,"39071",70,1,2020
"CLEIA SHALON",11,"08699",27,1,2020
"LINDOMAR GARCON",11,"00035",10,1,2020
"CASSIO LOBATO",11,"75639",51,1,2020
"DELEGADO FEDERAL EGUCHI",11,"04278",51,1,2020
"PRIANTE",11,"04278",15,1,2020
"NONATINHO FRAZAO",11,"08737",22,1,2020
"TIEL",11,"12521",11,1,2020
"DR LIDIO",11,"90859",11,1,2020
"THIAGO ARAUJO",11,"04278",23,1,2020
"PATRICIA CEZAR",11,"55000",11,1,2020
"VIVIANY ANDRADE",11,"39098",40,1,2020
"CLAUDINHO FRARE",11,"91855",10,1,2020
"BETO ACCIOLY",11,"26298",11,1,2020
"MATEUS SCARSO",11,"63096",15,1,2020
"RONALDO BORGES",11,"56359",19,1,2020
"HUGO MENDONCA",11,"34509",22,1,2020
"ALEXANDRE ARANHA",11,"58394",18,1,2020
"PEDRINHO VALE",11,"41114",14,1,2020
"DUARTE",11,"09210",10,1,2020
"SILVIO SANTANA",11,"74047",55,1,2020
"RENATO CUNHA CAMARA",11,"92363",15,1,2020
"TONINHO VIEIRA",11,"63711",11,1,2020
"ROBERTO ARRAIS",11,"11550",43,1,2020
"GUGA ARAGAO",11,"19313",25,1,2020
"ALEX MEIRELES",11,"94455",51,1,2020
"FELIPE AZEVEDO",11,"51551",27,1,2020
"DELMO LUIZ SIMAO",11,"41572",51,1,2020
"JOAO FILHO",11,"35955",22,1,2020
"MILTAO",11,"91677",50,1,2020
"CLEBES DIAS",11,"00078",13,1,2020
"RAMIRO",11,"03000",55,1,2020
"AFRANIO MIRANDA",11,"17612",19,1,2020
"FABIO JUNIOR",11,"93734",80,1,2020
"WAGNER BALIEIRO",11,"70998",13,1,2020
"ULDURICO JUNIOR",11,"38075",90,1,2020
"KEKO ARMAZEM",11,"23574",22,1,2020
"NICOLAU CARONE",11,"56073",35,1,2020
"MARCIAL COSTA",11,"09130",55,1,2020
"JOVE OLIVEIRA",11,"11673",14,1,2020
"JUVENI ECONOMICO",11,"75078",22,1,2020
"RENO MARINHO",11,"18538",22,1,2020
"CLOVES",11,"38016",13,1,2020
"GIL PARAIBANO",11,"11592",11,1,2020
"MAYCON WILLIAN",11,"47791",40,1,2020
"DOUGLAS FIGUEIREDO",11,"90131",15,1,2020
"LIVIA NORONHA",11,"04154",50,1,2020
"GLAUCIA NUNES",11,"39144",13,1,2020
"PASTOR SUAIL",11,"92673",11,1,2020
"PROFESSOR AGLIBERTO",11,"70998",30,1,2020
"ZEQUINHA LIMA",11,"01074",11,1,2020
"ALEX MAGRAO",11,"58394",10,1,2020
"DENNIS THOMAZINI",11,"90379",45,1,2020
"DR MARCOS VINICIUS",11,"12360",40,1,2020
"ELIZABETH",11,"31496",25,1,2020
"DR ERIC",11,"95419",11,1,2020
"SANDOVAL",11,"23990",11,1,2020
"JILMAR TATTO",11,"71072",13,1,2020
"MARIANA CHAMON",11,"05851",15,1,2020
"MAJOR HAROLDO",11,"16411",11,1,2020
"ASSIS CIPRIANO",11,"11878",40,1,2020
"DRA VIVIANE ORRO",11,"90212",55,1,2020
"NICOLETTI",11,"03018",17,1,2020
"IVAN JUNIOR",11,"16039",10,1,2020
"JOAO MIGUEL",11,"64297",51,1,2020
"SERGIO AMERICANO MENDES",11,"48950",19,1,2020
"ALEOMAR REZENDE",11,"94595",15,1,2020
"GRILO",11,"78751",22,1,2020
"GUTO COELHO",11,"08877",12,1,2020
"RENATA SOUZA",11,"60011",50,1,2020
"ATILA",11,"66893",40,1,2020
"ALEX TESTONI",11,"00175",25,1,2020
"DR LAERCIO SANTANA",11,"35653",40,1,2020
"DODO MADALENA",11,"56391",55,1,2020
"CARLOS GEILSON",11,"35157",19,1,2020
"ADIB ELIAS",11,"93017",19,1,2020
"GUSTAVO PIMENTA",11,"67792",45,1,2020
"MARCELO COSTA",11,"12254",11,1,2020
"DAVID PEDROSA",11,"28452",15,1,2020
"VALDIR VERISSIMO",11,"65099",19,1,2020
"CARLITO BEGOT",11,"04154",55,1,2020
"CORONEL WELINTON",11,"56596",43,1,2020
"ELIEUDES MORAES",11,"92649",25,1,2020
"DR TERCIO",11,"94730",55,1,2020
"WILLIAM PINHEIRO",11,"07102",65,1,2020
"GALO",11,"16756",45,1,2020
"JOAO VEI",11,"36757",11,1,2020
"ADRIANO LIMA",11,"39098",11,1,2020
"DUDU",11,"33359",55,1,2020
"TOINHO PATIOBA",11,"07854",25,1,2020
"PROFESSORA LUCIMAR GONCALVES",11,"09490",11,1,2020
"MARCIO MOREIRA",11,"63096",14,1,2020
"BARJAS NEGRI",11,"68756",45,1,2020
"FRANCA MACAQUINHO",11,"08974",11,1,2020
"MARILIA DIAS",11,"17418",15,1,2020
"RIVALDO OLIVEIRA",11,"72338",10,1,2020
"CARLOS ITAPUA",11,"93718",13,1,2020
"PROFESSOR MURILO BANDEIRA",11,"10545",11,1,2020
"CELSO GOES",11,"75833",23,1,2020
"ZEZAO",11,"07625",45,1,2020
"BALTAZAR CAMPOS",11,"11495",14,1,2020
"SD CAETANO",11,"93610",12,1,2020
"PROFESSOR GAMALIEL",11,"63096",19,1,2020
"JOAO DIDI",11,"33553",11,1,2020
"ARMANDO POVAO",11,"16713",50,1,2020
"ERIVALDO LIMA",11,"09377",50,1,2020
"RAFAEL FREIRE",11,"40371",40,1,2020
"CRUZINHA",11,"12211",36,1,2020
"ELOY CASAGRANDE",11,"75353",18,1,2020
"ROBERTO ARAUJO",11,"32077",13,1,2020
"PROFESSOR SAULO",11,"56251",40,1,2020
"DR BRUNO CALIL",11,"58190",77,1,2020
"DUCELINA OLIVEIRA",11,"31453",25,1,2020
"IZANILDO BRAMBATI",11,"84670",55,1,2020
"VINICIUS GOMES",11,"93734",29,1,2020
"TATE ADEMAR",11,"07080",22,1,2020
"DR AIRTON",11,"63770",35,1,2020
"PABIO MOSSORO",11,"93300",15,1,2020
"RENAN MENDONCA",11,"18899",22,1,2020
"IVON VALENTE",11,"95613",13,1,2020
"PROMOTOR HARFOUCHE",11,"90514",70,1,2020
"VICTORIA MELLO VIC",11,"47333",16,1,2020
"EDMAR OLIVEIRA",11,"19810",51,1,2020
"MARCELO LELIS",11,"73440",43,1,2020
"VALMIR LEITE",11,"25054",11,1,2020
"GUTEMBERG DUARTE",11,"92878",70,1,2020
"PAULO OPUSZKA",11,"75353",13,1,2020
"HUBISTENYO CAJA",11,"56979",55,1,2020
"TANIZO",11,"01554",15,1,2020
"GIDELSON SANTANA",11,"32239",10,1,2020
"ADRIANA AFONSO",11,"64777",22,1,2020
"CORINTHO CAMPELO",11,"27855",33,1,2020
"AFONSO MENDONCA",11,"35637",45,1,2020
"MOACYR FADEL",11,"74950",51,1,2020
"LEONARDO MONTEIRO",11,"45535",13,1,2020
"DRA GENY",11,"78654",43,1,2020
"RICARDO COUTINHO",11,"20516",40,1,2020
"JULIO PAPELARIA",11,"90263",15,1,2020
"ZE ACACIO",11,"40371",45,1,2020
"MARCILIO FARIAS",11,"20001",23,1,2020
"MARQUINHO TEIXEIRA",11,"91413",77,1,2020
"CLAUDIO PAGLIOSA DODO",11,"86371",22,1,2020
"FERNANDA MARTINS",11,"57037",43,1,2020
"JONES",11,"56111",77,1,2020
"GIVALDO SINDICATO",11,"23418",13,1,2020
"ALEXANDRE JOAO VICENTE",11,"16330",25,1,2020
"ROBERTO FRAJOLA",11,"62006",23,1,2020
"BELEZINHA",11,"07617",22,1,2020
"GILBERTO DAVI",11,"90441",40,1,2020
"CICERO SOUZA",11,"91154",40,1,2020
"NAZARE AMANCIO",11,"73571",14,1,2020
"ELISA ARAUJO",11,"54011",77,1,2020
"CRISTINA FRANCO",11,"31852",55,1,2020
"RENATO SARTORI",11,"78255",14,1,2020
"PROFESSOR GILDECI",11,"26050",50,1,2020
"TOLENTINO REIS",11,"58408",19,1,2020
"LUCAS MATHEUS FEITOSA",11,"10235",43,1,2020
"ANA GONCALVES",11,"47791",77,1,2020
"ZE WILSON",11,"07706",14,1,2020
"DR ISAAC NERY",11,"35971",70,1,2020
"EMMANUEL LOBO",11,"77453",29,1,2020
"VICENTE BRILHANTE",11,"15431",12,1,2020
"DR ERIVELTON",11,"07536",22,1,2020
"PROLEPSES GUERREIRO",11,"39390",28,1,2020
"RAIMUNDO CASA SAUDE",11,"17434",10,1,2020
"ANDRE VON ZUBEN",11,"62910",23,1,2020
"DR CAMARGO",11,"61778",55,1,2020
"MARCIO FERNANDES",11,"90514",15,1,2020
"WADSON RIBEIRO",11,"41238",65,1,2020
"MARCIO FARIAS",11,"38350",55,1,2020
"DR LAERCIO LUZ",11,"10855",13,1,2020
"DR KARLAO",11,"11878",11,1,2020
"DANIEL SANTANA",11,"56979",45,1,2020
"DR WASHINGTON",11,"28010",33,1,2020
"VALLE",11,"58394",22,1,2020
"ROSA STELLA",11,"43710",50,1,2020
"JUNIOR XAVIER",11,"07200",12,1,2020
"THIAGO",11,"28550",14,1,2020
"PAULO RITZEL",11,"87718",25,1,2020
"ANTONIO FRANCA",11,"08613",25,1,2020
"NORIVAL LIMA",11,"54453",25,1,2020
"CORONEL MIRANDA",11,"45535",28,1,2020
"ARAUJO",11,"46973",77,1,2020
"MANOEL NERY",11,"90492",25,1,2020
"HILDECIO MEIRELES",11,"34070",25,1,2020
"AMERICO",11,"07650",13,1,2020
"DECYM",11,"12610",15,1,2020
"NARO",11,"18554",11,1,2020
"ANDRE OLIVEIRA",11,"81639",19,1,2020
"MARCO ROGERIO CHICAO",11,"95419",77,1,2020
"VICENTE FERREIRA",11,"41017",13,1,2020
"DELEGADA MARTHA ROCHA",11,"60011",12,1,2020
"CABO MAX",11,"57010",11,1,2020
"VINICIUS",11,"73229",15,1,2020
"DR ANTONIO CARLOS",11,"07676",20,1,2020
"JACONIAS MORAES",11,"09377",20,1,2020
"NUNES",11,"36277",25,1,2020
"AGUILAR JUNIOR",11,"63118",15,1,2020
"MARINA PSOL",11,"70998",50,1,2020
"GEOVA",11,"42447",77,1,2020
"CYRO GARCIA",11,"60011",16,1,2020
"JOSEFINA CASTRO",11,"34592",13,1,2020
"JOAO TOSI",11,"65811",70,1,2020
"DALTINHO AGROMIL",11,"00256",12,1,2020
"PEDRO BARBOSA",11,"31151",55,1,2020
"VALTER",11,"88013",55,1,2020
"ZANA SERRANO",11,"08524",13,1,2020
"GERSON NORONHA",11,"73121",17,1,2020
"DR EDYR",11,"15679",11,1,2020
"OTON ALVES AGUIAR",11,"94510",15,1,2020
"MEMEL",11,"58238",70,1,2020
"MORGANA MACENA",11,"19658",15,1,2020
"RUBENS LOPES",11,"58408",18,1,2020
"SERGIO VIDIGAL",11,"56995",12,1,2020
"TOE XAVIER",11,"35513",11,1,2020
"DR GIOVANNI",11,"95273",11,1,2020
"ACACIO",11,"37427",13,1,2020
"ANISIO GUATO",11,"90638",50,1,2020
"RO BETO",11,"36331",40,1,2020
"MARINA MELO",11,"70793",55,1,2020
"ELIAS PATRIOTA",11,"16918",17,1,2020
"CORONEL ANSELMO BISPO",11,"36692",25,1,2020
"DALMINHO",11,"27170",14,1,2020
"GUSTAVO MARQUES",11,"93610",19,1,2020
"JOAO",11,"23418",40,1,2020
"LUCIMEIRE",11,"34290",17,1,2020
"SIMPLESMENTE MARIA",11,"07196",15,1,2020
"DU REIS",11,"05452",23,1,2020
"VALDIR PRADO",11,"92037",11,1,2020
"ACS",11,"34134",22,1,2020
"JURACI NUNES",11,"31054",35,1,2020
"SHERIDAN",11,"03018",45,1,2020
"THIAGO GILLENO",11,"38067",55,1,2020
"AXEL GRAEL",11,"58653",12,1,2020
"MARCELO PASSUELO",11,"45390",15,1,2020
"JORGINHO",11,"27774",55,1,2020
"EDSON TOTONHO",11,"09113",25,1,2020
"ANDERSON MARTINS",11,"54135",45,1,2020
"ANDRE SAMPAIO",11,"56693",40,1,2020
"CIRLEI JAPAO",11,"92339",17,1,2020
"RIAN BARBOZA",11,"96032",11,1,2020
"ORLANDO NASCIMENTO",11,"02259",70,1,2020
"VANDINHO LEITE",11,"56995",45,1,2020
"BRANCA MENEZES",11,"01538",45,1,2020
"FLAUDIVAN",11,"17973",15,1,2020
"MARCOS CALDERAN",11,"91073",45,1,2020
"ELANE CORREA",11,"92061",90,1,2020
"GRACA FORTES",11,"57010",17,1,2020
"RICARDO GARCIA",11,"46671",70,1,2020
"DONA ELZA DENTISTA",11,"56812",14,1,2020
"DITINHO ILHABELA",11,"65099",90,1,2020
"ARQUIMEDES BACELAR",11,"07013",12,1,2020
"CRISTIANE LOPES",11,"00035",11,1,2020
"TALITA VALLE",11,"10170",15,1,2020
"PASTOR CAPITAO ANDERSON",11,"38890",70,1,2020
"RENIM",11,"94374",15,1,2020
"DUILIO CASTRO",11,"53430",51,1,2020
"AMILTON PACHECO",11,"71153",40,1,2020
"PROFESSORA EDIANE",11,"56146",40,1,2020
"ADEMIR BIU",11,"90816",25,1,2020
"EUDES SAMPAIO",11,"08893",14,1,2020
"ROGERIO FRANCO",11,"63614",55,1,2020
"WAGNER ROGRIGUES",11,"92410",77,1,2020
"VANUSA PAZETTO",11,"91952",25,1,2020
"EDILEUDO RAMALHO",11,"90646",77,1,2020
"RODRIGAO",11,"42099",15,1,2020
"RONALDO PEDROSA",11,"66893",11,1,2020
"EDINHO RADIO",11,"00230",43,1,2020
"GLEIDSON AZEVEDO",11,"44458",20,1,2020
"CAPITAO APOLINARIO",11,"38555",10,1,2020
"LUIZA MAURA",11,"03131",77,1,2020
"JULIANA FARMACIA",11,"93270",25,1,2020
"R SETE",11,"01473",14,1,2020
"CLOVES ROCHA",11,"34452",40,1,2020
"PROFESSOR GLEIVISON",11,"71153",15,1,2020
"ELDER GALDINO",11,"93017",15,1,2020
"DRA ALINE",11,"07080",70,1,2020
"CARLINHOS NACIONAL",11,"94633",15,1,2020
"NONATINHO PROMOTOR",11,"09091",40,1,2020
"ZE ANTONIO",11,"92860",22,1,2020
"JOAOZINHO BORGES",11,"42870",33,1,2020
"ALEX CAVALCANTE",11,"74187",55,1,2020
"PAULO MUNHOZ",11,"65439",36,1,2020
"COSME SOUZA",11,"59099",65,1,2020
"VALMOR FREITAS",11,"85111",23,1,2020
"DARLENE TIRIRICA",11,"03077",40,1,2020
"DR GERALDO MAGELA",11,"54259",10,1,2020
"DIVINICO",11,"96393",23,1,2020
"PROFESSOR RODOLFO",11,"72338",45,1,2020
"DR JEFFERSON LEAL",11,"26050",17,1,2020
"JUNIOR WEILLER",11,"79979",15,1,2020
"MATEUS COELHO",11,"94994",17,1,2020
"TIO LELINHO",11,"98310",28,1,2020
"CEICA DIAS",11,"12254",77,1,2020
"RENATO CAROBA",11,"61778",13,1,2020
"DELEGADO COMIN",11,"69213",19,1,2020
"UBALDO NOGUEIRA",11,"12726",15,1,2020
"ROSA PINHEIRO",11,"08656",13,1,2020
"GILBERTO GONCALVES",11,"28533",11,1,2020
"LEO CERVEBRAS",11,"05835",17,1,2020
"LINDOMAR",11,"47635",17,1,2020
"IVAN NAATZ",11,"80470",22,1,2020
"HAROLDO IRAM",11,"06050",36,1,2020
"FRED CAMPOS",11,"08494",22,1,2020
"MARROM",11,"98337",12,1,2020
"DR RICARDO YOSHIO",11,"63770",45,1,2020
"DEONIR",11,"70793",77,1,2020
"RODRIGO VALVERDE",11,"67130",13,1,2020
"SAMUEL ARRAES",11,"11614",15,1,2020
"DR HAMILTON",11,"95451",27,1,2020
"PROFESSOR PABLO",11,"85898",50,1,2020
