id,nome,siglaPartido,siglaUf,fundeb,orcamento,previdencia,wilson
213762,Carla Dickson,PROS,RN,Sim,NA,NA,NA
204507,Carla Zambelli,PSL,SP,Não,Não,Sim,Não
141401,Carlos Bezerra,MDB,MT,NA,Não,Sim,Sim
204361,Carlos Chiodini,MDB,SC,Sim,Não,Sim,Sim
178962,Carlos Gomes,REPUBLICANOS,RS,Não,Não,Sim,Sim
178993,Carlos Henrique Gaguim,DEM,TO,Não,Não,Sim,Sim
204460,Carlos Jordy,PSL,RJ,Não,Não,Sim,Não
74262,Carlos Sampaio,PSDB,SP,Sim,Não,Sim,Não
204426,Carlos Veras,PT,PE,Sim,Sim,Não,NA
141398,Carlos Zarattini,PT,SP,Sim,Sim,Não,Sim
164360,Carmen Zanotto,CIDADANIA,SC,Sim,Sim,Sim,Não
204369,Caroline de Toni,PSL,SC,Não,Não,Sim,Não
204499,Cássio Andrade,PSB,PA,Sim,Sim,Não,Não
204380,Celina Leão,PP,DF,Não,Não,Sim,Sim
204370,Célio Moura,PT,TO,Sim,Sim,Não,Sim
178876,Célio Silveira,PSDB,GO,Sim,Não,Sim,Não
204488,Célio Studart,PV,CE,Sim,Sim,Não,Não
141405,Celso Maldaner,MDB,SC,Sim,Não,Sim,NA
73441,Celso Russomanno,REPUBLICANOS,SP,Não,Não,Sim,Sim
204496,Celso Sabino,PSDB,PA,Não,Não,Sim,NA
204504,Cezinha de Madureira,PSD,SP,Não,Não,Sim,Sim
205476,Charles Fernandes,PSD,BA,Sim,Não,Sim,Abstenção
204490,Charlles Evangelista,PSL,MG,Não,Não,Sim,Não
141439,Chico D'Angelo,PDT,RJ,Sim,Sim,Não,Sim
141440,CHICO LOPES,PCdoB,CE,NA,NA,NA,NA
204476,Chiquinho Brazão,AVANTE,RJ,Não,Não,Sim,Sim
204462,Chris Tonietto,PSL,RJ,NA,Não,Sim,Não
178928,Christiane de Souza Yared,PL,PR,Não,Não,Sim,Sim
204440,Christino Aureo,PP,RJ,Sim,Não,Sim,Sim
178939,Clarissa Garotinho,PROS,RJ,Sim,Sim,Não,Não
74537,Claudio Cajado,PP,BA,Não,Sim,Sim,Sim
141408,Cleber Verde,REPUBLICANOS,MA,Não,Não,Sim,NA
204376,Coronel Armando,PSL,SC,Não,Não,Sim,Não
204378,Coronel Chrisóstomo,PSL,RO,NA,Não,Sim,Não
204514,Coronel Tadeu,PSL,SP,Não,Não,Sim,Não
178963,Covatti Filho,PP,RS,NA,NA,NA,NA
135054,Cristiano Vale,PL,PA,Não,Não,Sim,Sim
204355,Da Vitoria,CIDADANIA,ES,Sim,Não,Sim,Não
141411,Dagoberto Nogueira,PDT,MS,Sim,Sim,Não,Não
74467,Damião Feliciano,PDT,PB,Sim,Sim,Não,Sim
74060,Daniel Almeida,PCdoB,BA,Sim,Sim,Não,Sim
178916,Daniel Coelho,CIDADANIA,PE,Sim,Sim,Sim,Não
204367,Daniel Freitas,PSL,SC,Não,Não,Sim,Não
204454,Daniel Silveira,PSL,RJ,Não,Não,Sim,Não
204409,Daniel Trzeciak,PSDB,RS,Não,Não,Sim,Não
204459,Daniela do Waguinho,MDB,RJ,Sim,Não,Sim,Sim
160528,Danilo Cabral,PSB,PE,Sim,Sim,Não,Abstenção
62881,Danilo Forte,PSDB,CE,Sim,NA,NA,NA
160552,Danrlei de Deus Hinterholz,PSD,RS,Sim,NA,Sim,NA
116379,Darci de Matos,PSD,SC,NA,Não,Sim,Sim
73891,Darcísio Perondi,MDB,RS,NA,NA,Sim,Sim
205548,David Miranda,PSOL,RJ,Sim,Sim,Não,Não
204511,David Soares,DEM,SP,Não,Não,Sim,Sim
204451,Delegado Antônio Furtado,PSL,RJ,Sim,Sim,Sim,Não
178908,Delegado Éder Mauro,PSD,PA,Não,NA,Sim,NA
204512,Delegado Marcelo Freitas,PSL,MG,Não,Não,Sim,Não
204569,Delegado Pablo,PSL,AM,Não,Não,Sim,Não
164359,Delegado Waldir,PSL,GO,Não,Não,Sim,Não
204542,Denis Bezerra,PSB,CE,Sim,Sim,Não,Não
213856,Deuzinho Filho,REPUBLICANOS,CE,NA,NA,NA,NA
160588,Diego Andrade,PSD,MG,NA,Não,Sim,Sim
178929,Diego Garcia,PODE,PR,Não,Não,Sim,Não
160599,Dimas Fabiano,PP,MG,Sim,Não,Sim,Sim
143632,Domingos Neto,PSD,CE,NA,Não,Sim,Sim
160758,Domingos Sávio,PSDB,MG,Sim,Não,Sim,Não
213854,Dr. Agripino Magalhães,PROS,CE,NA,NA,NA,NA
204518,Dr. Frederico,PATRIOTA,MG,Não,NA,Sim,NA
212625,Dr. Gonçalo,REPUBLICANOS,MA,NA,NA,NA,Sim
204481,Dr. Jaziel,PL,CE,Não,Não,Sim,NA
213679,Dr. João,PROS,BA,NA,NA,NA,NA
204439,Dr. Leonardo,SOLIDARIEDADE,MT,Sim,Não,Sim,Não
204450,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,Sim,Não,Sim,Sim
204351,Dr. Luiz Ovando,PSL,MS,Não,Não,Sim,Não
178830,Dr. Sinval Malheiros,PODE,SP,NA,Não,NA,NA
204412,Dr. Zacharias Calil,DEM,GO,Sim,Não,Sim,Não
81297,Dra. Soraya Manato,PSL,ES,Não,Não,Sim,Não
204434,Dra. Vanda Milani,SOLIDARIEDADE,AC,NA,Não,Sim,Sim
178994,Dulce Miranda,MDB,TO,Sim,Não,Sim,Sim
204562,Edilázio Júnior,PSD,MA,Sim,NA,Sim,Sim
141417,Edio Lopes,PL,RR,NA,Não,Sim,Sim
134812,Edmilson Rodrigues,PSOL,PA,NA,Sim,Não,Não
204421,Edna Henrique,PSDB,PB,Sim,Não,Sim,Abstenção
74655,Eduardo Barbosa,PSDB,MG,Sim,Não,Sim,NA
204541,Eduardo Bismarck,PDT,CE,Sim,Sim,Não,Sim
92346,Eduardo Bolsonaro,PSL,SP,Não,Não,Sim,Não
204552,Eduardo Braide,PODE,MA,Sim,Sim,Não,NA
204500,Eduardo Costa,PTB,PA,Sim,Não,Sim,Sim
178977,Eduardo Cury,PSDB,SP,Não,Não,Sim,Não
141421,Eduardo da Fonte,PP,PE,Sim,Não,Não,Sim
141422,Efraim Filho,DEM,PB,Sim,Não,Sim,Sim
74075,Elcione Barbalho,MDB,PA,Sim,NA,Sim,Sim
204364,Eli Borges,SOLIDARIEDADE,TO,Não,Sim,Sim,Não
160532,Eli Corrêa Filho,DEM,SP,Sim,Não,Sim,NA
204389,Elias Vaz,PSB,GO,Sim,Sim,Não,Não
178854,Elmar Nascimento,DEM,BA,NA,NA,Sim,Sim
198783,Emanuel Pinheiro Neto,PTB,MT,Sim,NA,Sim,Sim
161550,Emidinho Madeira,PSB,MG,Sim,Não,Sim,NA
207309,Enéias Reis,PSL,MG,NA,Não,NA,Não
132504,Enio Verri,PT,PR,NA,Sim,Não,Sim
204537,Enrico Misasi,PV,SP,Não,Sim,Sim,Não
160575,Erika Kokay,PT,DF,Sim,Sim,Não,Sim
160640,Eros Biondini,PROS,MG,NA,Não,Sim,Não
204482,Euclydes Pettersen,PSC,MG,Sim,Não,Sim,Sim
178871,Evair Vieira de Melo,PP,ES,Sim,Não,Sim,Não
178953,Expedito Netto,PSD,RO,Sim,Não,Não,Não
211866,Fabiano Tolentino,CIDADANIA,MG,NA,NA,NA,Não
141428,Fábio Faria,PSD,RN,NA,Não,Sim,Sim
68720,Fábio Henrique,PDT,SE,Sim,Sim,Não,Sim
178969,Fábio Mitidieri,PSD,SE,Sim,Não,Sim,Sim
141427,Fábio Ramalho,MDB,MG,NA,Não,Sim,Sim
171623,Fabio Reis,MDB,SE,Sim,Sim,Sim,Sim
204368,Fabio Schiochet,PSL,SC,Não,Não,Sim,Não
160587,Fábio Trad,PSD,MS,Sim,Não,Sim,Não
66828,Fausto Pinato,PP,SP,Não,Não,Sim,Sim
204477,Felício Laterça,PSL,RJ,Sim,Não,Sim,Não
72442,Felipe Carreras,PSB,PE,Sim,Sim,Sim,Sim
204398,Felipe Francischini,PSL,PR,NA,Não,Sim,Não
204371,Felipe Rigoni,PSB,ES,Sim,NA,Sim,Não
160666,Félix Mendonça Júnior,PDT,BA,Sim,Sim,Não,Sim
204407,Fernanda Melchionna,PSOL,RS,Sim,Sim,Não,Não
212504,Fernando Borja,AVANTE,MG,NA,NA,NA,Não
141431,Fernando Coelho Filho,DEM,PE,NA,Não,Sim,Sim
204445,Fernando Mineiro,PT,RN,NA,NA,NA,NA
92699,Fernando Monteiro,PP,PE,Sim,Não,Não,Sim
204427,Fernando Rodolfo,PL,PE,Sim,Não,Sim,Sim
204411,Filipe Barros,PSL,PR,Não,Não,Sim,NA
204354,Flávia Arruda,PL,DF,NA,Não,Sim,NA
160598,Flávia Morais,PDT,GO,Sim,Sim,Não,Não
141434,Flaviano Melo,MDB,AC,Não,Não,Sim,Sim
191923,Flávio Nogueira,PDT,PI,Sim,Não,Sim,Sim
204447,Flordelis,PSD,RJ,Sim,Não,Sim,Sim
204392,Francisco Jr.,PSD,GO,Não,Não,Sim,Não
204510,Franco Cartafina,PP,MG,Sim,Não,Sim,Não
204494,Fred Costa,PATRIOTA,MG,Sim,Não,Sim,NA
204393,Frei Anastacio Ribeiro,PT,PB,Sim,Sim,Não,Sim
74200,Gastão Vieira,PROS,MA,NA,Não,Sim,Sim
115746,Gelson Azevedo,PL,RJ,Não,Não,Sim,Sim
160669,Genecias Noronha,SOLIDARIEDADE,CE,Não,Não,Sim,Sim
204473,General Girão,PSL,RN,Não,Não,NA,Não
204484,General Peternelli,PSL,SP,Não,Não,Sim,Não
204527,Geninho Zuliani,DEM,SP,Sim,Não,Sim,Sim
178966,Geovania de Sá,PSDB,SC,Sim,NA,Sim,Não
74374,Geraldo Resende,PSDB,MS,NA,NA,NA,NA
204394,Gervásio Maia,PSB,PB,Sim,Sim,Não,Sim
74383,Giacobo,PL,PR,Não,Não,Sim,NA
204575,Gil Cutrim,REPUBLICANOS,MA,Sim,Não,Sim,Sim
204491,Gilberto Abramo,REPUBLICANOS,MG,Não,Não,Sim,Sim
74270,Gilberto Nascimento,PSC,SP,Não,Sim,Sim,NA
204365,Gilson Marques,NOVO,SC,Não,Não,Sim,Não
160673,Giovani Cherini,PL,RS,Não,Não,Sim,Sim
178996,Giovani Feltes,MDB,RS,Sim,Não,Sim,Sim
152605,Glauber Braga,PSOL,RJ,Sim,Sim,Não,Não
204419,Glaustin da Fokus,PSC,GO,Não,Não,Sim,NA
107283,Gleisi Hoffmann,PT,PR,Sim,Sim,Não,Sim
74419,Gonzaga Patriota,PSB,PE,NA,Sim,Não,NA
129618,GORETE PEREIRA,PL,CE,NA,NA,NA,NA
198197,Greyce Elias,AVANTE,MG,Não,Não,Sim,NA
204513,Guiga Peixoto,PSL,SP,Não,Não,Sim,Não
204531,Guilherme Derrite,PP,SP,Não,Não,Sim,Não
160667,Guilherme Mussi,PP,SP,Sim,Não,Sim,NA
204442,Gurgel,PSL,RJ,Não,Não,Sim,Não
73460,Gustavo Fruet,PDT,PR,Sim,Sim,Não,Não
204408,Gustinho Ribeiro,SOLIDARIEDADE,SE,Não,Não,Sim,Sim
204456,Gutemberg Reis,MDB,RJ,NA,Não,Sim,Sim
204465,Haroldo Cathedral,PSD,RR,Sim,Não,Sim,NA
204548,Heitor Freire,PSL,CE,Não,Não,Sim,Não
178964,Heitor Schuch,PSB,RS,Sim,Sim,Não,Não
178873,Helder Salomão,PT,ES,Sim,Sim,Não,Não
204373,Hélio Costa,REPUBLICANOS,SC,Sim,Não,Sim,Não
178909,Hélio Leite,DEM,PA,Sim,Não,Sim,Sim
204444,Helio Lopes,PSL,RJ,Não,Não,Sim,Não
73482,Henrique Fontana,PT,RS,Sim,Sim,Não,Sim
204539,Hercílio Coelho Diniz,MDB,MG,NA,Não,Sim,NA
178981,Herculano Passos,MDB,SP,Sim,Não,Sim,NA
73772,Hermes Parcianello,MDB,PR,Sim,Não,Sim,NA
178884,Hildo Rocha,MDB,MA,NA,Não,Sim,Sim
178959,Hiran Gonçalves,PP,RR,Sim,Não,Sim,Sim
141450,Hugo Leal,PSD,RJ,Não,Não,Sim,Sim
160674,Hugo Motta,REPUBLICANOS,PB,Sim,Não,Não,Sim
204533,Idilvan Alencar,PDT,CE,Sim,Sim,Não,Não
204564,Igor Kannário,DEM,BA,Sim,Sim,Sim,NA
204508,Igor Timo,PODE,MG,NA,Não,Sim,NA
67138,Iracema Portella,PP,PI,Sim,Não,Sim,Sim
