"city","voto_obrig"
"3520103",17856
"3520202",5382
"3520301",16993
"3520400",18095
"3520426",5668
"3520442",16996
"3520509",137105
"3520608",3162
"3520707",2566
"3520806",2286
"3520905",8349
"3521002",18256
"3521101",3739
"3521150",2955
"3521200",2294
"3521309",8892
"3521408",13612
"3521507",4615
"3521606",5264
"3521705",10792
"3521804",15031
"3521903",9606
"3522000",2047
"3522109",53140
"3522158",1657
"3522208",96433
"3522307",92290
"3522406",53440
"3522505",122046
"3522604",45597
"3522653",1980
"3522703",26168
"3522802",8514
"3522901",7762
"3523008",2627
"3523107",195690
"3523206",28765
"3523305",8498
"3523404",68628
"3523503",10895
"3523602",10226
"3523701",3447
"3523800",4768
"3523909",100812
"3524006",29067
"3524105",25263
"3524204",4237
"3524303",47501
"3524402",140869
"3524501",3631
"3524600",10047
"3524709",29654
"3524808",31695
"3524907",3388
"3525003",70057
"3525102",23806
"3525201",15065
"3525300",87660
"3525409",1845
"3525508",7545
"3525607",2478
"3525706",21692
"3525805",2598
"3525854",1753
"3525904",255040
"3526001",12305
"3526100",10771
"3526209",16702
"3526308",2926
"3526407",16394
"3526506",6117
"3526605",4016
"3526704",58062
"3526803",40294
"3526902",186186
"3527009",4359
"3527108",47428
"3527207",54274
"3527256",1371
"3527306",25125
"3527405",13116
"3527504",1403
"3527603",6939
"3527702",3154
"3527801",2639
"3527900",1671
"3528007",10027
"3528106",5034
"3528205",2319
"3528304",2130
"3528403",27765
"3528502",51955
"3528601",5714
"3528700",3290
"3528809",8600
"3528858",1744
"3528908",2528
"3529005",145693
"3529104",1347
"3529203",15641
"3529302",51760
"3529401",276465
"3529500",3072
"3529609",2514
"3529658",1115
"3529708",12525
"3529807",7470
"3529906",11484
"3530003",1817
"3530102",18919
"3530201",10098
"3530300",36769
"3530409",2710
"3530508",43666
"3530607",250632
"3530706",92349
"3530805",58220
"3530904",1955
"3531001",1435
"3531100",29237
"3531209",4774
"3531308",31336
"3531407",14587
"3531506",12179
"3531605",2528
"3531704",2473
"3531803",30655
"3531902",17876
"3532009",7622
"3532058",2765
"3532108",2734
"3532157",1521
"3532207",2547
"3532306",3705
"3532405",10102
"3532504",5929
"3532603",7289
"3532702",2790
"3532801",3807
"3532827",4534
"3532843",1366
"3532868",704
"3532900",5809
"3533007",12354
"3533106",1356
"3533205",1887
"3533254",2751
"3533304",2163
"3533403",34985
"3533502",23623
"3533601",4393
"3533700",2552
"3533809",1662
"3533908",33260
"3534005",2476
"3534104",4007
"3534203",3667
"3534302",26326
"3534401",446555
"3534500",1643
"3534609",21023
"3534708",67569
"3534757",5326
"3534807",4531
"3534906",9052
"3535002",7227
"3535101",6876
"3535200",6150
"3535309",14013
"3535408",8769
"3535507",27165
"3535606",10564
"3535705",3768
"3535804",10699
"3535903",2397
"3536000",6963
"3536109",3375
"3536208",11117
"3536257",1326
"3536307",8108
"3536406",3824
"3536505",55567
"3536570",1090
"3536604",5286
"3536703",25929
"3536802",3502
"3536901",1638
"3537008",9828
"3537107",28300
"3537156",1871
"3537206",5758
"3537305",38316
"3537404",16035
"3537503",4676
"3537602",35951
"3537701",3255
"3537800",32218
"3537909",16194
"3538006",96378
"3538105",9833
"3538204",8427
"3538303",2166
"3538501",9275
"3538600",16020
"3538709",246825
"3538808",17977
"3538907",15337
"3539004",7021
"3539103",9297
"3539202",15831
"3539301",47084
"3539400",7812
"3539509",21341
"3539608",2767
"3539707",1945
"3539806",69794
"3539905",3440
"3540002",13318
"3540101",2255
"3540200",24196
"3540259",2471
"3540309",1555
"3540408",2561
"3540507",5211
"3540606",31782
"3540705",33459
"3540754",13114
"3540804",10226
"3540853",2223
"3540903",11173
"3541000",167366
"3541059",2721
"3541109",2545
"3541208",8775
"3541307",26286
"3541406",140280
"3541505",25134
"3541604",22770
"3541653",1966
"3541703",7905
"3541802",1599
"3541901",7121
"3542008",3797
"3542107",5590
"3542206",18205
"3542305",2279
"3542404",12011
"3542503",5345
"3542602",33418
"3542701",3893
"3542800",1815
"3542909",7304
"3543006",9731
"3543105",2565
"3543204",2802
"3543238",1357
"3543253",4364
"3543303",77472
"3543402",413716
"3543501",3420
"3543600",2182
"3543709",6486
"3543808",6132
"3543907",125503
"3544004",18916
"3544103",28095
"3544202",6598
"3544251",12077
"3544301",6217
"3544400",1703
"3544509",1847
"3544608",3327
"3544707",1438
"3544806",3410
"3544905",7010
"3545001",9435
"3545100",2870
"3545159",4945
"3545209",70712
"3545308",24928
"3545407",5231
"3545506",2150
"3545605",9325
"3545704",3619
"3545803",124449
"3546009",8680
"3546108",1296
"3546207",2644
"3546256",1182
"3546306",18668
"3546405",28296
"3546504",3537
"3546603",19650
"3546702",14142
"3546801",31486
"3546900",5240
"3547007",3311
"3547106",1682
"3547205",1098
"3547304",69878
"3547403",1689
"3547502",17427
"3547601",15534
"3547650",990
"3547700",13138
"3547809",466377
"3547908",4050
"3548005",12840
"3548054",4888
"3548104",3788
"3548203",3938
"3548302",1715
"3548401",2675
"3548500",286182
"3548609",6695
"3548708",526931
"3548807",105347
"3548906",151619
"3549003",1723
"3549102",56478
"3549201",1575
"3549250",1115
"3549300",1314
"3549409",31095
"3549508",4839
"3549607",2328
"3549706",34499
"3549805",285133
"3549904",427434
"3549953",8623
"3550001",6482
"3550100",24533
"3550209",19157
"3550308",7589869
"3550407",20364
"3550506",4316
"3550605",51941
"3550704",46786
"3550803",7561
"3550902",9261
"3551009",216730
"3551108",5362
"3551207",2085
"3551306",2047
"3551405",7378
"3551504",24652
"3551603",17324
"3551702",72951
"3551801",7264
"3551900",9514
"3552007",3433
"3552106",23937
"3552205",395657
"3552304",4808
"3552403",159241
"3552502",166294
"3552551",2060
"3552601",7495
"3552700",9192
"3552809",161074
"3552908",3432
"3553005",6697
"3553104",3517
"3553203",3486
"3553302",14551
"3553401",16078
"3553500",4481
"3553609",8145
"3553658",1719
"3553708",34516
"3553807",13644
"3553856",2909
"3553906",3993
"3553955",8082
"3554003",69050
"3554102",187576
"3554201",2619
"3554300",13097
"3554409",5480
"3554508",24265
"3554607",1589
"3554656",1387
"3554706",6066
"3554755",929
"3554805",27678
"3554904",3478
"3554953",3825
"3555000",41718
"3555109",9948
"3555208",1228
"3555307",1308
"3555356",3207
"3555406",49275
"3555505",2688
"3555604",6220
"3555703",932
"3555802",5744
"3555901",825
"3556008",8454
"3556107",7341
"3556206",74602
"3556305",14793
"3556354",5485
"3556404",25328
"3556453",27536
"3556503",70291
"3556602",6670
"3556701",43979
"3556800",10995
"3556909",4416
"3556958",1083
"3557006",71712
"3557105",58127
"3557154",1536
"3557204",7462
"3557303",6674
"4100103",4360
"4100202",3259
"4100301",4914
"4100400",62429
"4100459",2275
"4100509",12459
"4100608",8338
"4100707",5972
"4100806",6231
"4100905",3030
"4101002",10559
"4101051",1674
"4101101",12616
"4101150",1711
"4101200",10945
"4101309",4500
"4101408",78631
"4101507",69273
"4101606",15578
"4101655",1966
"4101705",8239
"4101804",77174
"4101853",1403
"4101903",10050
"4102000",20982
"4102109",16031
"4102208",2504
"4102307",7310
"4102406",19788
"4102505",7073
"4102604",5892
"4102703",1724
"4102752",2198
"4102802",9149
"4102901",9023
"4103008",2765
"4103024",1648
"4103040",3593
"4103057",4229
"4103107",6233
"4103156",2185
"4103206",3753
"4103222",2235
"4103305",4870
"4103354",3304
"4103370",1794
"4103404",1548
"4103453",9608
"4103479",2490
"4103503",4976
"4103602",14947
"4103701",62812
"4103800",4594
"4103909",8759
"4103958",2256
"4104006",23793
"4104055",2439
"4104105",4018
"4104204",72661
"4104253",15251
"4104303",55803
"4104402",8531
"4104428",8445
"4104451",7255
"4104501",11671
"4104600",9066
"4104659",11522
"4104709",8445
"4104808",187951
"4104907",38750
"4105003",5605
"4105102",6674
"4105201",8353
"4105300",7061
"4105409",12026
"4105508",46335
"4105607",6486
"4105706",9479
"4105805",133657
"4105904",14721
"4106001",4418
"4106100",2155
"4106209",9826
"4106308",10286
"4106407",30752
"4106456",3916
"4106506",13519
"4106555",2154
"4106571",2388
"4106605",12116
"4106704",2833
"4106803",10824
"4106852",1841
"4106902",1213821
"4107009",7849
"4107108",3285
"4107124",1709
"4107157",2732
"4107207",23123
"4107256",4614
"4107306",3798
"4107405",3730
"4107504",8694
"4107520",1206
"4107538",2635
"4107546",2469
"4107553",1919
"4107603",9371
"4107652",49729
"4107702",2773
"4107736",3321
"4107751",4740
"4107801",3329
"4107850",2697
"4107900",3851
"4108007",6764
"4108106",1577
"4108205",4826
"4108304",159492
"4108320",3505
"4108403",51230
"4108452",2928
"4108502",7411
"4108551",1880
"4108601",18022
"4108650",3879
"4108700",3636
"4108809",18371
"4108908",3546
"4108957",4740
"4109005",2255
"4109104",1322
"4109203",3116
"4109302",8350
"4109401",102914
"4109500",4109
"4109609",19419
"4109658",3412
"4109708",16847
"4109757",3360
"4109807",30476
"4109906",5232
"4110003",2490
"4110052",1309
"4110078",5792
"4110102",17007
"4110201",5863
"4110300",1731
"4110409",2656
"4110508",8229
"4110607",8895
"4110656",1534
"4110706",36114
"4110805",5649
"4110904",2652
"4110953",5609
"4111001",3788
"4111100",3691
"4111209",6580
"4111258",13220
"4111308",1908
"4111407",7424
"4111506",19529
"4111555",4628
"4111605",1749
"4111704",2900
"4111803",24027
"4111902",7498
"4112009",19638
"4112108",13029
"4112207",3701
"4112306",2810
"4112405",5492
"4112504",6983
"4112603",824
"4112702",6881
"4112751",5523
"4112801",6730
"4112900",1921
"4112959",4653
"4113007",4145
"4113106",2825
"4113205",28267
"4113254",3018
"4113304",18051
"4113403",2513
"4113429",2250
"4113452",3036
"4113502",13277
"4113601",2709
"4113700",337356
"4113734",4003
"4113759",2976
"4113809",2767
"4113908",8433
"4114005",8482
"4114104",12365
"4114203",20817
"4114302",13331
"4114351",1687
"4114401",9715
"4114500",7280
"4114609",31252
"4114708",3490
"4114807",20805
"4114906",5221
"4115002",3987
"4115101",5423
"4115200",249685
"4115309",3893
"4115358",3801
"4115408",8470
"4115457",2682
"4115507",2750
"4115606",9961
"4115705",18522
"4115739",2029
"4115754",4718
"4115804",27040
"4115853",3238
"4115903",1307
"4116000",1193
"4116059",6732
"4116109",7119
"4116208",9291
"4116307",2230
"4116406",2336
"4116505",846
"4116604",2013
"4116703",7718
"4116802",3856
"4116901",16455
"4116950",2968
"4117008",4666
"4117057",5832
"4117107",8002
"4117206",3290
"4117214",2117
"4117222",4970
"4117255",6300
"4117271",3979
"4117297",1752
"4117305",11974
"4117404",2100
"4117453",3399
"4117503",22589
"4117602",23521
"4117701",20051
"4117800",7567
"4117909",18715
"4118006",7275
"4118105",6062
"4118204",87497
"4118303",1606
"4118402",52237
"4118451",3215
"4118501",47577
"4118600",3421
"4118709",4497
"4118808",8253
"4118857",3455
"4118907",6518
"4119004",4125
"4119103",7100
"4119152",77273
"4119202",3697
"4119251",1498
"4119301",15824
"4119400",14070
"4119509",57281
"4119608",19141
"4119657",1680
"4119707",2379
"4119806",8397
"4119905",197152
"4119954",13265
"4120002",8930
"4120101",2762
"4120150",2165
"4120200",1476
"4120309",2430
"4120333",2005
"4120358",3475
"4120408",2848
"4120507",6793
"4120606",29507
"4120655",2826
"4120705",4478
"4120804",12619
"4120853",2515
"4120903",17332
"4121000",6513
"4121109",2859
"4121208",10365
"4121257",2191
"4121307",2433
"4121356",1636
"4121406",10207
"4121505",8580
"4121604",4040
"4121703",13233
"4121752",3701
"4121802",6740
"4121901",7479
"4122008",8931
"4122107",2055
"4122156",7235
"4122172",2070
"4122206",17403
"4122305",19660
"4122404",37758
"4122503",6523
"4122602",5463
"4122651",2936
"4122701",3801
"4122800",2517
"4122909",3051
"4123006",8219
"4123105",2209
"4123204",2030
"4123303",4737
"4123402",6646
"4123501",14519
"4123600",1097
"4123709",5263
"4123808",7749
"4123824",2229
"4123857",6140
"4123907",7350
"4123956",2030
"4124004",2951
"4124020",6178
"4124053",12978
"4124103",25787
"4124202",1592
"4124301",1411
"4124400",10645
"4124509",3305
"4124608",3810
"4124707",5942
"4124806",6686
"4124905",3307
"4125001",6669
"4125100",8109
"4125209",5744
"4125308",3502
"4125357",3638
"4125407",3748
"4125456",2276
"4125506",171011
"4125555",1261
"4125605",26052
"4125704",15586
"4125753",3803
"4125803",6186
"4125902",1462
"4126009",4935
"4126108",3372
"4126207",3534
"4126256",51809
"4126272",2922
"4126306",10376
"4126355",3059
"4126405",3653
"4126504",9924
"4126603",11299
"4126652",2051
"4126678",6502
"4126702",2896
"4126801",8661
"4126900",3482
"4127007",6174
"4127106",43023
"4127205",9881
"4127304",9222
"4127403",10307
"4127502",10303
"4127601",8431
"4127700",78958
"4127809",5158
"4127858",6670
"4127882",2969
"4127908",5236
"4127957",5127
"4127965",7802
"4128005",13413
"4128104",66611
"4128203",32994
"4128302",1486
"4128401",6928
"4128500",11310
"4128534",5329
"4128559",5347
"4128609",4842
"4128625",1777
"4128633",2821
"4128658",2396
"4128708",3982
"4128807",3634
"4200051",1630
"4200101",9476
"4200200",5994
"4200309",3121
"4200408",4117
"4200507",3932
"4200556",1518
"4200606",3636
"4200705",5741
"4200754",1312
"4200804",3914
"4200903",3177
"4201000",4902
"4201109",1941
"4201208",4880
"4201257",6074
"4201273",2783
"4201307",14774
"4201406",40031
"4201505",5010
"4201604",2355
"4201653",1394
"4201703",4930
"4201802",2130
"4201901",3498
"4201950",6202
"4202008",77614
"4202057",5364
"4202073",5185
"4202081",1766
"4202099",1087
"4202107",13920
"4202131",3673
"4202156",1613
"4202206",6849
"4202305",37619
"4202404",217041
"4202438",1877
"4202453",9512
"4202503",2621
"4202537",1512
"4202578",1306
"4202602",5059
"4202701",3060
"4202800",19110
"4202859",2338
"4202875",1650
"4202909",73888
"4203006",43680
"4203105",3893
"4203154",1670
"4203204",39397
"4203253",1624
"4203303",7371
"4203402",4290
"4203501",5062
"4203600",20321
"4203709",6560
"4203808",33708
"4203907",13472
"4203956",14389
"4204004",5994
"4204103",2715
"4204152",1677
"4204178",1952
"4204194",1626
"4204202",121429
"4204251",10575
"4204301",46780
"4204350",2555
"4204400",6510
"4204459",1410
"4204509",9241
"4204558",8840
"4204608",131458
"4204707",7073
"4204756",1243
"4204806",22516
"4204905",5669
"4205001",8510
"4205100",2317
"4205159",2259
"4205175",1575
"4205191",1293
"4205209",2751
"4205308",6721
"4205357",942
"4205407",301938
"4205431",1616
"4205456",14947
"4205506",21215
"4205555",1462
"4205605",1967
"4205704",11711
"4205803",8883
"4205902",39445
"4206009",8528
"4206108",4131
"4206207",6933
"4206306",12594
"4206405",6929
"4206504",23342
"4206603",3165
"4206652",2804
"4206702",13967
"4206751",1283
"4206801",2171
"4206900",11176
"4207007",38776
"4207106",7779
"4207205",6792
"4207304",26466
"4207403",3517
"4207502",36751
"4207577",1829
"4207601",3080
"4207650",5549
"4207684",3432
"4207700",4811
"4207759",2663
"4207809",5904
"4207858",1250
"4207908",6241
"4208005",4117
"4208104",12323
"4208203",122359
"4208302",31082
"4208401",10184
"4208450",9592
"4208500",14123
"4208609",2635
"4208708",6636
"4208807",11197
"4208906",100561
"4208955",1099
"4209003",18392
"4209102",352038
"4209151",2738
"4209177",1288
"4209201",1430
"4209300",99960
"4209409",33344
"4209458",971
"4209508",4020
"4209607",9267
"4209706",6301
"4209805",2060
"4209854",3083
"4209904",6483
"4210001",6600
"4210035",3885
"4210050",1093
"4210100",34325
"4210209",2000
"4210308",4566
"4210407",4135
"4210506",14602
"4210555",1367
"4210605",9828
"4210704",1505
"4210803",4574
"4210852",1502
"4210902",2533
"4211009",6892
"4211058",4964
"4211108",4897
"4211207",10364
"4211256",1883
"4211306",38551
"4211405",2759
"4211454",2568
"4211504",8279
"4211603",8786
"4211652",1606
"4211702",14184
"4211751",10014
"4211801",4888
"4211850",1325
"4211876",1073
"4211892",1390
"4211900",90707
"4212007",4503
"4212056",1353
"4212106",10344
"4212205",10745
"4212239",2433
"4212254",4109
"4212270",2508
"4212304",4003
"4212403",2773
"4212502",16320
"4212601",1994
"4212700",3822
"4212809",10751
"4212908",10719
"4213005",2040
"4213104",3196
"4213153",1598
"4213203",19550
"4213302",2782
"4213351",1860
"4213401",6468
"4213500",10418
"4213609",21141
"4213708",9338
"4213807",4508
"4213906",1160
"4214003",9831
"4214102",1346
"4214151",1695
"4214201",6459
"4214300",1790
"4214409",3836
"4214508",3939
"4214607",4553
"4214706",6888
"4214805",41348
"4214904",3094
"4215000",24715
"4215059",1474
"4215075",2929
"4215109",7534
"4215208",3316
"4215307",4709
"4215356",2136
"4215406",2720
"4215455",6119
"4215505",9026
"4215554",1479
"4215604",1382
"4215653",5044
"4215679",5355
"4215687",1654
"4215695",900
"4215703",13221
"4215752",1506
"4215802",50116
"4215901",2022
"4216008",6986
"4216057",2954
"4216107",5823
"4216206",27068
"4216255",4195
"4216305",17298
"4216354",2061
"4216404",4393
"4216503",15922
"4216602",146258
"4216701",8783
"4216800",5285
"4216909",13830
"4217006",7196
"4217105",2093
"4217154",1159
"4217204",24718
"4217253",3354
"4217303",5974
"4217402",10273
"4217501",11420
"4217550",2125
"4217600",8616
"4217709",16833
"4217758",1604
"4217808",11176
"4217907",5562
"4217956",1092
"4218004",19898
"4218103",3336
"4218202",25684
"4218251",3816
"4218301",10702
"4218350",2480
"4218400",4546
"4218509",4186
"4218608",4301
"4218707",67529
"4218756",3072
"4218806",7805
"4218855",1817
"4218905",6690
"4218954",1586
"4219002",14060
"4219101",2117
"4219150",1685
"4219176",2875
"4219200",3754
"4219309",30874
"4219358",3000
"4219408",2276
"4219507",28639
"4219606",2729
"4219705",16737
"4219853",1922
"4300034",2730
"4300059",2386
"4300109",10813
"4300208",4727
"4300307",4495
"4300406",49143
"4300455",2642
"4300471",1442
"4300505",4835
"4300554",1189
"4300570",1989
"4300604",122583
"4300638",3663
"4300646",4404
"4300661",779
"4300703",4103
"4300802",8760
"4300851",2258
"4300877",3130
"4300901",4484
"4301008",13172
"4301057",4965
"4301073",1765
"4301107",8562
"4301206",8066
"4301305",11277
"4301404",6381
"4301503",4720
"4301552",2428
"4301602",74100
"4301636",6639
"4301651",3952
"4301701",4312
"4301750",4206
"4301800",3290
"4301859",1835
"4301875",2323
"4301909",7763
"4301925",1345
"4301958",1603
"4302006",6088
"4302055",1126
"4302105",76616
"4302154",1290
"4302204",4544
"4302220",1596
"4302238",1595
"4302253",1888
"4302303",6714
"4302352",8281
"4302378",1417
"4302402",7688
"4302451",4546
"4302501",4251
"4302584",1441
"4302600",2112
"4302659",3172
"4302709",12316
"4302808",20854
"4302907",8316
"4303004",52756
"4303103",79585
"4303202",2870
"4303301",3167
"4303400",3286
"4303509",39621
"4303558",1688
"4303608",4061
"4303673",2091
"4303707",4203
"4303806",3640
"4303905",41105
"4304002",3151
"4304101",2242
"4304200",18850
"4304309",4452
"4304358",5419
"4304408",25154
"4304507",32695
"4304606",215975
"4304614",1200
"4304622",1067
"4304630",26775
"4304655",1992
"4304663",14849
"4304671",2490
"4304689",7149
"4304697",1717
"4304705",38900
"4304713",4389
"4304804",17893
"4304853",1074
"4304903",6042
"4304952",1810
"4305009",6149
"4305108",302862
"4305116",1980
"4305124",3812
"4305132",2708
"4305157",1402
"4305173",6036
"4305207",8742
"4305306",6434
"4305355",24404
"4305371",1856
"4305405",2556
"4305439",3704
"4305447",3000
"4305454",7951
"4305504",3134
"4305587",1631
"4305603",2425
"4305702",4171
"4305801",6192
"4305835",985
"4305850",1617
"4305871",1650
"4305900",4559
"4305934",1133
"4305959",2643
"4305975",1788
"4306007",9077
"4306056",4315
"4306072",1707
"4306106",40093
"4306130",1395
"4306205",8256
"4306304",3070
"4306320",1924
"4306353",1674
"4306379",1729
"4306403",19657
"4306429",1216
"4306452",2277
"4306502",8173
"4306551",1756
"4306601",24132
"4306700",2143
"4306734",3425
"4306759",1315
"4306767",21502
"4306809",14055
"4306908",14427
"4306924",872
"4306932",5743
"4306957",1863
"4306973",1841
"4307005",65381
"4307054",2006
"4307104",4023
"4307203",3129
"4307302",4641
"4307401",1905
"4307450",2057
"4307500",9741
"4307559",4031
"4307609",29195
"4307708",54887
"4307807",21004
"4307815",2338
"4307831",1780
"4307864",1783
"4307906",44358
"4308003",4386
"4308052",1536
"4308078",2352
"4308102",8772
"4308201",19164
"4308250",1382
"4308300",5680
"4308409",4224
"4308433",1696
"4308458",2946
"4308508",19219
"4308607",22022
"4308656",1897
"4308706",3902
"4308805",5030
"4308854",1111
"4308904",10827
"4309001",10717
"4309050",4308
"4309100",22228
"4309126",1327
"4309159",2278
"4309209",169624
"4309258",1092
"4309308",62737
"4309407",15791
"4309506",5322
"4309555",2893
"4309571",1756
"4309605",12623
"4309654",3469
"4309704",3346
"4309753",2741
"4309803",3167
"4309902",4684
"4309951",2470
"4310009",13083
"4310108",20978
"4310207",52369
"4310306",2639
"4310330",11567
"4310363",2093
"4310405",4102
"4310413",1332
"4310439",3923
"4310462",1356
"4310504",4960
"4310538",3206
"4310553",2105
"4310579",1395
"4310603",23395
"4310652",1544
"4310702",2569
"4310751",1442
"4310801",14117
"4310850",2364
"4310876",1478
"4310900",2389
"4311007",17629
"4311106",7529
"4311122",2334
"4311130",2237
"4311155",5091
"4311205",12214
"4311239",1589
"4311254",3186
"4311270",1118
"4311304",17116
"4311403",49833
"4311429",1321
"4311502",4599
"4311601",3512
"4311627",3535
"4311643",1109
"4311700",3312
"4311718",2841
"4311734",1852
"4311759",4222
"4311775",4277
"4311791",1693
"4311809",25296
"4311908",3284
"4311981",2444
"4312005",1461
"4312054",2661
"4312104",3202
"4312138",1570
"4312153",2557
"4312179",1120
"4312203",3015
"4312252",4550
"4312302",2858
"4312351",1068
"4312377",1772
"4312385",1909
"4312401",39497
"4312427",1669
"4312443",2135
"4312450",3985
"4312476",4061
"4312500",7239
"4312609",3219
"4312617",1836
"4312625",1143
"4312658",11012
"4312674",1139
"4312708",7065
"4312757",2047
"4312807",2842
"4312906",6001
"4312955",1346
"4313003",2147
"4313011",1970
"4313037",3105
"4313060",11951
"4313086",1689
"4313102",4214
"4313201",13306
"4313300",15830
"4313334",1602
"4313359",2207
"4313375",14263
"4313391",2484
"4313409",160006
"4313425",2592
"4313441",1368
"4313466",1174
"4313490",2495
"4313508",26689
"4313607",2680
"4313656",7030
"4313706",20930
"4313805",4431
"4313904",25833
"4313953",5774
"4314001",4759
"4314027",4787
"4314035",2425
"4314050",32719
"4314068",2968
"4314076",4003
"4314100",122718
"4314134",1442
"4314159",5249
"4314175",1307
"4314209",4772
"4314308",2600
"4314407",217003
"4314423",3609
"4314456",1577
"4314464",1283
"4314472",2780
"4314498",2730
"4314506",7918
"4314555",1656
"4314605",11844
"4314704",6252
"4314753",1351
"4314779",2464
"4314787",1197
"4314803",20115
"4314902",966380
"4315008",3490
"4315057",1635
"4315073",1179
"4315107",6368
"4315131",1171
"4315149",1735
"4315156",3770
"4315172",1351
"4315206",2658
"4315305",14066
"4315313",1078
"4315321",1671
"4315354",2448
"4315404",4814
"4315453",1386
"4315503",10021
"4315552",2046
"4315602",128017
"4315701",23554
"4315750",2665
"4315800",6921
"4315909",3644
"4315958",1608
"4316006",12393
"4316105",6478
"4316204",3679
"4316303",4595
"4316402",24264
"4316428",1505
"4316436",1986
"4316451",7178
"4316477",1912
"4316501",4657
"4316600",10522
"4316709",5619
"4316733",1097
"4316758",3934
"4316808",81287
"4316907",175743
"4316956",4401
"4316972",1381
"4317004",4758
"4317103",51187
"4317202",46460
"4317251",1157
"4317301",19120
"4317400",32054
"4317509",49233
"4317558",1406
"4317608",24891
"4317707",6693
"4317756",1285
"4317806",8844
"4317905",9921
"4317954",1637
"4318002",38591
"4318051",2013
"4318101",12024
"4318200",12395
"4318309",37039
"4318408",13714
"4318424",3185
"4318432",1697
"4318440",1924
"4318457",1633
"4318465",1220
"4318481",2854
"4318499",1550
"4318507",14450
"4318606",4530
"4318614",1427
"4318622",2020
"4318705",142127
"4318804",28103
"4318903",21892
"4319000",13778
"4319109",3846
"4319125",1973
"4319158",4526
"4319208",3262
"4319307",4064
"4319356",2263
"4319364",1084
"4319372",1954
"4319406",10491
"4319505",14495
"4319604",14998
"4319703",2300
"4319711",1495
"4319737",1449
"4319752",1350
"4319802",5221
"4319901",48738
"4320008",86628
"4320107",14040
"4320206",6747
"4320230",1858
"4320263",4303
"4320305",3326
"4320321",1860
"4320354",3271
"4320404",9790
"4320453",1428
"4320503",4130
"4320552",3691
"4320578",1421
"4320602",2496
"4320651",1592
"4320677",6272
"4320701",9106
"4320800",18395
"4320859",2596
"4320909",13290
"4321006",6824
"4321105",10149
"4321204",35122
"4321303",16631
"4321329",1894
"4321352",3134
"4321402",8043
"4321436",6124
"4321451",19089
"4321469",1792
"4321477",3897
"4321493",1985
"4321501",22870
"4321600",26119
"4321626",1553
"4321634",1944
"4321667",6746
"4321709",15701
"4321808",15893
"4321832",1691
"4321857",2605
"4321907",15912
"4321956",3396
"4322004",15858
"4322103",3989
"4322152",2580
"4322186",971
"4322202",13939
"4322251",2746
"4322301",5749
"4322327",2232
"4322343",1551
"4322350",1032
"4322376",1457
"4322400",77187
"4322509",38315
"4322525",2000
"4322533",7132
"4322541",3576
"4322558",1345
"4322608",43856
"4322707",15681
"4322806",16040
"4322855",1314
"4322905",3450
"4323002",151760
"4323101",3067
"4323200",2006
"4323309",2296
"4323358",1409
"4323408",2890
"4323457",2646
"4323507",1772
"4323606",1099
"4323705",1785
"4323754",2131
"4323770",1966
"4323804",7841
"5000203",8378
"5000252",2783
"5000609",19005
"5000708",13163
"5000807",4764
"5000856",5444
"5000906",4052
"5001003",13658
"5001102",26180
"5001243",4940
"5001508",3916
"5001904",11917
"5002001",6183
"5002100",12811
"5002159",4469
"5002209",11608
"5002308",6975
"5002407",14276
"5002605",8233
"5002704",515617
"5002803",3137
"5002902",12898
"5002951",12590
"5003108",2802
"5003157",6520
"5003207",60834
"5003256",12295
"5003306",19220
"5003454",7050
"5003488",5660
"5003504",3061
"5003702",124354
"5003751",6552
"5003801",11812
"5003900",1734
"5004007",5994
"5004106",5668
"5004304",8158
"5004403",4448
"5004502",11219
"5004601",9726
"5004700",13895
"5004809",3008
"5004908",3797
"5005004",14134
"5005103",2356
"5005152",2951
"5005202",11119
"5005251",3484
"5005400",22802
"5005608",13577
"5005681",10030
"5005707",28148
"5005806",7827
"5006002",9824
"5006200",28093
"5006259",2822
"5006309",24480
"5006358",5054
"5006408",4459
"5006606",43660
"5006903",8336
"5007109",12225
"5007208",18332
"5007307",2930
"5007406",10868
"5007505",3026
"5007554",4124
"5007695",13983
"5007703",5421
"5007802",3688
"5007901",24656
"5007935",8295
"5007950",4563
"5007976",1974
"5008008",10440
"5008305",64711
"5008404",3388
"5100102",2635
"5100201",12976
"5100250",29622
"5100300",9579
"5100359",2727
"5100409",6280
"5100508",5546
"5100607",4885
"5100805",4757
"5101001",1933
"5101209",611
"5101258",9172
"5101308",5973
"5101407",10516
"5101605",4014
"5101704",17489
"5101803",34961
"5101852",3078
"5101902",8907
"5102504",50458
"5102603",5671
"5102637",17210
"5102678",19579
"5102686",3132
"5102694",2652
"5102702",10827
"5102793",5921
"5102850",4624
"5103007",10151
"5103056",6287
"5103106",3080
"5103205",18544
"5103254",14466
"5103304",10045
"5103353",14027
"5103361",1949
"5103379",8375
"5103403",364079
"5103437",2681
"5103452",4412
"5103502",12400
"5103601",4564
"5103700",5811
"5103809",2240
"5103858",2977
"5103908",2606
"5103957",1828
"5104104",19965
"5104203",8249
"5104500",1293
"5104526",3157
"5104542",3089
"5104559",2527
"5104609",7168
"5104807",15246
"5104906",3625
"5105002",5409
"5105101",18942
"5105150",23273
"5105176",6231
"5105200",6749
"5105234",2918
"5105259",30296
"5105309",1195
"5105507",7662
"5105580",6661
"5105606",8200
"5105622",15062
