"city","voto_obrig"
"2709103",6976
"2709152",16771
"2709202",7458
"2709301",24979
"2709400",10287
"2800100",1066
"2800209",8655
"2800308",367656
"2800407",4700
"2800506",7612
"2800605",13919
"2800670",11990
"2800704",2854
"2801009",7439
"2801108",1545
"2801207",9247
"2801306",13936
"2801405",7961
"2801504",7166
"2801603",2851
"2801702",6632
"2801900",1804
"2802007",1974
"2802106",33153
"2802205",2201
"2802304",6250
"2802403",4776
"2802502",1538
"2802601",2395
"2802700",3687
"2802809",6556
"2802908",43472
"2803005",15997
"2803104",2188
"2803203",13652
"2803302",8325
"2803401",5342
"2803500",44819
"2803609",14329
"2803708",2674
"2803807",1574
"2803906",5540
"2804003",8235
"2804102",5249
"2804201",5263
"2804300",3405
"2804409",8756
"2804458",3490
"2804508",14847
"2804607",10862
"2804706",2765
"2804805",90987
"2804904",5271
"2805000",1445
"2805109",3850
"2805208",2630
"2805307",4021
"2805406",10856
"2805505",9496
"2805604",11284
"2805703",14614
"2805802",8076
"2805901",4665
"2806008",8104
"2806107",4888
"2806206",8665
"2806305",4755
"2806404",3359
"2806503",1682
"2806602",5677
"2806701",44263
"2806800",4224
"2806909",1480
"2807006",1477
"2807105",17768
"2807204",3758
"2807303",1304
"2807402",21336
"2807501",5025
"2807600",10096
"2900108",4482
"2900207",7047
"2900306",6796
"2900355",6346
"2900405",6904
"2900504",5041
"2900603",2180
"2900702",86068
"2900801",9734
"2900900",2717
"2901007",17065
"2901106",14021
"2901155",6815
"2901205",10531
"2901304",5857
"2901353",7005
"2901403",6558
"2901502",5246
"2901601",8119
"2901700",5116
"2901809",5326
"2901908",7594
"2901957",3151
"2902005",6270
"2902054",5377
"2902104",19999
"2902203",5379
"2902252",3882
"2902302",3975
"2902401",6087
"2902500",5863
"2902609",9164
"2902658",5188
"2902708",20539
"2902807",11139
"2902906",15547
"2903003",7401
"2903102",3001
"2903201",80231
"2903235",6990
"2903276",7327
"2903300",3023
"2903409",9602
"2903508",7323
"2903607",6762
"2903706",6427
"2903805",7270
"2903904",31181
"2903953",4621
"2904001",6513
"2904050",6744
"2904100",10319
"2904209",5109
"2904308",6961
"2904407",5543
"2904506",5055
"2904605",37315
"2904704",8892
"2904753",8406
"2904803",5038
"2904852",7257
"2904902",17264
"2905008",11593
"2905107",4429
"2905156",6425
"2905206",24717
"2905305",7907
"2905404",8333
"2905503",5366
"2905602",14359
"2905701",151449
"2905800",14813
"2905909",11705
"2906006",29926
"2906105",3854
"2906204",11715
"2906303",15646
"2906402",4264
"2906501",51729
"2906600",6718
"2906709",13084
"2906808",13709
"2906824",7018
"2906857",5535
"2906873",13680
"2906899",4454
"2906907",9539
"2907004",3915
"2907103",12368
"2907202",29988
"2907301",12247
"2907400",1273
"2907509",31314
"2907558",4259
"2907608",8340
"2907707",4590
"2907806",14155
"2907905",7421
"2908002",10405
"2908101",8547
"2908200",11022
"2908309",9402
"2908408",31911
"2908507",17690
"2908606",9968
"2908705",7755
"2908804",2212
"2908903",11158
"2909000",3995
"2909109",6209
"2909208",5997
"2909307",14809
"2909406",5774
"2909505",2282
"2909604",8042
"2909703",5704
"2909802",35283
"2909901",13728
"2910008",5099
"2910057",39601
"2910107",5893
"2910206",1984
"2910305",3902
"2910404",9927
"2910503",20091
"2910602",14973
"2910701",25244
"2910727",54713
"2910750",7136
"2910776",3083
"2910800",342589
"2910859",8005
"2910909",2489
"2911006",4633
"2911105",10522
"2911204",14720
"2911253",2278
"2911303",5073
"2911402",6965
"2911501",3727
"2911600",10543
"2911659",4754
"2911709",45129
"2911808",8695
"2911857",5570
"2911907",11410
"2912004",5448
"2912103",12186
"2912202",8820
"2912301",7412
"2912400",8971
"2912509",6455
"2912608",2077
"2912707",8222
"2912806",3882
"2912905",8393
"2913002",7580
"2913101",8596
"2913200",13271
"2913309",2860
"2913408",8172
"2913457",5555
"2913507",11092
"2913606",105068
"2913705",16383
"2913804",7021
"2913903",22880
"2914000",26432
"2914109",4990
"2914208",3134
"2914307",5713
"2914406",11023
"2914505",13277
"2914604",37127
"2914653",12634
"2914703",32408
"2914802",124320
"2914901",10952
"2915007",6314
"2915106",5499
"2915205",7253
"2915304",3234
"2915353",5452
"2915403",3203
"2915502",10549
"2915601",30368
"2915700",3555
"2915809",10664
"2915908",3282
"2916005",10069
"2916104",12228
"2916203",5390
"2916302",4215
"2916401",38705
"2916500",10909
"2916609",4801
"2916708",3143
"2916807",9219
"2916856",6883
"2916906",6046
"2917003",15851
"2917102",9566
"2917201",8480
"2917300",13075
"2917334",4899
"2917359",4341
"2917409",7132
"2917508",42562
"2917607",22501
"2917706",16450
"2917805",7020
"2917904",4264
"2918001",85376
"2918100",14936
"2918209",6915
"2918308",6174
"2918357",10711
"2918407",108588
"2918456",4105
"2918506",6720
"2918555",2769
"2918605",4293
"2918704",1908
"2918753",6479
"2918803",10292
"2918902",1860
"2919009",1754
"2919058",3701
"2919108",3807
"2919157",12656
"2919207",107125
"2919306",5073
"2919405",6318
"2919504",22082
"2919553",35753
"2919603",4726
"2919702",7764
"2919801",21371
"2919900",3654
"2919926",11197
"2919959",3054
"2920007",4049
"2920106",8946
"2920205",6768
"2920304",4123
"2920403",6422
"2920452",6303
"2920502",11831
"2920601",21596
"2920700",8077
"2920809",4310
"2920908",6006
"2921005",23324
"2921054",4727
"2921104",10517
"2921203",12839
"2921302",5095
"2921401",7219
"2921450",4633
"2921500",20173
"2921609",3631
"2921708",16116
"2921807",6142
"2921906",5392
"2922003",18045
"2922052",5653
"2922102",11407
"2922201",3993
"2922250",4273
"2922300",15604
"2922409",10607
"2922508",14384
"2922607",5588
"2922656",5176
"2922706",7079
"2922730",3858
"2922755",2962
"2922805",3006
"2922854",3616
"2922904",9883
"2923001",18733
"2923035",5438
"2923050",7230
"2923100",10903
"2923209",10353
"2923308",4054
"2923357",7088
"2923407",9902
"2923506",4250
"2923605",11600
"2923704",13430
"2923803",12755
"2923902",4546
"2924009",59218
"2924058",6500
"2924108",3253
"2924207",5519
"2924306",8237
"2924405",13500
"2924504",7973
"2924603",9444
"2924652",4874
"2924678",4434
"2924702",6312
"2924801",10942
"2924900",3983
"2925006",10860
"2925105",20238
"2925204",20184
"2925253",7160
"2925303",69272
"2925402",4776
"2925501",13058
"2925600",7327
"2925709",5735
"2925758",10373
"2925808",11599
"2925907",10758
"2925931",4201
"2925956",9589
"2926004",17370
"2926103",6385
"2926202",9381
"2926301",17987
"2926400",14620
"2926509",5221
"2926608",21922
"2926657",3369
"2926707",6886
"2926806",6891
"2926905",5649
"2927002",16319
"2927101",3633
"2927200",14200
"2927309",7471
"2927408",1820089
"2927507",9234
"2927606",5776
"2927705",13346
"2927804",3256
"2927903",4719
"2928000",16104
"2928059",5615
"2928109",19374
"2928208",11398
"2928307",4185
"2928406",12499
"2928505",4315
"2928604",33353
"2928703",54700
"2928802",23190
"2928901",12441
"2928950",4945
"2929008",8177
"2929057",6563
"2929107",10343
"2929206",19464
"2929255",9102
"2929305",18550
"2929354",2485
"2929370",4409
"2929404",4950
"2929503",24155
"2929602",9091
"2929701",8095
"2929750",6403
"2929800",5929
"2929909",22065
"2930006",5064
"2930105",40296
"2930154",13419
"2930204",16266
"2930303",8672
"2930402",7151
"2930501",40998
"2930600",6233
"2930709",70381
"2930758",5212
"2930766",4957
"2930774",10818
"2930808",7386
"2930907",5079
"2931004",9826
"2931053",7413
"2931103",4237
"2931202",7958
"2931301",7494
"2931350",76793
"2931400",3868
"2931509",9792
"2931608",6203
"2931707",6972
"2931806",7817
"2931905",22340
"2932002",11687
"2932101",8724
"2932200",10234
"2932309",11107
"2932408",7532
"2932457",7852
"2932507",11192
"2932606",8441
"2932705",9657
"2932804",8153
"2932903",45835
"2933000",13761
"2933059",6161
"2933109",4397
"2933158",5987
"2933174",4495
"2933208",21437
"2933257",2914
"2933307",176698
"2933406",4237
"2933455",5767
"2933505",9574
"2933604",20312
"3100104",4362
"3100203",14186
"3100302",7655
"3100401",2197
"3100500",5116
"3100609",6499
"3100708",1289
"3100807",2434
"3100906",8709
"3101003",5599
"3101102",14300
"3101201",3670
"3101300",1567
"3101409",1751
"3101508",21958
"3101607",47790
"3101631",3698
"3101706",19385
"3101805",3877
"3101904",11623
"3102001",8445
"3102050",3102
"3102100",7039
"3102209",2412
"3102308",8811
"3102407",1605
"3102506",2748
"3102605",23752
"3102704",4016
"3102803",7658
"3102852",3323
"3102902",6672
"3103009",5225
"3103108",1016
"3103207",1353
"3103306",1235
"3103405",18909
"3103504",72693
"3103603",1760
"3103702",4014
"3103751",3769
"3103801",1783
"3103900",4956
"3104007",62907
"3104106",5775
"3104205",24899
"3104304",8766
"3104403",1770
"3104452",2223
"3104502",9311
"3104601",8426
"3104700",6811
"3104809",2656
"3104908",11287
"3105004",4667
"3105103",14943
"3105202",2344
"3105301",3328
"3105400",18416
"3105509",3140
"3105608",83027
"3105707",3436
"3105905",12818
"3106002",5949
"3106101",1910
"3106200",1644078
"3106309",13667
"3106408",4675
"3106507",6118
"3106606",1934
"3106655",2113
"3106705",241335
"3106804",2164
"3106903",8616
"3107000",1631
"3107109",24087
"3107208",2822
"3107307",26779
"3107406",29118
"3107505",3881
"3107604",2436
"3107703",3302
"3107802",8148
"3107901",6364
"3108008",10215
"3108107",4129
"3108206",3391
"3108255",3992
"3108305",11107
"3108404",9279
"3108503",3194
"3108552",7972
"3108602",17072
"3108701",2522
"3108800",2631
"3108909",8801
"3109006",21965
"3109105",6844
"3109204",5684
"3109253",2093
"3109303",11943
"3109402",14474
"3109451",3534
"3109501",8589
"3109600",2442
"3109709",6919
"3109808",1440
"3109907",6647
"3110004",26197
"3110103",2793
"3110202",2388
"3110301",8818
"3110400",1970
"3110509",12531
"3110608",17171
"3110707",7633
"3110806",1800
"3110905",9457
"3111002",13020
"3111101",12301
"3111150",1771
"3111200",32693
"3111309",7087
"3111408",4079
"3111507",8410
"3111606",16020
"3111705",2704
"3111804",6746
"3111903",3417
"3112000",9110
"3112059",2274
"3112109",2919
"3112208",2903
"3112307",17313
"3112406",4089
"3112505",5481
"3112604",9133
"3112653",2637
"3112703",7115
"3112802",5321
"3112901",4890
"3113008",9593
"3113107",1988
"3113206",14942
"3113305",19879
"3113404",51371
"3113503",4723
"3113602",3666
"3113701",10443
"3113800",1311
"3113909",6868
"3114006",6794
"3114105",7938
"3114204",12704
"3114303",18667
"3114402",12914
"3114501",11033
"3114550",5850
"3114600",2393
"3114709",2065
"3114808",2719
"3114907",1419
"3115003",1872
"3115102",10529
"3115201",2477
"3115300",46014
"3115359",2973
"3115409",1931
"3115458",2892
"3115474",2324
"3115508",13753
"3115607",686
"3115706",3605
"3115805",6222
"3115904",1625
"3116001",3133
"3116100",6742
"3116159",5278
"3116209",1631
"3116308",3758
"3116407",2795
"3116506",4333
"3116605",16661
"3116704",4219
"3116803",4522
"3116902",1873
"3117009",3927
"3117108",5976
"3117207",1727
"3117306",14096
"3117405",2562
"3117504",8694
"3117603",3175
"3117702",7370
"3117801",6399
"3117836",3457
"3117876",3835
"3117900",6770
"3118007",31763
"3118106",2144
"3118205",4033
"3118304",79166
"3118403",12140
"3118502",1001
"3118601",408595
"3118700",5593
"3118809",13766
"3118908",5383
"3119005",1878
"3119104",14008
"3119203",5453
"3119302",17652
"3119401",66798
"3119500",4750
"3119609",1876
"3119708",2090
"3119807",2136
"3119906",2336
"3119955",3771
"3120003",1648
"3120102",2375
"3120151",2291
"3120201",7043
"3120300",2556
"3120409",3066
"3120508",6255
"3120607",2895
"3120706",2290
"3120805",8859
"3120839",2436
"3120870",3183
"3120904",45527
"3121001",2878
"3121100",4805
"3121209",4096
"3121258",4742
"3121308",2989
"3121407",4114
"3121506",1751
"3121605",26927
"3121704",1986
"3121803",5282
"3121902",1948
"3122009",10542
"3122108",2619
"3122207",3809
"3122306",144881
"3122355",2752
"3122405",3248
"3122454",4458
"3122470",2135
"3122504",2987
"3122603",2272
"3122702",3138
"3122801",1838
"3122900",3695
"3123007",6058
"3123106",2644
"3123205",8207
"3123304",2431
"3123403",909
"3123502",1210
"3123528",3776
"3123601",15184
"3123700",5323
"3123809",3824
"3123858",2954
"3123908",9032
"3124005",10270
"3124104",34777
"3124203",12930
"3124302",15708
"3124401",2774
"3124500",6906
"3124609",1368
"3124708",2008
"3124807",4559
"3124906",6509
"3125002",2224
"3125101",18349
"3125200",1476
"3125309",1887
"3125408",2575
"3125507",1536
"3125606",3038
"3125705",8422
"3125804",1562
"3125903",5460
"3125952",5636
"3126000",4165
"3126109",43001
"3126208",4133
"3126307",2478
"3126406",1668
"3126505",5391
"3126604",2437
"3126703",12612
"3126752",2504
"3126802",2623
"3126901",4624
"3126950",1612
"3127008",8257
"3127057",2015
"3127073",2207
"3127107",34877
"3127206",2131
"3127305",3568
"3127339",2459
"3127354",1701
"3127370",1596
"3127388",2226
"3127404",2504
"3127503",2971
"3127602",7147
"3127701",163512
"3127800",7458
"3127909",867
"3128006",17954
"3128105",8530
"3128204",5715
"3128253",2659
"3128303",11352
"3128402",5156
"3128501",2357
"3128600",3953
"3128709",31982
"3128808",4308
"3128907",4427
"3129004",5182
"3129103",3554
"3129202",3681
"3129301",5580
"3129400",2902
"3129509",14906
"3129608",3867
"3129657",2794
"3129707",7384
"3129806",98860
"3129905",2044
"3130002",1652
"3130051",5621
"3130101",21042
"3130200",5722
"3130309",5435
"3130408",3654
"3130507",6921
"3130556",3430
"3130606",4469
"3130655",3070
"3130705",3635
"3130804",1633
"3130903",13656
"3131000",3569
"3131109",3825
"3131158",9480
"3131208",10417
"3131307",159362
"3131406",2395
"3131505",5944
"3131604",3974
"3131703",71497
"3131802",5775
"3131901",29922
"3132008",2794
"3132107",8566
"3132206",7812
"3132305",5351
"3132404",60154
"3132503",16145
"3132602",2709
"3132701",10952
"3132800",1239
"3132909",6413
"3133006",9087
"3133105",9278
"3133204",6350
"3133303",10472
"3133402",9215
"3133501",13311
"3133600",5493
"3133709",5975
"3133758",9973
"3133808",57607
"3133907",3208
"3134004",6940
"3134103",3214
"3134202",61582
"3134301",3948
"3134400",21688
"3134509",2533
"3134608",9991
"3134707",5632
"3134806",4538
"3134905",14520
"3135001",1870
"3135050",16980
"3135076",2389
"3135100",36858
"3135209",32428
"3135308",2463
"3135357",4076
"3135407",3435
"3135456",3363
"3135506",6988
"3135605",4194
"3135704",3063
"3135803",11096
"3135902",2979
"3136009",6313
"3136108",2921
"3136207",49186
"3136306",26683
"3136405",2302
"3136504",5061
"3136520",2261
"3136553",2098
"3136579",1752
"3136603",3209
"3136652",13649
"3136702",351902
"3136801",2299
"3136900",5843
"3136959",2632
"3137007",6811
"3137106",4703
"3137205",29161
"3137304",2232
"3137403",7549
"3137502",10715
"3137536",5047
"3137601",34315
"3137700",10559
"3137809",12193
"3137908",1902
"3138005",4155
"3138104",3461
"3138203",61269
"3138302",1906
"3138351",2494
"3138401",32108
"3138500",3146
"3138609",9843
"3138625",4246
"3138658",4102
"3138674",3428
"3138682",3030
"3138708",3242
"3138807",10967
"3138906",3433
"3139003",23879
"3139102",3044
"3139201",8583
"3139250",3170
"3139300",8588
"3139409",47678
"3139508",12084
"3139607",15411
"3139706",4318
"3139805",7229
"3139904",8758
"3140001",33936
"3140100",2082
"3140159",7857
"3140209",1605
"3140308",2261
"3140407",1777
"3140506",7593
"3140530",3938
"3140555",3374
"3140605",2174
"3140704",17008
"3140803",8581
"3140852",4410
"3140902",9329
"3141009",6733
"3141108",21856
"3141207",2290
"3141306",2187
"3141405",10362
"3141504",3232
"3141603",6063
"3141702",3259
"3141801",14273
"3141900",2351
"3142007",6948
"3142106",5948
"3142205",8005
"3142254",2064
"3142304",2793
"3142403",4526
"3142502",1281
"3142601",4940
"3142700",7536
"3142809",11905
"3142908",11516
"3143005",8004
"3143104",29390
"3143153",1757
"3143203",12631
"3143302",230885
"3143401",13934
"3143450",3483
"3143500",5001
"3143609",1558
"3143708",1636
"3143807",3775
"3143906",64667
"3144003",14273
"3144102",13179
"3144201",1518
"3144300",23164
"3144359",3490
"3144375",1850
"3144409",2997
"3144508",4839
"3144607",15464
"3144656",3802
"3144672",1816
"3144706",10950
"3144805",56066
"3144904",1852
"3145000",7756
"3145059",3910
"3145109",9663
"3145208",48016
"3145307",12627
"3145356",4359
"3145372",2468
"3145406",1121
"3145455",2678
"3145505",1485
"3145604",25141
"3145703",1171
"3145802",1736
"3145851",2516
"3145877",3807
"3145901",23820
"3146008",20096
"3146107",45711
"3146206",2619
"3146255",2506
"3146305",9029
"3146404",2830
"3146503",5210
"3146552",2501
"3146602",949
"3146701",3970
"3146750",3075
"3146909",8320
"3147006",51027
"3147105",55255
"3147204",12966
"3147303",12041
"3147402",14073
"3147501",973
"3147600",10034
"3147709",5234
"3147808",1218
"3147907",69561
"3147956",2578
"3148004",92349
"3148103",51496
"3148202",3323
"3148301",5455
"3148400",2407
"3148509",4185
"3148608",8468
"3148707",11799
"3148756",3550
"3148806",1807
"3148905",2482
"3149002",1226
"3149101",6866
"3149150",4868
"3149200",2128
"3149309",38383
"3149408",1093
"3149507",1937
"3149606",2494
"3149705",5635
"3149804",8820
"3149903",12879
"3149952",3496
"3150000",2068
"3150109",1693
"3150158",3649
"3150208",2190
"3150307",2846
"3150406",2707
"3150505",5260
"3150539",2391
"3150570",3393
"3150604",3759
"3150703",2909
"3150802",9529
"3150901",3212
"3151008",4928
"3151107",6606
"3151206",32719
"3151305",6796
"3151404",15923
"3151503",20781
"3151602",6536
"3151701",10464
"3151800",103630
"3151909",5033
"3152006",16904
"3152105",37043
"3152131",2074
"3152170",4563
"3152204",19547
"3152303",6201
"3152402",6962
"3152501",87473
"3152600",3892
"3152709",5359
"3152808",15988
"3152907",5559
"3153004",2044
"3153103",3003
"3153202",1961
"3153301",1554
"3153400",11386
"3153509",4849
"3153608",5950
"3153707",1864
"3153806",1227
"3153905",10026
"3154002",13854
"3154101",6202
"3154150",3599
"3154200",6902
"3154309",9570
"3154408",2858
"3154457",4130
"3154507",4467
"3154606",184234
"3154705",2505
"3154804",5778
"3154903",8278
"3155009",1450
"3155108",2527
"3155207",3402
"3155306",3313
"3155405",5366
"3155504",7582
"3155603",13557
"3155702",8730
"3155801",10731
"3155900",3224
"3156007",5901
"3156106",3135
"3156205",1276
"3156304",4381
"3156403",2263
"3156452",2455
"3156502",3806
"3156601",4658
"3156700",80731
"3156809",8055
"3156908",15467
"3157005",21669
"3157104",3170
"3157203",17838
"3157252",4350
"3157278",1590
"3157302",2686
"3157336",5093
"3157377",1982
"3157401",2757
"3157500",2243
"3157609",1909
"3157658",2441
"3157708",7405
"3157807",130184
"3157906",8435
"3158003",5786
"3158102",2492
"3158201",6754
"3158300",4540
"3158409",2211
"3158508",4285
"3158607",2291
"3158706",1257
"3158805",2635
"3158904",4483
"3158953",16165
"3159001",2286
"3159100",2249
"3159209",5954
"3159308",2999
"3159357",3651
"3159407",1950
"3159506",3012
"3159605",23634
"3159704",1896
"3159803",11074
"3159902",10160
"3160009",2032
"3160108",2226
"3160207",1779
"3160306",5280
"3160405",16615
"3160454",2787
"3160504",941
"3160603",1704
"3160702",29775
"3160801",2534
"3160900",2381
"3160959",2991
"3161007",10595
"3161056",1651
"3161106",26385
"3161205",3930
"3161304",3603
"3161403",2971
"3161502",6373
"3161601",2119
"3161650",1802
"3161700",3535
"3161809",6510
"3161908",5767
"3162005",14558
"3162104",19711
"3162203",4307
"3162252",2544
"3162302",1710
"3162401",10779
"3162450",4309
"3162500",57556
"3162559",5664
"3162575",2740
"3162609",4338
"3162658",1903
"3162708",10433
"3162807",8040
"3162906",16067
"3162922",15656
"3162948",4322
"3162955",12553
"3163003",1909
"3163102",2550
"3163201",2453
"3163300",1935
"3163409",3181
"3163508",3261
"3163607",1368
"3163706",27088
"3163805",3673
"3163904",3099
"3164001",4650
"3164100",2827
"3164209",5479
"3164308",4236
"3164407",2866
"3164431",1656
"3164472",2906
"3164506",4770
"3164605",3662
"3164704",41139
"3164803",882
"3164902",1333
"3165008",6508
"3165107",4129
"3165206",3794
"3165305",4323
"3165404",3587
"3165503",2805
"3165537",15999
"3165552",3891
"3165560",1562
"3165578",3080
"3165602",1115
"3165701",4286
"3165800",1189
"3165909",2165
"3166006",3193
"3166105",1695
"3166204",6133
"3166303",3743
"3166402",1100
"3166501",1651
"3166600",479
"3166709",4291
"3166808",6394
"3166907",4104
"3166956",2275
"3167004",1100
"3167103",10005
"3167202",142181
"3167301",1293
"3167400",3616
"3167509",1532
"3167608",9725
"3167707",2980
"3167806",3502
"3167905",2404
"3168002",16365
"3168051",1785
"3168101",2693
"3168200",1120
"3168309",2152
"3168408",7615
"3168507",6862
"3168606",78670
"3168705",53903
"3168804",4645
"3168903",4251
"3169000",9912
"3169059",2606
"3169109",3299
"3169208",5688
"3169307",45180
"3169356",17548
"3169406",33165
"3169505",3208
"3169604",14986
"3169703",9964
"3169802",2822
"3169901",66294
"3170008",5539
"3170057",6671
"3170107",200145
"3170206",410086
"3170305",1285
"3170404",47611
"3170438",2658
"3170479",1714
"3170503",5647
"3170529",6889
"3170578",3470
"3170602",1401
"3170651",2177
"3170701",82420
"3170750",3674
"3170800",20364
"3170909",8383
"3171006",12620
"3171030",3349
"3171071",2876
"3171105",2080
"3171154",2669
"3171204",64912
"3171303",48168
"3171402",2222
"3171501",1660
"3171600",6990
"3171709",5203
"3171808",5768
"3171907",2772
"3172004",23622
"3172103",2878
"3172202",1628
"3200102",18040
"3200136",5369
"3200169",6098
"3200201",17764
"3200300",8991
"3200359",4008
"3200409",15082
"3200508",4299
"3200607",50049
"3200706",6023
"3200805",16956
"3200904",23308
"3201001",7944
"3201100",5860
"3201159",6031
"3201209",122265
"3201308",220599
"3201407",22044
"3201506",72644
"3201605",15207
"3201704",6853
"3201803",2452
"3201902",19349
"3202009",3421
"3202108",12375
"3202207",10122
"3202256",6547
"3202306",16034
"3202405",65913
"3202454",12246
"3202504",6972
"3202553",4385
"3202603",8408
"3202652",6226
"3202702",8352
"3202801",17858
"3202900",6770
"3203007",15513
"3203056",13671
"3203106",6324
"3203130",10348
"3203163",6755
"3203205",84896
"3203304",7112
"3203320",20397
"3203346",8677
"3203353",6831
"3203403",15676
"3203502",9799
"3203601",3056
"3203700",10240
"3203809",8634
"3203908",27041
"3204005",11711
"3204054",12315
"3204104",13146
"3204203",11325
"3204252",3598
"3204302",5731
"3204351",10384
"3204401",7147
"3204500",7183
"3204559",20380
"3204609",13668
"3204658",4800
"3204708",19649
"3204807",6085
"3204906",64321
"3204955",7029
"3205002",260618
"3205010",12714
"3205036",10936
"3205069",13170
"3205101",41061
"3205150",5018
"3205176",8128
"3205200",280345
"3205309",227512
"3300100",108841
"3300159",6403
"3300209",68934
"3300225",7267
"3300233",18051
"3300258",18049
"3300308",62081
"3300407",118640
"3300456",295187
"3300506",15727
"3300605",21388
"3300704",117486
"3300803",33962
"3300902",9002
"3300936",8483
"3300951",5182
"3301009",288814
"3301108",12090
"3301157",7451
"3301207",10687
"3301306",22166
"3301405",12930
"3301504",13243
"3301603",6464
"3301702",545373
"3301801",8716
"3301850",31183
"3301876",14782
"3301900",138709
"3302007",69160
"3302056",8915
"3302106",14244
"3302205",62381
"3302254",18228
"3302270",57663
"3302304",4301
"3302403",137723
"3302452",3233
"3302502",140605
"3302601",23867
"3302700",84634
"3302809",11832
"3302858",110292
"3302908",15421
"3303005",16006
"3303104",9126
"3303203",106609
"3303302",338695
"3303401",120438
"3303500",507108
"3303609",31571
"3303708",26055
"3303807",23063
"3303856",15302
"3303906",194834
"3303955",14695
"3304003",16896
"3304102",10397
"3304110",10443
"3304128",8310
"3304144",85443
"3304151",12220
"3304201",78970
"3304300",34819
"3304409",10528
"3304508",5183
"3304524",70114
"3304557",4254495
"3304607",5930
"3304706",25402
"3304755",21862
"3304805",23121
"3304904",674811
"3305000",19925
"3305109",299798
"3305133",4178
"3305158",12233
"3305208",54932
"3305307",5121
"3305406",10894
"3305505",47235
"3305554",49278
"3305604",12014
"3305703",8769
"3305752",18999
"3305802",103370
"3305901",5891
"3306008",49648
"3306107",45536
"3306156",5462
"3306206",21565
"3306305",176327
"3500105",22597
"3500204",2357
"3500303",19892
"3500402",4956
"3500501",11206
"3500550",3502
"3500600",1750
"3500709",22074
"3500758",3062
"3500808",2450
"3500907",2373
"3501004",10064
"3501103",2675
"3501152",10679
"3501202",2617
"3501301",14941
"3501400",3208
"3501509",1806
"3501608",147248
"3501707",21852
"3501806",3646
"3501905",44548
"3502002",2709
"3502101",36937
"3502200",13958
"3502309",3332
"3502408",2359
"3502507",23657
"3502606",2706
"3502705",14554
"3502754",10355
"3502804",124612
"3502903",17708
"3503000",3424
"3503109",3741
"3503158",1483
"3503208",143909
"3503307",79517
"3503356",1172
"3503406",4981
"3503505",2150
"3503604",6202
"3503703",5465
"3503802",28287
"3503901",47781
"3503950",1138
"3504008",64721
"3504107",81806
"3504206",9407
"3504305",3011
"3504404",7388
"3504503",54411
"3504602",9807
"3504701",2997
"3504800",5459
"3504909",6236
"3505005",1835
"3505104",3952
"3505203",20138
"3505302",24173
"3505351",2869
"3505401",3814
"3505500",74848
"3505609",17532
"3505708",156961
"3505807",13253
"3505906",37105
"3506003",232281
"3506102",49717
"3506201",1711
"3506300",6768
"3506359",29149
"3506409",4688
"3506508",74041
"3506607",17152
"3506706",8229
"3506805",7002
"3506904",5768
"3507001",31534
"3507100",12470
"3507159",1864
"3507209",536
"3507308",2684
"3507407",9305
"3507456",1375
"3507506",83675
"3507605",96755
"3507704",3154
"3507753",1580
"3507803",13526
"3507902",13702
"3508009",10411
"3508108",10075
"3508207",2711
"3508306",2609
"3508405",25852
"3508504",56244
"3508603",19844
"3508702",11212
"3508801",10564
"3508900",2504
"3509007",56668
"3509106",3110
"3509205",40990
"3509254",15914
"3509304",6330
"3509403",14382
"3509452",3326
"3509502",743075
"3509601",48405
"3509700",30892
"3509809",2672
"3509908",7155
"3509957",2675
"3510005",19316
"3510104",1770
"3510153",2484
"3510203",27533
"3510302",10800
"3510401",31307
"3510500",64513
"3510609",240014
"3510708",7427
"3510807",18237
"3510906",1606
"3511003",11223
"3511102",76125
"3511201",4638
"3511300",5254
"3511409",10917
"3511508",26973
"3511607",10326
"3511706",9534
"3511904",4433
"3512001",11304
"3512100",3712
"3512209",15142
"3512308",10102
"3512407",13802
"3512506",3456
"3512605",2897
"3512704",2384
"3512803",38530
"3512902",4683
"3513009",130106
"3513108",20574
"3513207",4754
"3513306",1486
"3513405",51345
"3513504",76442
"3513603",13125
"3513702",20634
"3513801",255178
"3513850",1045
"3513900",7357
"3514007",4577
"3514106",15340
"3514205",1320
"3514304",5599
"3514403",29300
"3514502",7947
"3514601",5207
"3514700",3801
"3514809",7680
"3514908",9858
"3514924",1982
"3514957",1574
"3515004",152715
"3515103",39088
"3515129",1889
"3515152",9523
"3515186",27626
"3515194",2550
"3515202",5354
"3515301",1623
"3515350",5430
"3515400",9642
"3515509",43665
"3515608",3609
"3515657",989
"3515707",105601
"3515806",1036
"3515905",2018
"3516002",8344
"3516101",1770
"3516200",211249
"3516309",92326
"3516408",83394
"3516507",1822
"3516606",4292
"3516705",27562
"3516804",2769
"3516853",2645
"3516903",7042
"3517000",6950
"3517109",2805
"3517208",6817
"3517307",3177
"3517406",24759
"3517505",11874
"3517604",9918
"3517703",11785
"3517802",5389
"3517901",6166
"3518008",1224
"3518107",3733
"3518206",19880
"3518305",16385
"3518404",76038
"3518503",9857
"3518602",21581
"3518701",184534
"3518800",792984
"3518859",4202
"3518909",2870
"3519006",5390
"3519055",7451
"3519071",126604
"3519105",6433
"3519204",3973
"3519253",4250
"3519303",19397
"3519402",7013
"3519501",4150
"3519600",35336
"3519709",43132
"3519808",4722
"3519907",4772
"3520004",15059
