,fala_id,candidato,tema,ordem,tipo,Num. sílabas,Num. pausas,Duração,Tempo de fala,Ritmo de fala,Ritmo de articulação,intensity mean,intensity quant,pitch mean,pitch var fala,pitch var sil
98,79_arthur_si-proprio_r,Arthur,si proprio,79,resposta,185,0,34.83266666666667,34.03233333333334,5.311106432658998,5.436006934581818,68.12177435195801,70.37420252605853,154.96318297624939,45.49593185918938,16.644447519886086
99,129_andrea_saude-obras_p,Andrea,saude obras,129,pergunta,128,12,36.198,27.31500000000001,3.536106967235759,4.68606992494966,72.69127307563144,75.17307015483911,143.63992329916022,34.97883574684471,13.276038131430065
100,57_russomano_educacao_c,Russomano,educacao,57,resposta,130,12,32.102,24.415999999999997,4.049591925736714,5.324377457404981,68.11283870425734,69.93282525563771,154.78063695746093,73.31974218106883,18.92346497338486
101,56_covas_educacao_r,Covas,educacao,56,resposta,181,6,45.07266666666667,38.88,4.015737549734503,4.655349794238683,66.55653577463491,69.22686874071239,120.65931095616453,26.18399021978187,11.631579114390723
102,111_arthur_transporte_p,Arthur,transporte,111,pergunta,158,8,36.198,31.536,4.36488203768164,5.0101471334348044,69.76391562725418,73.5385103824301,142.98753918408818,26.607297558058487,12.885978767781722
103,59_boulos_moradia_r,Boulos,moradia,59,resposta,240,14,47.803333333333335,40.32566666666666,5.020570392580712,5.9515445084602865,67.933896021643,70.67424212340941,132.23898697651177,43.87924580728228,12.239596298402375
104,67_franca_urbanizacao_r,Franca,urbanizacao,67,resposta,158,4,30.736666666666668,28.86433333333333,5.140440299316777,5.473883570265495,67.00911130721121,69.18176810211847,164.2175921556999,32.42595610878021,16.78311253830526
105,121_tatto_transporte_p,Tatto,transporte,121,pergunta,87,12,31.419333333333334,19.157666666666664,2.768995735110017,4.541262853861814,71.39263839319338,73.85138999994565,136.2360671517061,13.793679868603842,9.32325293049055
106,137_russomano_consideracoes_r,Russomano,consideracoes,137,resposta,162,19,45.75533333333333,35.73366666666667,3.540570862413125,4.533539799069038,71.99843218225148,75.44526963804802,151.25969341232727,51.38714336741169,13.816979771007368
107,108_orlando_racismo_r,Orlando,racismo,108,resposta,140,12,34.15,27.798,4.099560761346999,5.0363335491762005,72.34344328679906,74.88624316248419,166.4023909117034,28.407660587673597,18.833329368510245
108,35_russomano_aliancas_r,Russomano,aliancas,35,resposta,155,11,35.51533333333333,27.120000000000008,4.364312128094908,5.715339233038346,67.60323977340975,69.45578010979439,157.00256281610126,94.00876511997755,14.123522075942667
109,41_franca_feminicidio_r,Franca,feminicidio,41,resposta,236,9,46.438,40.33900000000001,5.082044877040355,5.850417709908523,67.08972793866185,69.64283139478127,135.15035559263208,51.82658492714583,15.28707425684779
110,96_franca_si-mesmo_r,Franca,si mesmo,96,resposta,135,11,30.736666666666668,24.479999999999997,4.39214835701117,5.514705882352942,69.19993992353325,72.71440545038408,163.98697589994526,65.2320904184815,16.695479453968495
111,127_joice_emprego_p,Joice,emprego,127,pergunta,155,5,32.102,29.73099999999999,4.828359603763006,5.213413608691266,70.73099423649766,73.27303280452766,287.4480267068198,72.01129501720021,24.644326371698675
112,82_orlando_privatizacoes_r,Orlando,privatizacoes,82,resposta,180,8,36.198,30.880000000000006,4.972650422675286,5.829015544041449,68.7967895259877,71.71603793097265,187.77919102395398,69.61316956958903,22.2272160223951
113,78_marina_economia_c,Marina,economia,78,resposta,151,4,32.102,28.291000000000004,4.7037567752788,5.337386447986992,68.88096951870438,70.94349364690868,267.4147461388508,43.64089795849796,25.031738079794287
114,105_covas_racismo_p,Covas,racismo,105,pergunta,101,8,28.006,22.703999999999997,3.606370063557809,4.448555320648344,69.52479231404163,72.89677534459246,116.36185426979098,16.479438395176683,10.325580900168006
115,139_joice_consideracoes_r,Joice,consideracoes,139,resposta,224,12,49.851333333333336,42.85366666666666,4.493360257833291,5.227090641796502,72.51886092301162,74.71219077138953,271.3757192064007,59.052638019346595,21.348323513991257
116,18_joice_corrupcao_p,Joice,corrupcao,18,pergunta,181,1,33.467333333333336,32.54966666666667,5.408258799625505,5.56073282880521,65.07417166483033,66.90248732163427,268.3436570510073,46.97360127537236,23.993173043574107
117,97_orlando_aliancas_p,Orlando,aliancas,97,pergunta,133,14,33.467333333333336,24.981666666666676,3.974024421824266,5.323904196410699,69.69406704236407,72.83613874394727,201.68441126565543,45.39896659995765,21.013335494374235
118,75_boulos_auxilio_c,Boulos,auxilio,75,resposta,188,8,36.88066666666667,31.679999999999996,5.097521736772654,5.934343434343435,68.65288320749605,70.99504930541842,153.10681567807794,38.45517476241977,18.288649484836895
119,52_marina_sustentabilidade_p,Marina,sustentabilidade,52,pergunta,152,9,31.419333333333334,26.144000000000002,4.837785652146237,5.813953488372093,67.80464427403345,69.89369728602168,258.27911340609063,47.79164458142398,23.978226705628565
120,9_boulos_emprego_r,Boulos,emprego,9,resposta,247,14,50.534,42.70400000000001,4.887798314006412,5.784001498688647,65.06211615337374,67.22107970404298,148.1331305935456,31.932319988755204,14.777903253624835
121,116_arthur_educacao_r,Arthur,educacao,116,resposta,163,4,35.51533333333333,32.032,4.589566947609484,5.088661338661339,70.01311223378517,73.65669078275792,141.8546476101554,23.071907291342754,18.811336495714215
122,131_andrea_obras-seguranca-cidade-limpa_p,Andrea,obras seguranca cidade limpa,131,pergunta,127,10,33.467333333333336,26.672,3.7947451245991113,4.761547690461907,72.45681856228866,74.77761795578702,131.43325580642286,29.378046474981648,14.133403687914399
123,69_orlando_transporte_c,Orlando,transporte,69,resposta,163,8,35.51533333333333,29.503999999999994,4.589566947609484,5.524674620390456,68.52788107132594,70.76616251149701,188.8662204918974,52.78522757894968,21.419160545954803
124,68_joice_transporte_r,Joice,transporte,68,resposta,261,1,46.438,44.304,5.62039708859124,5.891115926327194,67.97054795333122,70.06941895150791,292.01309470730325,69.10507259158108,28.32850950207796
125,74_russomano_auxilio_r,Russomano,auxilio,74,resposta,227,20,52.582,41.65100000000001,4.317066676809555,5.450049218506157,68.36583321256796,70.72064220900234,149.01790497437543,63.65892959601546,17.50348593869138
126,130_covas_obras_r,Covas,obras,130,resposta,176,16,49.16866666666667,41.36033333333333,3.5795154095426627,4.255284854248435,71.29385753869016,74.24404825323423,112.44793266322768,19.83968720195606,10.192340873116699
