,fala_id,candidato,tema,ordem,tipo,Num. sílabas,Num. pausas,Duração,Tempo de fala,Ritmo de fala,Ritmo de articulação,intensity mean,intensity quant,pitch mean,pitch var fala,pitch var sil
127,49_andrea_economia_r,Andrea,economia,49,resposta,211,10,49.16866666666667,43.12,4.291350860303988,4.893320964749536,67.19137558403723,70.12768066737557,123.76748920561192,35.3511653011082,13.754113176283946
128,42_boulos_feminicidio_p,Boulos,feminicidio,42,pergunta,169,9,35.51533333333333,30.08,4.758508062245416,5.618351063829787,68.62529273607245,70.91280369393108,137.2400350840869,22.612186373614428,13.493895233170763
129,88_sabara_educacao_r,Sabara,educacao,88,resposta,143,10,32.784666666666666,26.368000000000002,4.3617951481383574,5.423240291262135,71.9536328771044,74.30741554986275,141.8199353689905,24.962866701547167,13.300585737036702
130,44_orlando_aliancas_p,Orlando,aliancas,44,pergunta,164,8,32.784666666666666,28.032333333333337,5.002338491571263,5.850387053045886,68.41065895130853,70.37248348698006,147.69034536413847,31.564868998236122,20.184040944141096
131,87_andrea_educacao_c,Andrea,educacao,87,resposta,120,12,32.784666666666666,26.03200000000001,3.660247676759461,4.609711124769513,70.86157508932493,73.57269304396722,129.49554757375367,31.168776527579826,13.013773049328023
132,23_covas_educacao_r,Covas,educacao,23,resposta,136,8,33.467333333333336,28.544000000000008,4.063664070436843,4.764573991031389,63.62371706427781,65.74149322309003,120.89924127756781,27.166703059984698,11.236392136612618
133,60_franca_moradia_c,Franca,moradia,60,resposta,162,8,35.51533333333333,31.605666666666657,4.561410095170162,5.125663119482795,66.89670406722114,69.47530859631378,134.73272565584816,45.70775636995848,12.073870456850228
134,90_russomano_desigualdade_r,Russomano,desigualdade,90,resposta,186,22,50.534,35.775999999999996,3.6806902283611036,5.199016100178891,70.29406369536338,73.08924646558377,160.25274346132105,53.12423423135513,14.03109045375801
135,1_orlando_covid-cracolandia_r,Orlando,covid cracolandia,1,resposta,200,13,45.75533333333333,36.48566666666667,4.371075138781635,5.481604648400742,65.0722902462389,66.95017911443617,165.20644376067196,38.74417653261925,23.503230150143107
136,109_arthur_si-mesmo-transporte_p,Arthur,si mesmo transporte,109,pergunta,152,5,32.784666666666666,29.824333333333332,4.636313723895317,5.096509561543706,70.39687316875366,73.43313628156007,146.771913233419,52.07933795321133,15.35399667025275
137,133_marina_consideracoes_r,Marina,consideracoes,133,resposta,187,29,49.16866666666667,33.343999999999994,3.8032351226390793,5.608205374280232,71.62365981249228,74.47497912893238,261.1510968038561,36.79009523832968,21.463824447461008
138,128_orlando_emprego_r,Orlando,emprego,128,resposta,148,7,32.784666666666666,28.752000000000002,4.514305468003335,5.147468002225931,73.29953972109641,75.59539109153866,189.0423895797307,37.306574850153446,24.406676637078714
139,22_tatto_educacao_p,Tatto,educacao,22,pergunta,126,16,34.15,23.570999999999998,3.689604685212299,5.345551737304315,64.93244014612144,66.78551089067572,168.87890812647578,56.69976111410063,15.877814487804764
140,117_sabara_setor-privado_p,Sabara,setor privado,117,pergunta,140,11,32.784666666666666,26.848333333333333,4.270288956219371,5.214476379663542,70.37962084655288,73.24692342384802,126.81021899714531,21.70515577551757,9.702366684460932
141,132_covas_aliancas-desigualdade_r,Covas,aliancas desigualdade,132,resposta,126,10,33.467333333333336,27.312000000000005,3.764865241728252,4.613356766256589,71.64748334687125,74.45901376110113,114.78525640300504,15.079715726789065,8.562204942218337
142,104_russomano_etica_r,Russomano,etica,104,resposta,147,13,34.83266666666667,27.344000000000012,4.22017646270742,5.375950848449383,71.85962330594027,74.19114543595418,219.28254371645954,45.72363007172218,24.400128139926565
