"UF";"Município";"(A)";"(P)";"% de P/A";"(R)";"% de R/A";"Data início";"Data fim";"Data fim prorrogada";
"MS";"Fátima do Sul";"13.794";"0";"0,00%";"12.284";"89,05%";"03/03/2008";"01/04/2008";""
"RO";"Colorado do Oeste";"13.250";"0";"0,00%";"10.872";"82,05%";"03/03/2008";"01/04/2008";""
"SC";"São João Batista";"13.394";"0";"0,00%";"12.482";"93,19%";"03/03/2008";"01/04/2008";""
