"UF";"Município";"(A)";"(P)";"% de P/A";"(R)";"% de R/A";"Data início";"Data fim";"Data fim prorrogada";
"AM";"São Paulo de Olivença";"16.923";"0";"0,00%";"440";"2,60%";"05/12/2018";"04/01/2019";""
"AM";"Tapauá";"12.715";"0";"0,00%";"235";"1,85%";"05/12/2018";"04/01/2019";""
"AM";"Amaturá";"5.910";"0";"0,00%";"1.071";"18,12%";"05/12/2018";"04/01/2019";""
"BA";"Lauro de Freitas";"129.108";"3";"0,00%";"54.235";"42,01%";"05/11/2018";"22/02/2019";""
"BA";"Glória";"12.782";"2";"0,02%";"6.844";"53,54%";"05/11/2018";"22/02/2019";""
"BA";"Olindina";"20.131";"0";"0,00%";"6.530";"32,44%";"05/11/2018";"22/02/2019";""
"BA";"Candeias";"62.365";"0";"0,00%";"37.382";"59,94%";"05/11/2018";"22/02/2019";""
"BA";"Medeiros Neto";"18.442";"0";"0,00%";"4.965";"26,92%";"05/11/2018";"22/02/2019";""
"BA";"Catu";"40.272";"0";"0,00%";"14.402";"35,76%";"05/11/2018";"22/02/2019";""
"BA";"Itabuna";"154.471";"0";"0,00%";"29.870";"19,34%";"05/11/2018";"22/02/2019";""
"BA";"Itapé";"9.547";"0";"0,00%";"899";"9,42%";"05/11/2018";"22/02/2019";""
"BA";"Barra do Choça";"28.301";"0";"0,00%";"435";"1,54%";"05/11/2018";"30/11/2018";""
"BA";"Santa Inês";"8.225";"0";"0,00%";"3.477";"42,27%";"05/11/2018";"22/02/2019";""
"BA";"Anagé";"18.348";"0";"0,00%";"2.374";"12,94%";"05/11/2018";"22/02/2019";""
"BA";"Itarantim";"14.168";"0";"0,00%";"2.840";"20,05%";"05/11/2018";"22/02/2019";""
"BA";"Santo Amaro";"46.526";"0";"0,00%";"22.550";"48,47%";"05/11/2018";"22/02/2019";""
"BA";"Cravolândia";"4.243";"0";"0,00%";"2.835";"66,82%";"05/11/2018";"22/02/2019";""
"BA";"Ouriçangas";"6.747";"0";"0,00%";"3.223";"47,77%";"19/11/2018";"22/02/2019";""
"BA";"Planalto";"18.732";"0";"0,00%";"811";"4,33%";"05/11/2018";"30/11/2018";""
"BA";"Santanópolis";"8.369";"0";"0,00%";"3.955";"47,26%";"19/11/2018";"22/02/2019";""
"BA";"Irará";"23.481";"0";"0,00%";"6.649";"28,32%";"05/11/2018";"22/02/2019";""
"BA";"Crisópolis";"16.845";"0";"0,00%";"7.796";"46,28%";"05/11/2018";"22/02/2019";""
