pip_dk;pip_dscr;nucleo;familia;area_atuacao;ano;mes;vista;novos;denuncias;arquivamentos;baixas;inst_pic;acordo_npp_oferecido;acordo_npp_firmado;med_caut
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;3;38;9;10;5;13;0;0;0;1
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;4;24;14;14;0;4;0;0;0;5
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;5;11;10;4;0;3;0;0;0;2
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;6;17;17;8;0;2;0;1;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;1;888;66;18;48;685;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;2;841;41;22;86;744;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;3;810;46;64;222;297;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;4;481;36;69;104;245;0;0;0;4
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;5;182;53;20;61;41;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;6;317;28;9;30;268;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;7;750;90;7;36;591;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;8;352;74;12;42;254;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;9;452;75;42;119;262;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;10;393;13;33;87;311;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;11;371;83;21;21;250;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;12;272;71;11;29;185;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;1;309;43;27;70;187;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;2;290;23;23;65;197;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;3;241;26;21;53;89;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;4;759;102;22;144;506;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;5;306;47;38;67;195;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;6;360;43;13;66;230;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;7;621;142;22;60;485;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;8;226;29;15;67;146;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;9;242;65;14;47;104;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;10;691;97;17;68;520;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;11;271;35;24;74;182;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;12;365;56;27;102;265;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;1;200;44;16;48;137;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;2;379;71;36;42;254;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;3;392;46;20;40;295;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;4;242;59;10;27;185;0;0;0;5
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;5;368;119;12;18;304;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;6;268;67;44;30;149;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;7;414;37;37;66;329;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;8;709;145;28;85;501;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;9;371;48;13;62;290;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;10;1396;239;12;50;1142;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;11;452;144;58;119;267;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;12;92;18;26;38;49;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;1;696;150;41;94;469;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;2;431;103;43;32;321;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;3;1295;589;61;161;1125;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;4;573;128;26;182;316;0;0;0;3
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;5;1423;564;23;101;885;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;6;1535;113;10;167;934;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;7;2357;258;21;604;1708;0;0;0;6
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;8;3287;477;24;587;2684;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;9;1708;782;24;140;1456;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;10;2562;986;23;175;2363;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;11;671;176;38;94;518;0;0;0;2
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;12;823;127;30;36;687;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;1;324;129;52;88;219;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;2;1421;104;56;38;1307;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;3;62;20;21;0;9;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;4;11;7;4;0;6;0;0;0;1
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;5;16;10;11;0;3;0;0;0;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;6;16;15;4;0;6;0;0;0;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;1;454;31;14;44;76;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;2;374;22;39;298;32;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;3;330;32;74;181;60;0;0;0;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;4;291;57;54;44;64;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;5;426;13;63;86;219;0;0;0;6
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;6;422;181;53;50;185;0;0;0;6
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;7;724;73;42;66;243;0;0;0;10
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;8;1016;83;151;222;408;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;9;1773;85;205;646;810;0;0;0;13
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;10;488;113;137;145;149;0;0;0;10
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;11;712;99;81;61;269;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2016;12;424;73;53;113;246;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;1;267;48;43;45;131;0;0;0;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;2;251;31;10;14;104;0;0;0;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;3;728;228;84;55;499;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;4;1395;321;25;68;1174;0;0;0;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;5;1253;358;164;147;826;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;6;157;60;27;19;74;0;0;0;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;7;267;29;18;20;157;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;8;572;68;69;27;403;0;0;0;9
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;9;281;49;16;10;183;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;10;276;55;39;52;117;0;0;0;7
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;11;204;37;35;23;105;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2017;12;418;51;18;14;280;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;1;520;39;32;22;373;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;2;438;78;51;93;291;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;3;516;65;39;35;345;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;4;1640;140;62;99;1369;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;5;484;397;36;56;324;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;6;512;91;68;43;314;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;7;563;113;55;50;403;0;0;0;7
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;8;465;87;17;9;367;0;0;0;10
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;9;701;163;11;23;580;0;0;0;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;10;412;71;21;36;358;0;0;0;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;11;102;46;12;12;63;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2018;12;639;118;7;2;587;0;0;0;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;1;697;54;12;22;650;0;0;0;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;2;927;60;16;7;803;0;0;0;3
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;3;594;40;10;39;469;0;0;0;11
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;4;862;61;18;78;757;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;5;762;90;29;40;380;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;6;519;132;19;23;403;0;0;0;6
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;7;373;70;17;28;278;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;8;1823;60;27;16;1564;0;0;0;7
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;9;720;114;24;62;628;0;0;0;4
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;10;523;124;42;100;395;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;11;398;69;34;69;224;0;0;0;8
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2019;12;411;46;49;61;289;0;0;0;5
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;1;265;96;49;22;120;0;0;0;2
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;2;455;24;20;2;330;0;0;0;6
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;3;28;10;10;1;3;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;4;24;13;7;0;5;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;5;1;10;4;0;1;0;0;0;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2020;6;10;12;3;0;1;0;0;0;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;1;2253;294;12;341;1269;0;0;0;56
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;2;945;205;25;464;345;0;0;0;49
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;3;1767;194;204;764;1145;0;0;0;97
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;4;1518;374;88;292;984;0;0;0;9
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;5;4432;453;56;155;3390;0;0;0;14
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;6;914;123;67;167;596;0;0;0;7
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;7;1297;272;78;355;867;0;0;0;7
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;8;1741;173;27;189;1451;0;0;0;20
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;9;1804;354;145;342;1367;0;0;0;46
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;10;1031;218;209;333;618;0;0;0;53
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;11;1721;253;42;166;1182;0;0;0;30
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2016;12;1399;185;57;97;1150;0;0;0;20
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;1;1105;266;18;147;745;0;0;0;50
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;2;1950;172;52;154;1360;0;0;0;38
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;3;725;164;77;236;307;0;0;0;48
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;4;1610;266;85;235;1168;0;0;0;11
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;5;1133;205;66;114;685;0;0;0;51
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;6;1010;173;117;216;649;0;0;0;58
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;7;1279;187;162;164;782;0;0;0;38
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;8;1400;328;121;273;1170;0;0;0;29
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;9;2369;141;88;228;1710;0;0;0;24
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;10;1738;227;67;272;1181;0;0;0;19
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;11;1203;119;62;170;748;0;0;0;27
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2017;12;684;199;44;34;430;0;0;0;20
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;1;1619;336;138;381;1175;0;0;0;25
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;2;1126;232;54;171;811;0;0;0;7
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;3;940;300;131;161;695;0;0;0;6
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;4;908;138;82;124;496;0;0;0;22
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;5;1527;425;14;17;1179;0;0;0;11
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;6;1542;265;99;318;1225;0;0;0;14
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;7;2346;216;240;496;1109;0;0;0;34
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;8;2112;134;521;794;705;0;0;0;17
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;9;1900;325;229;619;593;0;0;0;19
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;10;1502;303;271;384;546;0;0;0;12
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;11;1499;165;224;402;526;0;0;0;33
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2018;12;873;242;432;245;317;0;0;0;7
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;1;2392;187;640;719;797;0;0;0;12
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;2;1340;314;66;340;431;0;0;0;54
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;3;1280;283;191;201;474;0;0;0;19
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;4;1462;88;303;239;573;0;0;0;59
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;5;1876;392;252;516;737;0;0;0;42
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;6;1101;193;131;294;406;0;0;0;38
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;7;1272;518;195;202;533;0;0;0;27
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;8;1169;305;227;157;584;0;0;0;58
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;9;970;279;290;219;424;0;0;0;50
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;10;1117;265;149;185;523;0;0;0;19
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;11;703;317;188;100;296;0;0;0;42
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2019;12;712;305;168;51;300;0;0;0;128
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020;1;1283;259;223;163;818;0;0;0;60
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020;2;427;97;94;67;170;0;0;0;38
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020;3;54;23;4;3;0;0;0;0;2
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020;4;6;3;3;0;0;0;0;0;1
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020;5;13;14;6;2;2;0;0;0;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2020;6;32;160;19;3;7;0;0;0;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;1;576;4;47;143;168;1;0;0;8
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;2;903;14;15;34;364;1;0;0;5
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;3;787;4;24;74;309;0;0;0;6
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;4;874;1;23;50;263;0;0;0;9
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;5;571;1;23;106;181;1;0;0;7
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;6;468;9;37;156;86;2;0;0;12
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;7;721;4;29;89;408;0;0;0;10
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;8;696;0;36;172;288;0;0;0;12
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;9;597;0;31;116;319;1;0;0;11
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;10;860;10;56;290;431;10;0;0;28
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;11;1006;8;22;159;412;1;0;0;11
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;12;627;7;28;101;305;0;0;0;7
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;1;408;3;44;118;122;0;0;0;9
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;2;560;7;22;96;262;5;0;0;14
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;3;833;4;44;123;313;4;0;0;19
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;4;986;4;26;53;494;3;0;0;8
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;5;840;3;25;67;391;1;0;0;9
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;6;615;2;35;74;332;0;0;0;10
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;7;727;9;12;35;360;1;0;0;6
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;8;605;1;22;76;275;1;0;0;7
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;9;596;7;17;52;330;0;0;0;6
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;10;779;4;7;48;387;1;0;0;4
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;11;509;11;17;38;305;0;0;0;7
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2017;12;657;6;22;79;438;0;0;0;6
