,ano,Ritmo de fala (mean),Ritmo de fala (dp),Tempo médio de pausa (mean),Tempo médio de pausa (dp),Tom de voz médio (mean),Tom de voz médio (dp),Intensidade média (mean),Intensidade média (dp)
0,2018,4.270232606853338,0.3044256788936993,0.46007956872731776,0.05923941260785512,160.6112239828731,11.897198463612964,70.60218692018759,2.0466806323730635
1,2020,4.217279432456992,0.4064714086290122,0.5298336547504422,0.11436389436932234,138.05289353754043,21.738957197075816,70.41475967153133,2.052779063221814
