,candidato,ritmo de articulação (média),ritmo de articulação (desvio padrão),intensidade média (média),intensidade média (desvio padrão),tom médio (média),tom médio (desvio padrão),var. tom (média),var. tom (desvio padrão)
0,Boulos,4.990084615226243,0.3152774454398645,70.26602419633248,2.0459002838741243,135.73274474227443,15.603635637172715,49.03677335185656,23.135822312387162
1,Covas,4.375609313695962,0.3341261900888008,70.5023617624802,2.408126670638472,121.14970743250875,10.024297573801041,33.34921877566483,13.668992509276688
