UF,Município,IFGF,Autonomia,Gastos com Pessoal,Liquidez ,Investimentos
RN,Bodó,0.2299,0.1606,0,0.4583,0.3009
MG,Ibitiúra de Minas,0.2294,0,0.2118,0.4803,0.2254
PI,Piracuruca,0.2293,0.0403,0.1604,0.4611,0.2555
MG,Leandro Ferreira,0.2293,0,0.1378,0.4462,0.3331
TO,Bom Jesus do Tocantins,0.2293,0,0.2898,0.449,0.1782
PA,Marituba,0.2293,0.4126,0,0,0.5044
PI,São Raimundo Nonato,0.229,0.1131,0,0.5466,0.2562
MG,Entre Folhas,0.2288,0,0.1431,0.4221,0.3501
MG,Barão de Monte Alto,0.2288,0.0455,0.1605,0,0.709
AL,Quebrangulo,0.2287,0,0,0.525,0.3897
MG,Pedra do Anta,0.2283,0,0.0294,0,0.884
SE,Nossa Senhora da Glória,0.228,0.2199,0,0.5546,0.1373
MA,Luís Domingues,0.228,0,0.4261,0.4642,0.0216
PI,Caracol,0.2279,0,0,0.6665,0.245
CE,Quixelô,0.2278,0,0.4593,0,0.452
BA,Ibirataia,0.2277,0,0.3288,0.4706,0.1115
AC,Capixaba,0.2276,0,0.1223,0.5679,0.2201
PE,Vicência,0.2274,0,0,0.5199,0.3898
AL,Água Branca,0.2273,0,0,0.6023,0.3069
BA,Nilo Peçanha,0.2271,0,0,0.5624,0.346
PE,Jurema,0.2268,0,0.5446,0,0.3627
AM,Boca do Acre,0.2267,0,0,0.4957,0.4112
BA,Jussiape,0.2266,0,0.0134,0.4334,0.4596
SE,Pinhão,0.2265,0,0,0.5347,0.3714
MG,Carmo do Cajuru,0.2264,0.4316,0.2095,0,0.2645
PE,João Alfredo,0.2264,0,0,0.5806,0.3249
MA,Presidente Médici,0.2264,0,0.2262,0.5418,0.1374
PB,Cacimba de Dentro,0.2263,0,0,0.6449,0.2605
BA,Boninal,0.2259,0,0.5434,0,0.36
AM,Boa Vista do Ramos,0.2258,0,0,0.5795,0.3239
PR,Cerro Azul,0.2258,0.043,0,0.4765,0.3836
PI,Luzilândia,0.2257,0,0,0.5487,0.3542
SP,Campina do Monte Alegre,0.2256,0.241,0.1828,0,0.4786
MA,Benedito Leite,0.2256,0,0.3801,0.4508,0.0714
TO,São Miguel do Tocantins,0.2255,0,0,0.4906,0.4112
BA,Ibiassucê,0.2254,0,0.5827,0,0.319
AL,Limoeiro de Anadia,0.2249,0,0,0.6593,0.2405
RS,Novo Xingu,0.2249,0.1626,0.0934,0.4423,0.2011
BA,Camamu,0.2248,0,0.2381,0.5013,0.16
SE,Muribeca,0.2247,0.0605,0,0.5045,0.3338
AL,Santana do Mundaú,0.2247,0,0,0.77,0.1287
MG,Santa Cruz de Salinas,0.2246,0.0293,0.1801,0.6479,0.0412
MA,Santa Helena,0.2245,0,0.5588,0,0.3393
RN,Caiçara do Rio do Vento,0.2244,0,0.0368,0.4154,0.4453
BA,Nova Soure,0.2243,0,0,0.4559,0.4412
MG,Rio Novo,0.224,0.0686,0.2885,0,0.539
CE,Milhã,0.224,0.2176,0.254,0,0.4242
BA,Nova Fátima,0.2239,0,0,0.4581,0.4375
PA,Garrafão do Norte,0.2238,0,0,0.4407,0.4546
MG,Santo Antônio do Aventureiro,0.2238,0,0.3289,0,0.5664
BA,Igrapiúna,0.2236,0,0.1923,0.4618,0.2402
PA,Santa Luzia do Pará,0.2236,0,0,0.448,0.4463
SP,Bom Sucesso de Itararé,0.2236,0.0584,0.3978,0,0.4381
GO,Faina,0.2235,0.2327,0,0,0.6612
MG,Miraí,0.2231,0.5306,0.0611,0,0.3009
PI,Guadalupe,0.2231,0.1496,0.426,0,0.3169
MA,Urbano Santos,0.2231,0,0.4639,0,0.4284
PI,Esperantina,0.2227,0,0,0.7467,0.1442
MG,Braúnas,0.2225,0,0,0.5752,0.3147
SE,Cedro de São João,0.2224,0,0.0844,0.5503,0.2551
BA,Abaíra,0.2222,0,0.3928,0,0.4961
SP,Ribeirão dos Índios,0.2221,0,0.5793,0,0.3091
BA,Planalto,0.222,0.0462,0.0749,0.4731,0.2937
RN,Extremoz,0.2219,0,0.2571,0.4231,0.2074
PB,Logradouro,0.2218,0,0.1345,0.4918,0.2611
RN,Passagem,0.2218,0,0.2983,0.4929,0.0961
MA,Apicum-Açu,0.2217,0,0.3752,0,0.5116
PB,Umbuzeiro,0.2216,0,0,0.4489,0.4374
RJ,Carapebus,0.2215,0.0141,0.1145,0.5264,0.2311
MG,Salinas,0.2214,0.2748,0.0332,0.4105,0.167
RN,Carnaúba dos Dantas,0.2214,0,0,0.5247,0.3608
MG,Canaã,0.2208,0.2659,0.3236,0,0.2938
SE,Itabaianinha,0.2205,0,0,0.7041,0.1781
PA,Pau D'Arco,0.2205,0,0,0,0.882
PE,Bom Jardim,0.2204,0,0.0129,0.4043,0.4645
BA,Abaré,0.2203,0,0.7641,0,0.1172
MG,Tumiritinga,0.2202,0,0.5813,0,0.2996
PE,Timbaúba,0.2202,0.0841,0.1061,0.4888,0.2018
PE,Chã de Alegria,0.2201,0,0,0.479,0.4015
MG,Açucena,0.22,0,0.4469,0,0.4333
MG,Guarará,0.22,0,0.0352,0.5034,0.3412
PB,Livramento,0.2193,0,0.0113,0.7181,0.1479
MG,Guapé,0.2192,0.5564,0.2397,0,0.0806
BA,Almadina,0.219,0,0,0.6291,0.247
MG,Santo Antônio do Amparo,0.2188,0.1342,0.2572,0,0.4838
MG,Acaiaca,0.2188,0,0.1325,0.4658,0.2768
GO,Santa Tereza de Goiás,0.2185,0.4084,0,0,0.4657
RN,Serrinha,0.2184,0,0,0.4513,0.4225
PA,Anajás,0.2184,0,0,0.4945,0.3792
AL,Pariconha,0.218,0,0,0.6268,0.2451
PB,Fagundes,0.218,0,0,0.544,0.328
BA,Érico Cardoso,0.2179,0,0.2738,0,0.5976
AL,Maragogi,0.2173,0.1271,0,0.5034,0.2387
PB,Riachão do Bacamarte,0.2172,0,0,0.8023,0.0664
RN,Jundiá,0.2168,0,0,0.4295,0.4376
MG,Fama,0.2166,0,0.0254,0.7127,0.1282
CE,Reriutaba,0.2165,0.0173,0,0,0.8487
RN,Santana do Seridó,0.2164,0.0113,0,0.4428,0.4116
GO,Novo Planalto,0.2163,0.157,0.1068,0.45,0.1515
AL,Feliz Deserto,0.2161,0,0,0.6153,0.2493
MG,Aiuruoca,0.2159,0.0777,0,0.5748,0.2111
PI,Curimatá,0.2156,0,0.3262,0,0.5364
MA,Alto Parnaíba,0.2156,0.4411,0.2337,0,0.1878
PB,Riacho dos Cavalos,0.2156,0,0,0,0.8623
BA,Muniz Ferreira,0.2153,0,0.0823,0,0.7788
CE,Meruoca,0.2152,0.093,0.3792,0,0.3886
PB,Barra de Santa Rosa,0.2151,0,0,0.5188,0.3416
CE,Abaiara,0.215,0,0,0.4485,0.4116
SE,Malhada dos Bois,0.215,0.0943,0,0.4723,0.2933
BA,Remanso,0.2149,0,0.078,0.4703,0.3114
CE,Choró,0.2149,0.0013,0,0.6347,0.2236
RS,Vicente Dutra,0.2148,0.0664,0.1585,0.4906,0.1439
MA,Esperantinópolis,0.2142,0,0,0.4595,0.3973
BA,Canavieiras,0.2138,0,0.1562,0.5185,0.1806
MA,Jenipapo dos Vieiras,0.2138,0,0.3441,0,0.511
MG,Gouveia,0.2137,0.3282,0.1304,0,0.396
RN,Barcelona,0.2134,0,0,0.6622,0.1913
SE,Neópolis,0.213,0.0639,0,0.5316,0.2567
MA,São Mateus do Maranhão,0.213,0,0.3448,0,0.5074
PI,Wall Ferraz,0.213,0,0.463,0,0.3891
PI,Nova Santa Rita,0.2125,0,0.5016,0,0.3485
MG,Baldim,0.2125,0.5557,0.0955,0,0.1989
BA,Barro Preto,0.2123,0,0,0.4178,0.4312
SP,Estrela do Norte,0.2115,0.1555,0,0,0.6906
TO,Rio da Conceição,0.2113,0,0.4525,0,0.3928
AL,União dos Palmares,0.2112,0.0075,0,0.7462,0.0911
GO,Carmo do Rio Verde,0.2111,0.1263,0.0785,0,0.6395
BA,Uruçuca,0.211,0,0,0.617,0.2269
PE,Bom Conselho,0.2109,0,0.2473,0,0.5961
MA,Sucupira do Norte,0.2106,0,0.1658,0,0.6766
MA,Colinas,0.2101,0,0.2956,0,0.5448
BA,Itagi,0.2101,0,0,0.4461,0.3943
MG,Resplendor,0.2101,0.2083,0.3217,0,0.3102
BA,Camacan,0.21,0.0488,0,0.5837,0.2075
SE,Pacatuba,0.2097,0,0,0.5199,0.319
CE,Jardim,0.2097,0,0,0.4586,0.3802
AL,Chã Preta,0.2097,0,0,0.5253,0.3134
MA,Jatobá,0.2096,0,0.2739,0,0.5646
PE,Belo Jardim,0.2093,0.6534,0,0,0.1839
RS,Pinheiro Machado,0.2093,0.6178,0.141,0,0.0785
MA,Milagres do Maranhão,0.2093,0,0.4575,0,0.3798
MG,Mateus Leme,0.2092,0.3041,0.1804,0,0.3522
MG,Senador José Bento,0.2091,0,0.5777,0,0.2587
PA,São João do Araguaia,0.209,0,0,0.4437,0.3923
CE,Mulungu,0.209,0.0049,0,0.4353,0.3956
MG,Alvarenga,0.2088,0,0.4463,0,0.3889
PI,Francisco Macedo,0.2087,0,0.2767,0.4326,0.1255
BA,Ibicuí,0.2084,0,0.3823,0,0.4512
MG,Candeias,0.2083,0.0392,0.5499,0,0.244
PI,Cristalândia do Piauí,0.2076,0,0.0632,0.4005,0.3668
MG,Campos Gerais,0.2074,0.5292,0.1435,0,0.157
CE,Pedra Branca,0.2072,0,0.2423,0,0.5864
RN,Serra de São Bento,0.2072,0,0.167,0.613,0.0487
RN,Pedro Avelino,0.2071,0,0,0.7217,0.1068
PB,Duas Estradas,0.2071,0,0,0.7061,0.1223
AP,Laranjal do Jari,0.2069,0.0047,0,0.4863,0.3367
MG,Lassance,0.2069,0.4608,0.0436,0,0.3231
RN,Caiçara do Norte,0.2068,0,0,0.503,0.3242
SE,Tomar do Geru,0.2067,0.1188,0,0.5567,0.1513
RN,Encanto,0.2064,0,0.0731,0.4191,0.3333
MG,Cataguases,0.2064,0.3313,0.3068,0,0.1875
BA,Aracatu,0.2063,0,0,0.4296,0.3955
MG,São João da Mata,0.2062,0,0.4629,0,0.362
BA,Itagibá,0.2061,0.0831,0,0.5079,0.2335
MG,Estrela Dalva,0.2057,0,0.0599,0.6535,0.1095
MG,Varzelândia,0.2054,0,0.2314,0,0.5904
MA,Lagoa Grande do Maranhão,0.2054,0,0,0.4286,0.3931
PB,Cacimba de Areia,0.205,0,0.1363,0,0.6837
PB,Mamanguape,0.2044,0.01,0.0361,0.5694,0.2022
MA,Grajaú,0.2042,0,0,0.6767,0.14
SE,Ribeirópolis,0.2038,0,0,0.5874,0.2279
MG,Jampruca,0.2036,0.1111,0.2991,0,0.4042
PA,Belterra,0.2029,0,0,0.4948,0.3166
MG,Rosário da Limeira,0.2027,0,0.1425,0.467,0.2015
RN,Maxaranguape,0.2027,0.079,0.0522,0.567,0.1124
PI,Assunção do Piauí,0.2024,0,0.6626,0,0.147
CE,Saboeiro,0.2024,0,0,0.4425,0.3671
GO,Flores de Goiás,0.2019,0,0,0.4885,0.3193
PA,Trairão,0.2014,0.1179,0.1423,0,0.5456
PB,Mari,0.2011,0,0,0.6003,0.2042
MG,Arinos,0.2011,0.3173,0.2129,0,0.2742
BA,Boa Nova,0.2006,0,0.3583,0,0.4441
CE,Tamboril,0.2002,0,0.3543,0,0.4467
RN,Janduís,0.2001,0,0,0.4258,0.3748
RN,Arês,0.2001,0.1738,0,0.4337,0.193
RN,Santana do Matos,0.2001,0.2504,0,0.432,0.1178
PI,Santa Cruz do Piauí,0.2,0,0.2358,0,0.5641
BA,Arataca,0.2,0,0,0.4678,0.3321
BA,Barra do Choça,0.1997,0,0,0.6873,0.1115
GO,Adelândia,0.1997,0,0.0265,0.4905,0.2818
MG,Santana do Garambéu,0.1994,0,0.3668,0,0.4309
BA,Medeiros Neto,0.199,0,0.1767,0.4294,0.19
BA,Valente,0.1988,0,0,0.4629,0.3321
AL,Barra de Santo Antônio,0.1987,0,0.2671,0.4505,0.0773
BA,Mascote,0.1986,0,0,0.5011,0.2934
PB,Sossêgo,0.1986,0,0,0.6516,0.1428
PA,Rondon do Pará,0.1984,0.442,0,0,0.3518
PB,Sobrado,0.1983,0,0.3323,0,0.4611
PI,Novo Oriente do Piauí,0.1982,0,0,0.6265,0.1663
MG,Quartel Geral,0.1978,0.0445,0.4031,0,0.3438
BA,Pau Brasil,0.1978,0,0,0.5905,0.2008
BA,Tucano,0.1977,0.0382,0,0.5504,0.2025
GO,Palmelo,0.1977,0,0,0,0.7907
MA,Humberto de Campos,0.1976,0,0.3839,0,0.4066
PE,Trindade,0.1975,0.2457,0.4366,0,0.1076
PB,Borborema,0.1975,0,0,0.5185,0.2714
PB,Marcação,0.1973,0,0,0.639,0.1501
RN,Jandaíra,0.1965,0.2219,0,0.4361,0.128
RS,Maquiné,0.1965,0.1672,0.2907,0,0.328
PB,Rio Tinto,0.1964,0,0,0.4438,0.3417
SE,São Miguel do Aleixo,0.1963,0,0.088,0.4474,0.25
PE,Sanharó,0.1962,0,0.4078,0,0.377
RN,Currais Novos,0.1961,0.062,0,0.5088,0.2134
AL,Tanque d'Arca,0.1955,0,0,0.4981,0.2839
BA,Taperoá,0.1954,0,0,0.5244,0.2574
MG,Pedra Bonita,0.1954,0,0.1925,0.4618,0.1274
GO,Nova América,0.1953,0.1115,0.1193,0,0.5503
MG,Faria Lemos,0.1952,0,0,0.4607,0.3201
MG,Itaverava,0.1951,0,0.4824,0,0.2981
MG,Joaíma,0.195,0.1452,0.3184,0,0.3162
MG,Eugenópolis,0.1948,0.1409,0.2769,0,0.3614
CE,Paramoti,0.1948,0,0,0.5807,0.1985
AL,Porto Calvo,0.1947,0,0,0.4889,0.2901
PB,Pocinhos,0.1946,0.0091,0,0.5189,0.2505
BA,Palmas de Monte Alto,0.1946,0.0724,0.2056,0,0.5004
PB,Casserengue,0.1946,0,0,0.4352,0.3431
MA,Alto Alegre do Maranhão,0.1945,0,0.5287,0,0.2494
PE,São José do Belmonte,0.1939,0,0,0,0.7756
MA,Viana,0.1936,0,0.4183,0,0.356
BA,Aurelino Leal,0.1935,0,0,0,0.774
MG,Presidente Juscelino,0.1935,0.0443,0.0798,0.4299,0.22
GO,Novo Gama,0.1934,0,0,0.52,0.2537
MA,Timon,0.1934,0,0.2939,0,0.4797
MG,Santa Rita do Itueto,0.1931,0.0201,0.1469,0,0.6056
PA,Tracuateua,0.193,0,0,0.4316,0.3403
SP,São João das Duas Pontes,0.1928,0.1329,0.3016,0,0.3366
BA,Marcionílio Souza,0.1925,0,0,0.6255,0.1446
CE,Antonina do Norte,0.1922,0,0.4667,0,0.3023
AL,Traipu,0.1921,0,0,0.615,0.1536
SE,Porto da Folha,0.1921,0,0,0.6621,0.1065
MG,Estrela do Indaiá,0.1919,0,0.6317,0,0.1357
MG,Sobrália,0.1917,0.0649,0.2998,0,0.4019
RJ,Engenheiro Paulo de Frontin,0.1917,0.1155,0,0.5309,0.1202
RN,Senador Georgino Avelino,0.1916,0,0,0.4943,0.2721
PA,Pacajá,0.1915,0.2508,0,0,0.5152
PB,Santa Luzia,0.1912,0,0,0.5308,0.2338
AM,Barcelos,0.191,0,0.0112,0.503,0.2498
PE,São Joaquim do Monte,0.1906,0,0.2075,0,0.5547
PB,Cajazeirinhas,0.1905,0,0,0.4337,0.3285
MG,Coronel Murta,0.1899,0.1334,0,0.425,0.201
RN,Lagoa Salgada,0.1898,0,0,0.4821,0.277
MA,Nova Iorque,0.1895,0,0.4171,0,0.3407
PA,Igarapé-Açu,0.1893,0,0.2878,0,0.4695
PB,Lagoa Seca,0.1892,0.0755,0.0386,0.4391,0.2038
CE,Ererê,0.1892,0,0.2982,0,0.4585
MG,Paineiras,0.1891,0.2352,0.389,0,0.1323
PB,Mogeiro,0.1891,0,0.407,0,0.3493
SE,Santana do São Francisco,0.1891,0,0,0.4943,0.2619
MG,Cana Verde,0.189,0,0.0868,0,0.6692
RN,Afonso Bezerra,0.1879,0,0.4487,0,0.303
MG,Queluzito,0.1877,0,0.1507,0,0.6003
PE,Alagoinha,0.1876,0,0.332,0,0.4186
MG,Inhaúma,0.1875,0.5315,0,0,0.2187
PA,Magalhães Barata,0.1875,0,0,0,0.7502
PE,Palmares,0.1875,0.4696,0.0372,0,0.243
AL,Major Isidoro,0.1868,0,0,0.5098,0.2375
BA,Firmino Alves,0.1863,0,0.1866,0.4829,0.0757
RN,Taipu,0.1861,0,0,0.5732,0.1711
CE,Ipueiras,0.1859,0.1989,0.3395,0,0.2053
MG,Formoso,0.1856,0.4972,0,0,0.2453
PB,Ingá,0.1854,0,0.0678,0,0.6738
RN,Montanhas,0.1852,0,0,0.534,0.2069
CE,Graça,0.1852,0,0,0,0.7409
PE,Ferreiros,0.1851,0.0264,0.3085,0,0.4055
BA,Ilhéus,0.185,0,0.5239,0,0.2159
PI,Caxingó,0.1848,0,0,0,0.7392
MG,São Domingos do Prata,0.1848,0.2918,0.3659,0,0.0814
CE,Assaré,0.1845,0,0.2903,0,0.4476
MA,Bacuri,0.1844,0,0.3521,0,0.3856
BA,Lajedo do Tabocal,0.1838,0,0.2477,0,0.4876
MG,Coração de Jesus,0.1835,0.0549,0.4707,0,0.2084
SE,Amparo de São Francisco,0.1833,0,0,0.4104,0.3226
MG,Estrela do Sul,0.1832,0.2415,0.2939,0,0.1976
MG,Sericita,0.1831,0,0.0973,0,0.635
MG,Joanésia,0.183,0,0.6073,0,0.1246
MG,Angelândia,0.1821,0.0077,0.1347,0,0.586
PA,Chaves,0.182,0,0,0.4363,0.2916
MG,Catuji,0.1819,0,0.4996,0,0.2281
PI,Corrente,0.1818,0,0.3,0,0.4273
BA,Anguera,0.1818,0,0.1575,0,0.5697
MA,Davinópolis,0.1816,0.2805,0.0172,0,0.4287
MG,Alto Rio Doce,0.1816,0.2758,0.0568,0,0.3937
PA,Tailândia,0.1814,0.4021,0,0,0.3235
MG,Urucuia,0.1813,0,0.4383,0,0.287
MG,Riachinho,0.1813,0.2224,0.333,0,0.1699
MG,Marliéria,0.1813,0,0.3707,0,0.3544
BA,Jaguaquara,0.1799,0,0,0.4668,0.2528
CE,Madalena,0.1798,0,0,0,0.7191
MG,Itacambira,0.1793,0.0546,0.3253,0,0.3374
BA,Pé de Serra,0.1793,0,0.4321,0,0.2851
PE,Cedro,0.1792,0,0.4926,0,0.224
MA,São João do Paraíso,0.1791,0,0.5189,0,0.1976
RN,Canguaretama,0.1791,0,0,0.5187,0.1976
SE,Pedrinhas,0.1787,0,0,0.5841,0.1306
BA,Andaraí,0.1786,0,0.1784,0,0.5361
RN,Pau dos Ferros,0.1783,0,0.4178,0,0.2954
MG,Caputira,0.1773,0,0.1294,0.4138,0.1662
PB,Joca Claudino,0.1772,0,0.0859,0,0.6229
BA,Morpará,0.1772,0,0,0.5238,0.1849
MG,Jequitibá,0.177,0.2915,0.1671,0,0.2495
PA,Mãe do Rio,0.1768,0,0,0,0.7071
PA,Bom Jesus do Tocantins,0.1767,0.0192,0.2689,0,0.4188
MG,Dores de Campos,0.1765,0.2759,0.0323,0,0.3978
MG,Rio Pardo de Minas,0.1761,0.0842,0.2268,0,0.3935
GO,Montividiu do Norte,0.176,0,0.2232,0,0.4807
MG,Francisco Dumont,0.176,0.0251,0.0535,0,0.6253
MG,Juvenília,0.1758,0,0.4629,0,0.2402
PB,Serra Redonda,0.1758,0,0,0,0.703
MS,Mundo Novo,0.1756,0,0.1189,0.4783,0.1051
MA,Penalva,0.1756,0,0.3062,0,0.3961
BA,Santa Cruz da Vitória,0.175,0,0,0.6313,0.0685
MG,Itanhomi,0.1749,0.1253,0.0902,0,0.4843
SE,Japoatã,0.1742,0,0,0.5387,0.1582
BA,Maraú,0.1735,0,0,0.5197,0.1745
PE,Ouricuri,0.1734,0,0.024,0,0.6696
BA,Itacaré,0.1733,0.0355,0,0.4998,0.1578
MG,Arantina,0.1731,0,0,0.4867,0.2057
PB,Areia de Baraúnas,0.1727,0,0.0133,0.545,0.1324
MG,Durandé,0.1725,0,0.1185,0,0.5717
BA,Conceição do Almeida,0.1725,0,0.0727,0,0.6173
MA,Pio XII,0.1724,0,0.2944,0,0.395
SE,Boquim,0.1723,0,0,0.4903,0.1987
MG,Onça de Pitangui,0.1715,0,0.4628,0,0.223
SE,São Francisco,0.1713,0.0757,0,0.4488,0.1609
MG,São João do Paraíso,0.1709,0.076,0.4393,0,0.1684
MA,Buriti,0.1704,0,0.3442,0,0.3376
BA,Irajuba,0.1699,0,0,0.4183,0.2615
BA,Baianópolis,0.1699,0.0188,0.0931,0.4258,0.1418
MG,Mathias Lobato,0.1698,0,0.1147,0,0.5643
PB,Caturité,0.1697,0,0,0,0.6786
BA,Alcobaça,0.1696,0,0,0,0.6783
PE,Catende,0.1695,0,0,0,0.6779
GO,Araguapaz,0.1693,0.0529,0.1725,0,0.4518
PE,Abreu e Lima,0.1693,0.3778,0.0018,0,0.2975
PE,Calçado,0.1691,0,0.3574,0,0.3191
MG,Campanário,0.1686,0,0,0.5372,0.1374
MG,Casa Grande,0.1686,0,0.4109,0,0.2637
AM,Beruri,0.1684,0,0,0.4999,0.1737
BA,Cravolândia,0.1682,0,0.3534,0,0.3196
BA,Ubatã,0.1682,0,0,0.438,0.2349
RJ,Mangaratiba,0.1681,0.6253,0,0,0.0471
PI,Jatobá do Piauí,0.1677,0,0.4361,0,0.2346
PB,Zabelê,0.1674,0,0.4093,0,0.2602
MA,Satubinha,0.1673,0,0.2945,0,0.3747
MA,São Pedro dos Crentes,0.1673,0,0.2588,0,0.4103
PE,Ibirajuba,0.1671,0,0.2336,0,0.4348
MG,União de Minas,0.1668,0.2089,0.3164,0,0.1417
PA,Prainha,0.1668,0,0,0.4831,0.1839
PA,Afuá,0.1666,0,0,0,0.6662
PE,Solidão,0.1664,0.094,0,0.4089,0.1628
GO,Jaupaci,0.1661,0,0,0.541,0.1234
MA,Senador Alexandre Costa,0.1661,0,0.2488,0,0.4155
BA,Antônio Cardoso,0.1657,0,0.1621,0,0.5006
PI,Lagoa Alegre,0.1656,0,0,0.5017,0.1606
RN,Touros,0.1655,0.1424,0,0.4242,0.0954
RJ,Cachoeiras de Macacu,0.1654,0.496,0,0,0.1656
MG,Jacinto,0.1653,0.0361,0.3524,0,0.2726
SP,Lupércio,0.1652,0,0.5028,0,0.158
MG,Santa Rita de Ibitipoca,0.1649,0.105,0.1927,0,0.362
AL,Minador do Negrão,0.1648,0,0,0.4573,0.202
MG,Monte Azul,0.1648,0,0.5171,0,0.1421
MG,Abaeté,0.1648,0.4183,0,0,0.2408
BA,Itapitanga,0.1644,0,0,0.528,0.1294
BA,João Dourado,0.1643,0,0.2259,0,0.4314
PA,Igarapé-Miri,0.1642,0,0,0.5048,0.1522
MA,Cedral,0.1639,0,0.0107,0.4354,0.2095
MG,Palma,0.1639,0,0.4484,0,0.207
MA,Santa Luzia,0.1633,0,0.3529,0,0.3004
BA,Santana,0.1631,0,0.2767,0,0.3759
PB,Amparo,0.1626,0,0,0.4195,0.2311
RN,Augusto Severo,0.1625,0.0803,0,0.4092,0.1606
MA,Peritoró,0.1624,0,0,0,0.6497
MG,Argirita,0.1623,0,0.3799,0,0.2694
BA,Piraí do Norte,0.1618,0,0,0.5169,0.1304
MG,Laranjal,0.1617,0,0,0.41,0.2368
PB,Caaporã,0.1616,0.358,0,0,0.2883
PE,Ilha de Itamaracá,0.1613,0.232,0.1302,0,0.2831
CE,Santana do Acaraú,0.1612,0,0,0.4956,0.1492
AL,Monteirópolis,0.161,0,0,0.4046,0.2395
SE,Aquidabã,0.1608,0,0,0.4612,0.1821
PB,Bonito de Santa Fé,0.1608,0,0.2721,0,0.371
BA,Itaeté,0.1608,0,0.2432,0,0.3998
PE,Verdejante,0.1606,0,0,0,0.6423
MG,Taparuba,0.1601,0,0.2606,0,0.3798
BA,Rafael Jambeiro,0.1597,0,0,0.4725,0.1663
AL,Maribondo,0.1597,0,0,0.4407,0.1981
RN,Cerro Corá,0.1596,0,0,0,0.6385
MA,Santa Filomena do Maranhão,0.1593,0,0.3903,0,0.2468
MG,Camacho,0.159,0,0.3156,0,0.3204
BA,Ibotirama,0.1588,0.2455,0.2691,0,0.1205
MG,São José do Divino,0.1586,0,0.2784,0,0.3559
PA,São Caetano de Odivelas,0.1585,0,0.3471,0,0.287
BA,Itaju do Colônia,0.1585,0,0,0.4297,0.2041
MG,Fortuna de Minas,0.1584,0,0.2791,0,0.3546
MG,São Miguel do Anta,0.1583,0.3019,0,0,0.3313
MG,Silvianópolis,0.1582,0.5113,0.0474,0,0.0741
BA,São Miguel das Matas,0.1581,0,0.2427,0,0.3897
MG,Rubelita,0.1577,0,0.173,0,0.458
RN,Ipanguaçu,0.1577,0,0,0.4409,0.19
MG,Poté,0.1576,0.0254,0.1677,0,0.4373
SP,São Francisco,0.1571,0.121,0.349,0,0.1582
MA,São Raimundo do Doca Bezerra,0.1569,0,0,0,0.6275
PE,Cabrobó,0.1568,0.2347,0,0,0.3927
MG,Jequitaí,0.1568,0.0024,0,0.4585,0.1664
PI,Ilha Grande,0.1567,0,0.0587,0,0.5681
PI,Picos,0.1562,0,0.4472,0,0.1777
BA,Encruzilhada,0.1562,0.1215,0.2666,0,0.2367
TO,Barrolândia,0.1561,0,0,0,0.6246
MG,Coronel Pacheco,0.1556,0,0.1453,0.4098,0.0675
MG,São Joaquim de Bicas,0.1552,0.4975,0.0688,0,0.0544
AM,São Gabriel da Cachoeira,0.1548,0,0.0159,0.4971,0.1063
AL,Santa Luzia do Norte,0.1544,0,0,0.4472,0.1702
AL,Campo Grande,0.1543,0,0,0.4712,0.1461
MG,Cônego Marinho,0.1543,0,0,0,0.6172
AL,Delmiro Gouveia,0.154,0,0,0.5144,0.1015
PB,São Miguel de Taipu,0.1538,0,0.3478,0,0.2675
PE,Amaraji,0.1537,0.1402,0.2288,0,0.2456
MG,Ponto Chique,0.1536,0,0.2624,0,0.352
PB,Natuba,0.153,0,0.0998,0,0.512
CE,Hidrolândia,0.1529,0,0.2951,0,0.3164
MG,São João das Missões,0.1526,0,0.3675,0,0.2429
PA,Curuá,0.1526,0,0,0,0.6104
SE,Malhador,0.1524,0.1593,0,0,0.4502
GO,Santa Rita do Novo Destino,0.1524,0,0.0823,0,0.5272
PI,Altos,0.1523,0.1957,0.1389,0,0.2748
PI,Barreiras do Piauí,0.1523,0,0.5361,0,0.0731
GO,Avelinópolis,0.1521,0,0.1613,0,0.4469
CE,Nova Russas,0.1516,0,0.3734,0,0.233
RN,Carnaubais,0.1516,0,0.5209,0,0.0855
RN,Santo Antônio,0.1513,0,0,0.4799,0.1253
RN,Sítio Novo,0.1505,0,0,0.4418,0.1602
BA,Lagoa Real,0.1496,0,0.0122,0,0.5862
PA,São Sebastião da Boa Vista,0.1493,0,0,0,0.5971
GO,Caturaí,0.1491,0,0,0,0.5963
RN,Florânia,0.149,0.2567,0,0,0.3394
RN,Francisco Dantas,0.1489,0,0.37,0,0.2256
MG,Imbé de Minas,0.1488,0,0.1375,0,0.4578
AL,Novo Lino,0.1486,0,0,0.5255,0.0689
SE,General Maynard,0.1481,0,0,0,0.5925
RS,Cidreira,0.1481,0,0.0241,0.404,0.1642
PB,Teixeira,0.1481,0,0,0.4435,0.1489
MG,Cachoeira de Pajeú,0.1481,0,0.1693,0,0.423
PB,Sapé,0.1478,0.3578,0,0,0.2336
MG,Tapiraí,0.1476,0.0678,0.0156,0,0.5071
MG,Inhapim,0.1476,0.1768,0.2026,0,0.2111
BA,Mutuípe,0.1475,0,0.2201,0,0.3699
PB,Aroeiras,0.1471,0,0,0,0.5885
PI,Regeneração,0.1471,0,0,0.4179,0.1705
MG,Juramento,0.1469,0,0.1181,0,0.4697
