"V0011","V6121","n","n_se"
3304557005006,"990",51.1054071058722,0
3304557005007,"0",6251.55853661852,0
3304557005007,"1",23.611776457455,0
3304557005007,"2",25.9547793006691,0
3304557005007,"110",12648.3032640312,0
3304557005007,"120",325.949567468073,0
3304557005007,"210",50.7006948671458,0
3304557005007,"220",169.76101366223,0
3304557005007,"230",248.964442896397,0
3304557005007,"231",97.9579862355324,0
3304557005007,"240",1350.9526022607,0
3304557005007,"241",225.046055988059,0
3304557005007,"243",51.0774409789155,0
3304557005007,"249",74.1186811033311,0
3304557005007,"250",35.7947699845836,0
3304557005007,"260",271.871408967168,0
3304557005007,"310",4135.63831791788,0
3304557005007,"319",378.006251532645,0
3304557005007,"340",590.245836728698,0
3304557005007,"350",679.486454950811,0
3304557005007,"370",31.6990997143978,0
3304557005007,"380",64.4238216541541,0
3304557005007,"401",19.1994118421279,0
3304557005007,"420",18.3834975931079,0
3304557005007,"430",163.75649010466,0
3304557005007,"440",67.7701363589478,0
3304557005007,"450",1653.41591985173,0
3304557005007,"451",579.678502336136,0
3304557005007,"455",201.228216534781,0
3304557005007,"490",1492.0804942835,0
3304557005007,"499",462.320986325168,0
3304557005007,"510",266.160875284243,0
3304557005007,"520",1006.04765169094,0
3304557005007,"610",560.121038225298,0
3304557005007,"620",213.159861325834,0
3304557005007,"630",83.6245636269969,0
3304557005007,"750",13.7337450009697,0
3304557005007,"755",69.4613862093927,0
3304557005007,"850",460.449618430491,0
3304557005007,"890",673.907308488582,0
3304557005007,"990",51.3774931620172,0
3304557005008,"0",6472.56566804889,0
3304557005008,"2",311.758218059633,0
3304557005008,"110",14262.2929160067,0
3304557005008,"111",192.405187295016,0
3304557005008,"120",15.1977803913627,0
3304557005008,"210",19.7499795338016,0
3304557005008,"220",101.367887670406,0
3304557005008,"222",57.6766942732743,0
3304557005008,"225",27.0310271833357,0
3304557005008,"229",50.5811139329908,0
3304557005008,"230",209.46354769497,0
3304557005008,"231",248.368473767814,0
3304557005008,"232",110.093877147632,0
3304557005008,"240",1499.64529631719,0
3304557005008,"243",41.088825119644,0
3304557005008,"245",38.2031528386959,0
3304557005008,"249",65.6018311908363,0
3304557005008,"250",110.707001334686,0
3304557005008,"260",230.51561073412,0
3304557005008,"310",4202.51637012764,0
3304557005008,"319",75.2859190257617,0
3304557005008,"320",60.0552290162219,0
3304557005008,"340",450.403970458378,0
3304557005008,"350",685.855356360456,0
3304557005008,"360",103.271045428556,0
3304557005008,"380",148.715712317121,0
3304557005008,"390",433.215396624275,0
3304557005008,"400",17.4568185541085,0
3304557005008,"401",143.508723881326,0
3304557005008,"420",15.9340292008607,0
3304557005008,"430",347.640559687468,0
3304557005008,"440",20.264177095924,0
3304557005008,"450",1390.08527187774,0
3304557005008,"451",106.982883537351,0
3304557005008,"455",171.918892569147,0
3304557005008,"490",5257.06725013889,0
3304557005008,"499",673.303587023671,0
3304557005008,"520",98.8780847227404,0
3304557005008,"610",1025.99625301535,0
3304557005008,"620",166.512294443134,0
3304557005008,"630",132.335722232837,0
3304557005008,"750",19.8355368998199,0
3304557005008,"850",1005.99956733478,0
3304557005008,"890",402.647259885405,0
3304557005009,"0",4566.55168386084,0
3304557005009,"2",17.0145620842135,0
3304557005009,"110",11176.7607501437,0
3304557005009,"120",200.630965907371,0
3304557005009,"230",102.741348094937,0
3304557005009,"240",718.110729128571,0
3304557005009,"249",125.608080507433,0
3304557005009,"250",21.7873740544884,0
3304557005009,"260",144.533376599283,0
3304557005009,"310",3670.88174625605,0
3304557005009,"319",14.3580427921197,0
3304557005009,"340",436.832207555024,0
3304557005009,"350",763.976309551718,0
3304557005009,"360",162.449558533422,0
3304557005009,"380",30.0876007667904,0
3304557005009,"390",44.813878835623,0
3304557005009,"430",350.518808580495,0
3304557005009,"440",52.1760674828709,0
3304557005009,"449",21.9685469918436,0
3304557005009,"450",1444.61668375814,0
3304557005009,"451",17.4576578749372,0
3304557005009,"490",2070.48308456857,0
3304557005009,"499",67.3933319168886,0
3304557005009,"520",279.110991629336,0
3304557005009,"610",1001.62745799624,0
3304557005009,"620",21.2878632271729,0
3304557005009,"630",22.8311394901057,0
3304557005009,"750",78.0115880380437,0
3304557005009,"760",85.3219896565464,0
3304557005009,"850",410.674085123993,0
3304557005009,"890",52.3824889932556,0
3304557005010,"0",7268.90352849981,0
3304557005010,"2",513.285319873615,0
3304557005010,"110",13434.4968210472,0
3304557005010,"111",61.9182395607797,0
3304557005010,"120",19.8300444216166,0
3304557005010,"140",19.3272678097109,0
3304557005010,"210",101.865992727777,0
3304557005010,"220",146.406330256871,0
3304557005010,"230",136.264850028531,0
3304557005010,"231",40.0327678380782,0
3304557005010,"232",48.6549825552303,0
3304557005010,"240",1319.0235129981,0
3304557005010,"243",152.717661194773,0
3304557005010,"245",128.390303763259,0
3304557005010,"250",87.6475951485598,0
3304557005010,"260",99.478835897025,0
3304557005010,"310",5312.27521374277,0
3304557005010,"319",23.9065939744185,0
3304557005010,"320",100.003605389586,0
3304557005010,"340",124.767771938886,0
3304557005010,"350",1275.68626872642,0
3304557005010,"360",174.116297184775,0
3304557005010,"390",339.118867671949,0
3304557005010,"430",425.284396145264,0
3304557005010,"449",40.916449557958,0
3304557005010,"450",766.170652428911,0
3304557005010,"451",42.9960334553618,0
3304557005010,"455",59.7865746978586,0
3304557005010,"490",3007.14701465988,0
3304557005010,"499",188.365781207298,0
3304557005010,"510",38.4150849859779,0
3304557005010,"520",176.373860204945,0
3304557005010,"530",19.155466276719,0
3304557005010,"610",1191.00333410687,0
3304557005010,"620",232.271691683382,0
3304557005010,"630",174.998549427567,0
3304557005010,"750",27.5001718934279,0
3304557005010,"850",870.987355140825,0
3304557005010,"890",96.6456412277674,0
3304557005010,"990",132.863270651278,0
3304557005011,"0",5525.91877441688,0
3304557005011,"2",51.654549710658,0
3304557005011,"110",9877.55360105458,0
3304557005011,"222",80.454587024658,0
3304557005011,"230",117.793668318808,0
3304557005011,"240",725.090469568733,0
3304557005011,"245",85.666318184434,0
3304557005011,"260",130.949137955206,0
3304557005011,"310",3610.76423786636,0
3304557005011,"319",19.7125188894013,0
3304557005011,"340",346.317472221254,0
3304557005011,"350",722.845198318218,0
3304557005011,"360",69.0354013332261,0
3304557005011,"370",28.3375642202066,0
3304557005011,"380",84.0474197731411,0
3304557005011,"420",119.589346192261,0
3304557005011,"430",76.3587441400432,0
3304557005011,"450",1422.90017719238,0
3304557005011,"451",118.546142326939,0
3304557005011,"455",162.38012165098,0
3304557005011,"490",2210.28294409538,0
3304557005011,"499",546.852189171209,0
3304557005011,"520",202.47366045962,0
3304557005011,"610",634.479181308434,0
3304557005011,"620",243.95371349234,0
3304557005011,"630",20.038691376466,0
3304557005011,"850",403.79496695133,0
3304557005011,"890",319.844539650099,0
3304557005011,"990",76.3646631364159,0
3304557005012,"0",4412.68516164244,0
3304557005012,"2",78.1787982604335,0
3304557005012,"110",11030.9781650928,0
3304557005012,"111",46.486856303982,0
3304557005012,"120",26.7679537512238,0
3304557005012,"130",18.9642599112302,0
3304557005012,"225",45.6054985071614,0
3304557005012,"230",36.6178098713525,0
3304557005012,"240",1193.9069067051,0
3304557005012,"243",32.1010235007768,0
3304557005012,"250",26.6967755215843,0
3304557005012,"260",272.003471332078,0
3304557005012,"310",4060.47276878203,0
3304557005012,"319",27.1422937468254,0
3304557005012,"320",26.7679537512238,0
3304557005012,"340",380.89753746827,0
3304557005012,"350",891.058200523333,0
3304557005012,"360",39.4217825528521,0
3304557005012,"380",66.4672782899879,0
3304557005012,"390",85.6296663871611,0
3304557005012,"430",28.9604984809479,0
3304557005012,"440",19.9035407434124,0
3304557005012,"450",614.797794340771,0
3304557005012,"451",130.753700418265,0
3304557005012,"455",19.5947520172303,0
3304557005012,"490",3413.02364070811,0
3304557005012,"499",110.007587676731,0
3304557005012,"520",315.122786822528,0
3304557005012,"610",1169.87419894256,0
3304557005012,"620",41.9076422942639,0
3304557005012,"630",62.3416868444302,0
3304557005012,"760",45.018452372403,0
3304557005012,"850",1041.43958563472,0
3304557005012,"890",153.067119166845,0
3304557005012,"990",48.3368516347611,0
3304557005013,"0",5513.74615551079,0
3304557005013,"2",134.188469851328,0
3304557005013,"110",10171.6606720417,0
3304557005013,"111",24.9312479622289,0
3304557005013,"120",118.447724876099,0
3304557005013,"130",48.0869537476333,0
3304557005013,"210",54.6949724201313,0
3304557005013,"220",86.1066766364998,0
3304557005013,"230",96.867798604661,0
3304557005013,"232",18.0395087481789,0
3304557005013,"240",438.542285326561,0
3304557005013,"250",46.2403065123104,0
3304557005013,"259",60.941494186701,0
3304557005013,"260",239.424003070177,0
3304557005013,"310",4937.71233854132,0
3304557005013,"311",35.9736624092006,0
3304557005013,"340",327.026623982811,0
3304557005013,"350",802.205083958387,0
3304557005013,"360",55.261145501057,0
3304557005013,"370",117.222128861534,0
3304557005013,"380",46.3403714063557,0
3304557005013,"390",63.399743509996,0
3304557005013,"430",131.193367051465,0
3304557005013,"450",609.594377872737,0
3304557005013,"451",93.5591698986722,0
3304557005013,"455",288.831516382633,0
3304557005013,"490",3234.52106484049,0
3304557005013,"499",381.845725803539,0
3304557005013,"520",18.3918819584038,0
3304557005013,"610",606.091705974085,0
3304557005013,"620",24.1358939691429,0
3304557005013,"630",329.298046423205,0
3304557005013,"755",52.2953473671264,0
3304557005013,"760",5.8074953403935,0
3304557005013,"850",848.790138185056,0
3304557005013,"890",273.584901267323,0
3304557005014,"0",7054.509383654,0
3304557005014,"1",29.8758503217324,0
3304557005014,"2",293.322145268967,0
3304557005014,"110",12935.4023707865,0
3304557005014,"120",353.110045097035,0
3304557005014,"210",175.305696189437,0
3304557005014,"230",243.938386191842,0
3304557005014,"231",148.434904273908,0
3304557005014,"240",880.680083466158,0
3304557005014,"243",22.0696950614941,0
3304557005014,"249",39.1638741996614,0
3304557005014,"260",177.676281358849,0
3304557005014,"310",5204.94127748144,0
3304557005014,"311",38.8963184307248,0
3304557005014,"319",79.5596670830464,0
3304557005014,"320",110.961355675427,0
3304557005014,"330",24.4111915108723,0
3304557005014,"340",241.330743183269,0
3304557005014,"350",979.048363318185,0
3304557005014,"360",318.951190212872,0
3304557005014,"370",204.292859549794,0
3304557005014,"380",55.1882995091613,0
3304557005014,"430",98.0932729038963,0
3304557005014,"440",80.4517243107355,0
3304557005014,"449",56.2595084917014,0
3304557005014,"450",1378.92583743568,0
3304557005014,"451",108.018139503454,0
3304557005014,"455",102.476001473272,0
3304557005014,"490",1845.62007176684,0
3304557005014,"499",598.983517952641,0
3304557005014,"520",387.706041237944,0
3304557005014,"610",581.673512026964,0
3304557005014,"620",314.853685919412,0
3304557005014,"630",92.2399622705528,0
3304557005014,"649",48.8772725407024,0
3304557005014,"750",90.7185961917348,0
3304557005014,"765",79.0055634412232,0
3304557005014,"850",836.25188072023,0
3304557005014,"890",441.216101811157,0
3304557005014,"990",43.5593281774509,0
3304557005015,"0",8030.34356143397,0
3304557005015,"2",60.4252333822174,0
3304557005015,"110",9185.73493462419,0
3304557005015,"120",178.212157400688,0
3304557005015,"210",51.0148024218267,0
3304557005015,"220",225.595942081785,0
3304557005015,"230",212.780277439157,0
3304557005015,"231",17.2340251935648,0
3304557005015,"240",1130.95687893113,0
3304557005015,"243",58.8981645193126,0
3304557005015,"249",222.65199985865,0
3304557005015,"250",58.5838686407476,0
3304557005015,"259",15.1354403952939,0
3304557005015,"260",55.1500606123225,0
3304557005015,"310",3884.61957037023,0
3304557005015,"319",115.254988767116,0
3304557005015,"320",34.9353875339623,0
3304557005015,"340",6.6044661454365,0
3304557005015,"350",985.11724321649,0
3304557005015,"360",142.22297759432,0
3304557005015,"380",339.276558078037,0
3304557005015,"390",100.773278637349,0
3304557005015,"420",39.6525777794445,0
3304557005015,"430",91.4232000671094,0
3304557005015,"440",38.3106374649804,0
3304557005015,"449",80.9337895693758,0
3304557005015,"450",411.961963923981,0
3304557005015,"451",341.870433088451,0
3304557005015,"455",79.3373833588882,0
3304557005015,"460",37.187187470437,0
3304557005015,"490",2520.78975615815,0
3304557005015,"499",482.59125345202,0
3304557005015,"520",387.03771774374,0
3304557005015,"610",827.527867520049,0
3304557005015,"620",80.8997674029598,0
3304557005015,"630",159.179154216136,0
3304557005015,"750",37.4400641196266,0
3304557005015,"850",418.540467129356,0
3304557005015,"890",646.794962257528,0
3304557005016,"0",4801.09752447764,0
3304557005016,"2",214.200036320564,0
3304557005016,"110",12805.7605161566,0
3304557005016,"111",23.3402768251421,0
3304557005016,"120",48.9838592604357,0
3304557005016,"230",121.278463119864,0
3304557005016,"240",1278.20666578529,0
3304557005016,"243",104.854687255292,0
3304557005016,"245",77.0448535010216,0
3304557005016,"249",24.9584160857948,0
3304557005016,"250",378.128930188848,0
3304557005016,"259",43.8205602149386,0
3304557005016,"260",160.593114277824,0
3304557005016,"310",5860.70086672554,0
3304557005016,"320",41.4731375299589,0
3304557005016,"330",17.6782952175654,0
3304557005016,"340",275.817639443316,0
3304557005016,"350",497.451460929871,0
3304557005016,"360",32.377814607498,0
3304557005016,"380",31.3649255197218,0
3304557005016,"390",41.9339453396418,0
3304557005016,"430",227.997506334171,0
3304557005016,"440",111.244367188541,0
3304557005016,"450",1316.76973330757,0
3304557005016,"451",26.7396917484346,0
3304557005016,"455",44.3121135820868,0
3304557005016,"490",1902.36763929683,0
3304557005016,"499",525.444342616357,0
3304557005016,"520",198.985676896685,0
3304557005016,"590",51.6823765378532,0
3304557005016,"610",565.092237512319,0
3304557005016,"620",189.604242762151,0
3304557005016,"630",468.599577693785,0
3304557005016,"850",258.812002790029,0
3304557005016,"890",110.282502950855,0
3304557005017,"0",4174.2567323128,0
3304557005017,"1",58.1254860616845,0
3304557005017,"2",74.3682897857608,0
3304557005017,"110",11378.3436660994,0
3304557005017,"130",25.0960642987682,0
3304557005017,"220",99.2968656764369,0
3304557005017,"230",382.944189933376,0
3304557005017,"239",83.540712449334,0
3304557005017,"240",627.251562486262,0
3304557005017,"243",36.438537307989,0
3304557005017,"245",104.704419319773,0
3304557005017,"249",16.2576841172315,0
3304557005017,"250",126.583010965251,0
3304557005017,"259",12.1952413291622,0
3304557005017,"260",153.096468898555,0
3304557005017,"310",5283.598365977,0
3304557005017,"319",68.412090176046,0
3304557005017,"320",182.654443913779,0
3304557005017,"330",53.0219168837979,0
3304557005017,"340",332.625113443632,0
3304557005017,"350",855.300011510362,0
3304557005017,"360",15.3393979945275,0
3304557005017,"370",23.5405187313829,0
3304557005017,"380",48.3018292357507,0
3304557005017,"390",123.343705046255,0
3304557005017,"400",25.1547067056272,0
3304557005017,"420",14.2069507229422,0
3304557005017,"430",257.408298010086,0
3304557005017,"440",20.4496318339479,0
3304557005017,"449",17.2408258852816,0
3304557005017,"450",1736.70561828869,0
3304557005017,"455",83.3821705834566,0
3304557005017,"490",1439.73410776487,0
3304557005017,"499",490.298135737831,0
3304557005017,"520",296.968012019725,0
3304557005017,"590",14.4183274515589,0
3304557005017,"610",329.931166966326,0
3304557005017,"620",57.9709067064318,0
3304557005017,"630",64.0240712189081,0
3304557005017,"750",49.8174746659906,0
3304557005017,"760",18.0255309917266,0
3304557005017,"820",14.8848125413321,0
3304557005017,"850",265.660346228852,0
3304557005017,"890",34.0825817221055,0
3304557005018,"0",4139.13453535985,0
3304557005018,"2",341.608708247819,0
3304557005018,"110",10076.4891422597,0
3304557005018,"220",81.3043418963456,0
3304557005018,"230",329.109244452028,0
3304557005018,"240",367.664883880223,0
3304557005018,"243",80.5146641290602,0
3304557005018,"249",30.7269520051504,0
3304557005018,"250",439.498479047596,0
3304557005018,"260",57.8765753063017,0
3304557005018,"310",3719.56286964238,0
3304557005018,"319",76.8999118875644,0
3304557005018,"320",246.366733067767,0
3304557005018,"340",99.643048640826,0
3304557005018,"350",837.580034311671,0
3304557005018,"370",54.8996302926582,0
3304557005018,"380",26.4143308889037,0
3304557005018,"390",70.1755024591653,0
3304557005018,"420",61.9728885139938,0
3304557005018,"430",227.865734242331,0
3304557005018,"449",17.2537956594837,0
3304557005018,"450",532.830564105937,0
3304557005018,"451",136.744466949208,0
3304557005018,"455",308.761932960455,0
3304557005018,"490",1065.70182377852,0
3304557005018,"499",373.144176241872,0
3304557005018,"520",433.288878702012,0
3304557005018,"610",757.350772641216,0
3304557005018,"620",227.420032540302,0
3304557005018,"630",23.021197481956,0
3304557005018,"750",239.815813569015,0
3304557005018,"760",20.095719603278,0
3304557005018,"820",18.9355775570998,0
3304557005018,"850",212.489092722444,0
3304557005018,"890",194.673094648413,0
3304557005018,"990",21.1648503063034,0
3304557005019,"0",4242.69662303769,0
3304557005019,"1",216.943860289161,0
3304557005019,"2",94.9092107516729,0
3304557005019,"110",12373.8987914428,0
3304557005019,"112",7.5890092029626,0
3304557005019,"120",99.1790150106828,0
3304557005019,"130",23.5003927315515,0
3304557005019,"222",40.190346910674,0
3304557005019,"240",212.320339671021,0
3304557005019,"243",19.974245499679,0
3304557005019,"250",20.3053426336303,0
3304557005019,"260",130.456576380183,0
3304557005019,"310",1986.83162474754,0
3304557005019,"319",19.4367731330146,0
3304557005019,"340",70.8375297441256,0
3304557005019,"350",92.3460676871108,0
3304557005019,"380",45.477045068801,0
3304557005019,"420",11.4578101093165,0
3304557005019,"430",41.492648896361,0
3304557005019,"450",1630.13209435033,0
3304557005019,"451",219.868935926501,0
3304557005019,"453",36.7949072412988,0
3304557005019,"455",48.0623326566368,0
3304557005019,"490",2701.39236737461,0
3304557005019,"499",93.9174672190314,0
3304557005019,"520",458.424927490922,0
3304557005019,"610",1788.17690309259,0
3304557005019,"620",336.03499789974,0
3304557005019,"630",497.622238570303,0
3304557005019,"750",69.0108442372526,0
3304557005019,"760",71.9384080570214,0
3304557005019,"850",1393.00121435592,0
3304557005019,"890",75.779108580123,0
3304557005020,"0",5502.03172630428,0
3304557005020,"2",249.539251347922,0
3304557005020,"110",9291.58203121852,0
3304557005020,"120",26.0535617801398,0
3304557005020,"230",122.554772481574,0
3304557005020,"231",8.8227179519374,0
3304557005020,"240",261.187925627137,0
3304557005020,"250",145.108971856824,0
3304557005020,"310",3625.95421357406,0
3304557005020,"319",126.561371599304,0
3304557005020,"320",64.8409563797156,0
3304557005020,"340",135.84316291286,0
3304557005020,"350",651.581292236654,0
3304557005020,"360",10.9330962774098,0
3304557005020,"370",10.9330962774098,0
3304557005020,"380",13.2340769279061,0
3304557005020,"450",1642.8243832394,0
3304557005020,"451",342.596843173329,0
3304557005020,"455",247.253797210976,0
3304557005020,"490",2181.2194561614,0
3304557005020,"499",266.005891986146,0
3304557005020,"510",67.7968193267787,0
3304557005020,"520",389.568506245497,0
3304557005020,"610",616.428398195932,0
3304557005020,"620",321.115755431722,0
3304557005020,"630",194.118618978297,0
3304557005020,"750",194.369306973576,0
3304557005020,"820",25.4385248661424,0
3304557005020,"850",589.555571400956,0
3304557005020,"890",66.9388225589735,0
3304557005020,"990",13.0070794972281,0
3304557005021,"0",3501.60268542045,0
3304557005021,"1",40.1715031725179,0
3304557005021,"2",43.5162003423195,0
3304557005021,"110",15506.635981217,0
3304557005021,"111",19.7503586887912,0
3304557005021,"130",29.0926812623417,0
3304557005021,"220",17.2500651273069,0
3304557005021,"240",646.488847115919,0
3304557005021,"243",102.737778242019,0
3304557005021,"250",115.157555297715,0
3304557005021,"260",156.710401056284,0
3304557005021,"310",1813.16591048667,0
3304557005021,"340",25.5468870960893,0
3304557005021,"350",341.910290199897,0
3304557005021,"380",14.6603736377379,0
3304557005021,"390",90.7532533752114,0
3304557005021,"430",40.5254469061709,0
3304557005021,"449",20.5836529842203,0
3304557005021,"450",672.178390151725,0
3304557005021,"451",33.2647416853612,0
3304557005021,"452",11.9451448317781,0
3304557005021,"455",34.264901489775,0
3304557005021,"490",2089.11694138454,0
3304557005021,"499",87.3664061898809,0
3304557005021,"510",42.622116424651,0
