ue,cargo,urnas_apuradas,eleitorado,abstencoes,total_votos,brancos,nulos,nome,numero,votos_validos,eleito
SC,3,"100,00",5483962,1012343,4471619,223025,166742,MOISÉS,10,693426,Não eleito
SC,3,"100,00",5483962,1012343,4471619,223025,166742,RALF ZIMMER,90,3828,Não eleito
SC,3,"100,00",5483962,1012343,4471619,223025,166742,LEANDRO BORGES,29,829,Não eleito
SC,3,"100,00",5483962,1012343,4471619,223025,166742,GEAN LOUREIRO,44,555615,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,KENNEDY NUNES,142,443425,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,RAIMUNDO COLOMBO,551,608213,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,HILDA DEOLA,123,66496,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,LUIZ BARBOZA,300,99107,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,AFRÂNIO BOPPRÉ,500,116189,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,GILMAR SALGADO,161,2657,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,DÁRIO,400,605258,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,CELSO MALDANER,155,304799,Não eleito
SC,5,"100,00",5483962,1012343,4471619,380138,358287,JORGE SEIF,222,1484110,Eleito
AC,5,"100,00",587222,131784,455438,16867,26622,DIMAS SANDAS,364,413,Não eleito
AC,5,"100,00",587222,131784,455438,16867,26622,MARCIA BITTAR,222,41159,Não eleito
AC,5,"100,00",587222,131784,455438,16867,26622,NAZARÉ ARAÚJO,131,39555,Não eleito
AC,5,"100,00",587222,131784,455438,16867,26622,SANDERSON MOURA,500,2763,Não eleito
AC,5,"100,00",587222,131784,455438,16867,26622,DR. JENILSON LEITE,400,65522,Não eleito
AC,5,"100,00",587222,131784,455438,16867,26622,NEY AMORIM,199,73567,Não eleito
AC,5,"100,00",587222,131784,455438,16867,26622,ALAN RICK,444,154312,Eleito
AC,5,"100,00",587222,131784,455438,16867,26622,DRA. VANDA MILANI,900,34658,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,JORGE VIANA,13,103265,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,MARA ROCHA,15,47173,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,PETECÃO,55,27393,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,DAVID HALL,36,771,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,MARCIO BITTAR,44,4773,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,PROFESSOR NILSON,50,1125,Não eleito
AC,3,"100,00",587222,131784,455438,7761,21077,GLADSON CAMELI,11,242100,Eleito
AL,3,"100,00",2322905,520114,1802791,88769,193891,RUI PALMEIRA,55,157746,Não eleito
AL,3,"100,00",2322905,520114,1802791,88769,193891,RODRIGO CUNHA,44,407220,2º turno
AL,3,"100,00",2322905,520114,1802791,88769,193891,PAULO DANTAS,15,708984,2º turno
AL,3,"100,00",2322905,520114,1802791,88769,193891,LUCIANO ALMEIDA,28,2110,Não eleito
AL,3,"100,00",2322905,520114,1802791,88769,193891,COLLOR,14,223585,Não eleito
AL,3,"100,00",2322905,520114,1802791,88769,193891,PROFESSOR CICERO ALBUQUERQUE,50,17749,Não eleito
AL,3,"100,00",2322905,520114,1802791,88769,193891,BOMBEIRO LUCIANO FONTES,35,2737,Não eleito
AL,5,"100,00",2322905,520114,1802791,115519,174572,MARIO AGRA,500,12768,Não eleito
AL,5,"100,00",2322905,520114,1802791,115519,174572,RENAN FILHO,151,845988,Eleito
AL,5,"100,00",2322905,520114,1802791,115519,174572,DAVI DAVINO FILHO,111,627397,Não eleito
RN,1,"100,00",2554716,464112,2090604,26151,57189,CIRO GOMES,12,71740,
RN,1,"100,00",2554716,464112,2090604,26151,57189,LULA,13,1264179,
RN,1,"100,00",2554716,464112,2090604,26151,57189,PADRE KELMON,14,860,
RN,1,"100,00",2554716,464112,2090604,26151,57189,SIMONE TEBET,15,38633,
RN,1,"100,00",2554716,464112,2090604,26151,57189,VERA,16,422,
RN,1,"100,00",2554716,464112,2090604,26151,57189,LÉO PÉRICLES,80,587,
RN,1,"100,00",2554716,464112,2090604,26151,57189,JAIR BOLSONARO,22,622731,
RN,1,"100,00",2554716,464112,2090604,26151,57189,CONSTITUINTE EYMAEL,27,243,
RN,1,"100,00",2554716,464112,2090604,26151,57189,FELIPE D&apos;AVILA,30,2937,
RN,1,"100,00",2554716,464112,2090604,26151,57189,SORAYA THRONICKE,44,4326,
RN,1,"100,00",2554716,464112,2090604,26151,57189,SOFIA MANZANO,21,606,
DF,3,"100,00",2193783,386299,1807484,65969,86099,LEILA DO VÔLEI,12,79597,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,ROBSON,16,841,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,LUCAS SALLES,27,4218,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,LEANDRO GRASS,43,434587,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,PAULO OCTÁVIO PO,55,123715,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,IBANEIS ROCHA,15,832633,Eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,TEODORO DA CRUZ,21,1155,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,KEKA BAGNO,50,13613,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,CORONEL MORENO,14,94100,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,IZALCI,45,70584,Não eleito
DF,3,"100,00",2193783,386299,1807484,65969,86099,RENAN ARRUDA,29,373,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,JOE VALLE,123,49310,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,MARCELO HIPÓLITO,142,1841,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,FLÁVIA ARRUDA,222,429676,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,TENENTE CORONEL SOUZA JÚNIOR,270,4795,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,CARLOS RODRIGUES,555,9366,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,ELCIMARA,161,2473,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,DAMARES ALVES,100,714562,Eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,ROSILENE CORRÊA,133,356198,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,EXPEDITO  MENDONÇA,290,613,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,HÉLIO JOSÉ,777,2069,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,YARA PRADO,456,9676,Não eleito
DF,5,"100,00",2193783,386299,1807484,119075,99697,PEDRO IVO MANDATO COLETIVO,180,8133,Não eleito
AP,3,"100,00",549335,107234,442101,6494,21795,GILVAM BORGES,15,4510,Não eleito
AP,3,"100,00",549335,107234,442101,6494,21795,CLÉCIO,77,222168,Eleito
AP,3,"100,00",549335,107234,442101,6494,21795,JAIME NUNES,55,176208,Não eleito
AP,3,"100,00",549335,107234,442101,6494,21795,GESIEL DE OLIVEIRA,28,8704,Não eleito
AP,3,"100,00",549335,107234,442101,6494,21795,GIANFRANCO,16,1588,Não eleito
AP,3,"100,00",549335,107234,442101,6494,21795,JAIRO PALHETA,29,634,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,RAYSSA FURLAN,151,174128,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,MARINALDO DE SOUSA SILVA,299,174,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,GUARACY,145,9177,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,VALDENOR GUEDES,700,971,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,GILBERTO LAURINDO,510,2033,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,DAVI,444,196087,Eleito
AP,5,"100,00",549335,107234,442101,10978,21613,CAPI,401,21979,Não eleito
AP,5,"100,00",549335,107234,442101,10978,21613,SUELI PINI,288,4961,Não eleito
PR,1,"100,00",8480435,1651892,6828543,108894,152885,CIRO GOMES,12,180599,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,LULA,13,2363492,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,PADRE KELMON,14,5161,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,SIMONE TEBET,15,309685,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,VERA,16,1170,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,LÉO PÉRICLES,80,2089,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,JAIR BOLSONARO,22,3628612,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,CONSTITUINTE EYMAEL,27,1104,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,FELIPE D&apos;AVILA,30,37983,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,SORAYA THRONICKE,44,34125,
PR,1,"100,00",8480435,1651892,6828543,108894,152885,SOFIA MANZANO,21,2744,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,CIRO GOMES,12,301489,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,CONSTITUINTE EYMAEL,27,1546,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,LULA,13,3847143,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,PADRE KELMON,14,7760,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,SOFIA MANZANO,21,4458,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,JAIR BOLSONARO,22,4831246,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,VERA,16,2643,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,SORAYA THRONICKE,44,44252,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,LÉO PÉRICLES,80,7080,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,FELIPE D&apos;AVILA,30,43091,
RJ,1,"100,00",12826356,2916893,9909463,159773,293013,SIMONE TEBET,15,365969,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,CIRO GOMES,12,190945,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,LULA,13,2806672,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,PADRE KELMON,14,4394,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,SIMONE TEBET,15,317957,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,VERA,16,1337,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,LÉO PÉRICLES,80,2332,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,JAIR BOLSONARO,22,3245023,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,CONSTITUINTE EYMAEL,27,885,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,FELIPE D&apos;AVILA,30,40601,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,SORAYA THRONICKE,44,25207,
RS,1,"100,00",8589432,1699416,6890016,129345,122919,SOFIA MANZANO,21,2399,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,CIRO GOMES,12,217224,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,LULA,13,5873081,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,PADRE KELMON,14,4898,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,SIMONE TEBET,15,197305,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,VERA,16,1148,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,LÉO PÉRICLES,80,1926,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,JAIR BOLSONARO,22,2047599,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,CONSTITUINTE EYMAEL,27,753,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,FELIPE D&apos;AVILA,30,11605,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,SORAYA THRONICKE,44,65046,
BA,1,"100,00",11283405,2408564,8874841,123450,328383,SOFIA MANZANO,21,2423,
DF,1,"100,00",2206996,387096,1819900,25162,32163,CIRO GOMES,12,74308,
DF,1,"100,00",2206996,387096,1819900,25162,32163,LULA,13,649534,
DF,1,"100,00",2206996,387096,1819900,25162,32163,PADRE KELMON,14,1554,
DF,1,"100,00",2206996,387096,1819900,25162,32163,SIMONE TEBET,15,105377,
DF,1,"100,00",2206996,387096,1819900,25162,32163,VERA,16,454,
DF,1,"100,00",2206996,387096,1819900,25162,32163,LÉO PÉRICLES,80,1262,
DF,1,"100,00",2206996,387096,1819900,25162,32163,JAIR BOLSONARO,22,910397,
DF,1,"100,00",2206996,387096,1819900,25162,32163,CONSTITUINTE EYMAEL,27,518,
DF,1,"100,00",2206996,387096,1819900,25162,32163,FELIPE D&apos;AVILA,30,10342,
DF,1,"100,00",2206996,387096,1819900,25162,32163,SORAYA THRONICKE,44,7935,
DF,1,"100,00",2206996,387096,1819900,25162,32163,SOFIA MANZANO,21,894,
ES,3,"100,00",2917714,606085,2311629,101146,129835,RENATO CASAGRANDE,40,976652,2º turno
ES,3,"100,00",2917714,606085,2311629,101146,129835,AUDIFAX,18,135512,Não eleito
ES,3,"100,00",2917714,606085,2311629,101146,129835,MANATO,22,800598,2º turno
ES,3,"100,00",2917714,606085,2311629,101146,129835,ARIDELMO ,30,15786,Não eleito
ES,3,"100,00",2917714,606085,2311629,101146,129835,CLAUDIO PAIVA,28,1418,Não eleito
ES,3,"100,00",2917714,606085,2311629,101146,129835,CAPITAO VINICIUS SOUSA,16,4505,Não eleito
ES,3,"100,00",2917714,606085,2311629,101146,129835,GUERINO ZANON,55,146177,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,ERICK MUSSO,100,337642,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,NELSON JUNIOR,700,11787,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,MAGNO MALTA,222,821189,Eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,CORONEL LUGATO,277,7978,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,CARONE,366,3357,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,ROSE DE FREITAS,156,747104,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,ANTONIO BUNGENSTAB,288,2534,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,GILBERTO CAMPOS COLETIVA,500,20138,Não eleito
ES,5,"100,00",2917714,606085,2311629,180346,173933,FILIPE SKITER,161,5621,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,SOLANGE FERREIRA BUENO,33,10337,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,JONI CORREIA,27,50729,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,CARLOS MASSA RATINHO JUNIOR,55,4243292,Eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,REQUIAO,13,1598204,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,PROFESSOR IVAN,16,4502,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,VIVI MOTTA,21,13577,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,ADRIANO TEIXEIRA,29,2096,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,GOMYDE,12,126945,Não eleito
PR,3,"100,00",8466408,1650720,6815688,329657,393173,PROFESSORA ANGELA,50,43176,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,EDUARDO SERRA,21,10852,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,MARCELO FREIXO,40,2300980,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,PAULO GANIME ,30,446580,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,JULIETE,80,27344,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,LUIZ EUGÊNIO,29,1844,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,CLÁUDIO CASTRO,22,4930288,Eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,CYRO GARCIA,16,12627,Não eleito
RJ,3,"100,00",12809126,2915468,9893658,591576,894384,RODRIGO NEVES,12,672291,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,HIRAN ROEDEL,211,5120,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,CABO DACIOLO,120,285037,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,SUED HAIDAR ,355,11933,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,CLARISSA,444,1145413,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,ANDRE CECILIANO,133,986676,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,BÁRBARA SINEDINO,160,18222,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,ITAGIBA,700,18224,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,RAUL,800,7299,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,DANIEL SILVEIRA,142,1566352,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,PROF. HELVIO COSTA,277,7036,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,ANTONIO HERMANO,290,1198,Não eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,ROMÁRIO,222,2384331,Eleito
RJ,5,"100,00",12809126,2915468,9893658,752864,972167,ALESSANDRO MOLON,400,1731786,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,VICENTE BOGO,40,17222,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,EDEGAR PRETTO,13,1700374,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,LUIS CARLOS HEINZE,11,271540,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,RICARDO JOBIM,30,38887,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,ONYX LORENZONI,22,2382026,2º turno
RS,3,"100,00",8582100,1698759,6883341,341049,190415,REJANE DE OLIVEIRA,16,6252,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,ARGENTA,20,126899,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,VIEIRA DA CUNHA,12,101611,Não eleito
RS,3,"100,00",8582100,1698759,6883341,341049,190415,EDUARDO LEITE,45,1702815,2º turno
RS,3,"100,00",8582100,1698759,6883341,341049,190415,CARLOS MESSALLA,21,4003,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,OLÍVIO DUTRA,131,2225458,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,PAULO ROSA,270,2077,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,HAMILTON MOURÃO,100,2593294,Eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,PROFESSOR NADO,700,33923,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,SANNY FIGUEIREDO,400,31613,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,FABIANA SANGUINÉ,160,9353,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,MARISTELA ZANOTTO,200,17292,Não eleito
RS,5,"100,00",8582100,1698759,6883341,527127,396256,ANA AMÉLIA LEMOS,555,966450,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,HENRI CLAY,500,52741,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,DELEGADA DANIELLE GARCIA,190,206135,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,HERALDO GOES,161,1600,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,DR. EDUARDO AMORIM,222,246398,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,AIRTON COSTA,270,1333,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,VALADARES FILHO,404,267756,Não eleito
SE,5,"100,00",1669042,306438,1362604,107308,169033,LAÉRCIO,111,310300,Eleito
SE,3,"100,00",1669042,306438,1362604,62604,84140,DR CLAUDIO MEDICO GERIATRA,27,2655,Não eleito
SE,3,"100,00",1669042,306438,1362604,62604,84140,FÁBIO,55,294936,2º turno
SE,3,"100,00",1669042,306438,1362604,62604,84140,ROGÉRIO CARVALHO,13,338796,2º turno
SE,3,"100,00",1669042,306438,1362604,62604,84140,NIULLY CAMPOS,50,37366,Não eleito
SE,3,"100,00",1669042,306438,1362604,62604,84140,PROF AROLDO FELIX,80,1044,Não eleito
SE,3,"100,00",1669042,306438,1362604,62604,84140,DELEGADO ALESSANDRO,45,82495,Não eleito
SE,3,"100,00",1669042,306438,1362604,62604,84140,ELINOS SABINO,16,646,Não eleito
AL,1,"100,00",2326491,520520,1805971,28792,52962,CIRO GOMES,12,43542,
AL,1,"100,00",2326491,520520,1805971,28792,52962,LULA,13,974156,
AL,1,"100,00",2326491,520520,1805971,28792,52962,PADRE KELMON,14,3020,
AL,1,"100,00",2326491,520520,1805971,28792,52962,SIMONE TEBET,15,67411,
AL,1,"100,00",2326491,520520,1805971,28792,52962,VERA,16,325,
AL,1,"100,00",2326491,520520,1805971,28792,52962,LÉO PÉRICLES,80,482,
AL,1,"100,00",2326491,520520,1805971,28792,52962,JAIR BOLSONARO,22,621515,
AL,1,"100,00",2326491,520520,1805971,28792,52962,CONSTITUINTE EYMAEL,27,139,
AL,1,"100,00",2326491,520520,1805971,28792,52962,FELIPE D&apos;AVILA,30,2450,
AL,1,"100,00",2326491,520520,1805971,28792,52962,SORAYA THRONICKE,44,10683,
AL,1,"100,00",2326491,520520,1805971,28792,52962,SOFIA MANZANO,21,494,
AM,1,"99,99",2646924,532928,2113551,19568,37524,CIRO GOMES,12,44525,
AM,1,"99,99",2646924,532928,2113551,19568,37524,LULA,13,1019585,
AM,1,"99,99",2646924,532928,2113551,19568,37524,PADRE KELMON,14,1373,
AM,1,"99,99",2646924,532928,2113551,19568,37524,SIMONE TEBET,15,87057,
AM,1,"99,99",2646924,532928,2113551,19568,37524,VERA,16,393,
AM,1,"99,99",2646924,532928,2113551,19568,37524,LÉO PÉRICLES,80,484,
AM,1,"99,99",2646924,532928,2113551,19568,37524,JAIR BOLSONARO,22,880087,
AM,1,"99,99",2646924,532928,2113551,19568,37524,CONSTITUINTE EYMAEL,27,267,
AM,1,"99,99",2646924,532928,2113551,19568,37524,FELIPE D&apos;AVILA,30,5212,
AM,1,"99,99",2646924,532928,2113551,19568,37524,SORAYA THRONICKE,44,17000,
AM,1,"99,99",2646924,532928,2113551,19568,37524,SOFIA MANZANO,21,476,
PR,5,"100,00",8466408,1650720,6815688,478670,506442,ROBERTO FRANÇA DA SILVA JUNIOR,290,3402,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,SERGIO MORO,444,1953188,Eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,ROSANE FERREIRA,433,475597,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,PAULO MARTINS,222,1697962,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,LAERSON MATIAS,500,17953,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,ALINE SLEUTJES,900,89560,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,ORLANDO PESSUTI,155,63784,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,ALVARO DIAS,190,1396089,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,DESIREE,123,130520,Não eleito
PR,5,"100,00",8466408,1650720,6815688,478670,506442,DR SABOIA,337,2521,Não eleito
RO,3,"100,00",1228788,303025,925763,30765,44643,LÉO MORAES,19,119583,Não eleito
RO,3,"100,00",1228788,303025,925763,30765,44643,CORONEL MARCOS ROCHA,44,330656,2º turno
RO,3,"100,00",1228788,303025,925763,30765,44643,DANIEL PEREIRA,77,81421,Não eleito
RO,3,"100,00",1228788,303025,925763,30765,44643,PIMENTA DE RONDONIA,50,3660,Não eleito
RO,3,"100,00",1228788,303025,925763,30765,44643,MARCOS ROGERIO,22,315035,2º turno
RO,5,"100,00",1228788,303025,925763,49421,56624,JAQUELINE CASSOL,111,104020,Não eleito
RO,5,"100,00",1228788,303025,925763,49421,56624,MARIANA CARVALHO,100,263559,Não eleito
RO,5,"100,00",1228788,303025,925763,49421,56624,JAIME BAGATTOLI,222,293488,Eleito
RO,5,"100,00",1228788,303025,925763,49421,56624,DRA ROSANGELA LÁZARO,364,3788,Não eleito
RO,5,"100,00",1228788,303025,925763,49421,56624,ACIR GURGACZ,123,63300,Não eleito
RO,5,"100,00",1228788,303025,925763,49421,56624,PASTOR JOSINELIO,355,7617,Não eleito
RO,5,"100,00",1228788,303025,925763,49421,56624,EXPEDITO JUNIOR,555,83946,Não eleito
MT,1,"100,00",2469604,577424,1892180,18680,30612,CIRO GOMES,12,29437,
MT,1,"100,00",2469604,577424,1892180,18680,30612,LULA,13,633748,
MT,1,"100,00",2469604,577424,1892180,18680,30612,PADRE KELMON,14,2545,
MT,1,"100,00",2469604,577424,1892180,18680,30612,SIMONE TEBET,15,55989,
MT,1,"100,00",2469604,577424,1892180,18680,30612,VERA,16,250,
MT,1,"100,00",2469604,577424,1892180,18680,30612,LÉO PÉRICLES,80,366,
MT,1,"100,00",2469604,577424,1892180,18680,30612,JAIR BOLSONARO,22,1102866,
MT,1,"100,00",2469604,577424,1892180,18680,30612,CONSTITUINTE EYMAEL,27,195,
MT,1,"100,00",2469604,577424,1892180,18680,30612,FELIPE D&apos;AVILA,30,4371,
MT,1,"100,00",2469604,577424,1892180,18680,30612,SORAYA THRONICKE,44,12715,
MT,1,"100,00",2469604,577424,1892180,18680,30612,SOFIA MANZANO,21,406,
AC,1,"100,00",587738,131835,455903,4664,10322,CIRO GOMES,12,12314,
AC,1,"100,00",587738,131835,455903,4664,10322,PADRE KELMON,14,279,
AC,1,"100,00",587738,131835,455903,4664,10322,FELIPE D&apos;AVILA,30,825,
AC,1,"100,00",587738,131835,455903,4664,10322,SOFIA MANZANO,21,144,
AC,1,"100,00",587738,131835,455903,4664,10322,JAIR BOLSONARO,22,275582,
AC,1,"100,00",587738,131835,455903,4664,10322,SORAYA THRONICKE,44,2444,
AC,1,"100,00",587738,131835,455903,4664,10322,VERA,16,77,
AC,1,"100,00",587738,131835,455903,4664,10322,LÉO PÉRICLES,80,64,
AC,1,"100,00",587738,131835,455903,4664,10322,LULA,13,129022,
AC,1,"100,00",587738,131835,455903,4664,10322,CONSTITUINTE EYMAEL,27,44,
AC,1,"100,00",587738,131835,455903,4664,10322,SIMONE TEBET,15,20122,
ES,1,"100,00",2922379,606490,2315889,39541,55218,CIRO GOMES,12,56221,
ES,1,"100,00",2922379,606490,2315889,39541,55218,LULA,13,897348,
ES,1,"100,00",2922379,606490,2315889,39541,55218,PADRE KELMON,14,1752,
ES,1,"100,00",2922379,606490,2315889,39541,55218,SIMONE TEBET,15,85325,
ES,1,"100,00",2922379,606490,2315889,39541,55218,VERA,16,437,
ES,1,"100,00",2922379,606490,2315889,39541,55218,LÉO PÉRICLES,80,672,
ES,1,"100,00",2922379,606490,2315889,39541,55218,JAIR BOLSONARO,22,1160030,
ES,1,"100,00",2922379,606490,2315889,39541,55218,CONSTITUINTE EYMAEL,27,377,
ES,1,"100,00",2922379,606490,2315889,39541,55218,FELIPE D&apos;AVILA,30,8341,
ES,1,"100,00",2922379,606490,2315889,39541,55218,SORAYA THRONICKE,44,9944,
