Art,TÍTULO,CAPÍTULO,DESCRIÇÃO,TIPO DE PENA,REGIME INICIAL EM REGRA,MIN-ANOS,MAX-ANOS,MIN-DIAS,MAX-DIAS,DIF ABSOLUTA,DIF RELATIVA,MULTA,HEDIONDO,JECRIM/TRANSAÇÃO,SURSIS,OTHER
183,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SEGURANÇA DOS MEIOS DE COMUNICAÇÃO E TRANSPORTE E OUTROS SERVIÇOS PÚBLICOS,"Sinistro em transporte marítimo, fluvial ou aéreo (com o fim de lucro)",reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,12,1460,4380,2920,3,1,,,,
189,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SEGURANÇA DOS MEIOS DE COMUNICAÇÃO E TRANSPORTE E OUTROS SERVIÇOS PÚBLICOS,"Interrupção ou perturbação de serviço telegráfico, telefônico, informático, telemático ou de informação de utilidade pública",detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
203,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,"Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais (culposo)",detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
208,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Outras substâncias nocivas à saúde pública,detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
210,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Medicamento em desacordo com receita médica,detenção ou multa,ABERTO,1,3,365,1095,730,3,0,,,1,
172,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,Perigo de inundação,reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
175,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,"Subtração, ocultação ou inutilização de material de salvamento",reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
176,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,Difusão de doença ou praga,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
178,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SEGURANÇA DOS MEIOS DE COMUNICAÇÃO E TRANSPORTE E OUTROS SERVIÇOS PÚBLICOS,Perigo de desastre ferroviário,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
181,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SEGURANÇA DOS MEIOS DE COMUNICAÇÃO E TRANSPORTE E OUTROS SERVIÇOS PÚBLICOS,"Atentado contra a segurança de transporte marítimo, fluvial ou aéreo",reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,0,,,,
198,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Corrupção ou poluição de água potável,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,0,,,,
174,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,Desabamento ou desmoronamento (culposo),detenção,ABERTO,0.4931506849,1,180,365,185,2.027777778,0,,1,1,
200,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,"Falsificação, corrupção, adulteração ou alteração de substância ou produtos alimentícios",reclusão,ABERTO ou SEMI-ABERTO,4,8,1460,2920,1460,2,1,,,,
161,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,Incêndio,reclusão,ABERTO ou SEMI-ABERTO,3,6,1095,2190,1095,2,1,,,,
163,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,Explosão,reclusão,ABERTO ou SEMI-ABERTO,3,6,1095,2190,1095,2,1,,,,
170,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES DE PERIGO COMUM,Inundação,reclusão,ABERTO ou SEMI-ABERTO,3,6,1095,2190,1095,2,1,,,,
193,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Epidemia com resultado morte (culposo),detenção,ABERTO,2,4,730,1460,730,2,0,,,,
185,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SEGURANÇA DOS MEIOS DE COMUNICAÇÃO E TRANSPORTE E OUTROS SERVIÇOS PÚBLICOS,Atentado contra a segurança de outro meio de transporte,detenção,ABERTO,1,2,365,730,365,2,0,,1,1,
191,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Epidemia (culposo),detenção,ABERTO,1,2,365,730,365,2,0,,1,1,
201,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,"Falsificação, corrupção, adulteração ou alteração de substância ou produtos alimentícios (culposo)",detenção,ABERTO,1,2,365,730,365,2,1,,1,1,
190,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Epidemia,reclusão,FECHADO,10,15,3650,5475,1825,1.5,0,,,,
196,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Envenenamento de água potável ou de substância alimentícia ou medicinal,reclusão,FECHADO,10,15,3650,5475,1825,1.5,0,,,,
202,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,"Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais",reclusão,FECHADO,10,15,3650,5475,1825,1.5,1,1,,,
192,DOS CRIMES CONTRA A INCOLUMIDADE PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Epidemia com resultado morte,reclusão (em dobro),FECHADO,10,15,3650,5475,1825,1.5,0,1,,,
217,DOS CRIMES CONTRA A PAZ PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Associação Criminosa,reclusão,ABERTO,1,3,365,1095,730,3,0,,,1,
218,DOS CRIMES CONTRA A PAZ PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Constituição de milícia privada,reclusão,ABERTO ou SEMI-ABERTO,4,8,1460,2920,1460,2,0,,,,
215,DOS CRIMES CONTRA A PAZ PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Incitação ao crime,detenção ou multa,ABERTO,0.2465753425,0.4931506849,90,180,90,2,0,,1,1,
216,DOS CRIMES CONTRA A PAZ PÚBLICA,DOS CRIMES CONTRA A SAÚDE PÚBLICA,Apologia de crime ou criminoso,detenção ou multa,ABERTO,0.2465753425,0.4931506849,90,180,90,2,0,,1,1,
Special2,DOS CRIMES CONTRA A PESSOA,DAS LESÕES CORPORAIS,Violência Doméstica,detenção,ABERTO,0.2465753425,3,90,1095,1005,12.16666667,0,,,,
50,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Correspondência comercial,detenção,ABERTO,0.2465753425,2,90,730,640,8.111111111,0,,1,1,
22,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Abandono de incapaz,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,0,,,1,
16,DOS CRIMES CONTRA A PESSOA,DAS LESÕES CORPORAIS,Lesão corporal (culposo),detenção,ABERTO,0.1643835616,1,60,365,305,6.083333333,0,,1,1,
30,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Maus-tratos,detenção ou multa,ABERTO,0.1643835616,1,60,365,305,6.083333333,0,,1,1,
28,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Omissão de socorro,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
36,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A HONRA,Injúria simples,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
40,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Ameaça,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
47,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Violação de correspondência,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
48,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Sonegação ou destruição de correspondência,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
51,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Divulgação de conteúdo de documento particular ou de correspondência confidencial,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,1,,1,1,trezentos mil réis a dois contos de réis.
13,DOS CRIMES CONTRA A PESSOA,DAS LESÕES CORPORAIS,Lesão corporal de natureza grave,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,0,,,1,
23,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Abandono de incapaz com resultado lesão corporal grave,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,0,,,1,
25,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Exposição ou abandono de recém-nascido,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
34,DOS CRIMES CONTRA A PESSOA,DA RIXA,Rixa com resultado lesão corporal grave,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,1,,1,1,
46,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Violação de domicílio qualificada,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,além da pena correspondente à violência
5,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,"Induzimento, instigação ou auxílio a suicídio ou a automutilação",reclusão,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
55,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Invasão de dispositivo informático com resultado obtenção de segredos ou informações sigilosas,reclusão,ABERTO,0.4931506849,2,180,730,550,4.055555556,1,,1,1,se a conduta não constitui crime mais grave
12,DOS CRIMES CONTRA A PESSOA,DAS LESÕES CORPORAIS,Lesão corporal,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
21,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Perigo para a vida ou saúde de outrem,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,se o fato não constitui crime mais grave
29,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Condicionamento de atendimento médico-hospitalar emergencial,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
35,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A HONRA,Difamação,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
37,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A HONRA,Injúria por vias de fato,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,além da pena correspondente à violência
54,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Invasão de dispositivo informático,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
18,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Perigo de contágio venéreo,detenção ou multa,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
39,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Constrangimento ilegal,detenção ou multa,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
53,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Violação do segredo profissional,detenção ou multa,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,de um conto a dez contos de réis
14,DOS CRIMES CONTRA A PESSOA,DAS LESÕES CORPORAIS,Lesão corporal de natureza grave,reclusão,ABERTO ou SEMI-ABERTO,2,8,730,2920,2190,4,0,,,,
42,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Seqüestro e cárcere privado com resultado grave sofrimento físico ou moral,reclusão,ABERTO ou SEMI-ABERTO,2,8,730,2920,2190,4,0,,,,
43,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Redução a condição análoga à de escravo,reclusão,ABERTO ou SEMI-ABERTO,2,8,730,2920,2190,4,1,,,,além da pena correspondente à violência
52,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Divulgação de informações sigilosas ou reservadas,detenção,ABERTO,1,4,365,1460,1095,4,1,,,1,
11,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Aborto provocado por terceiro com consentimento da gestante,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
19,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Perigo de contágio venéreo meramente intencional,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
20,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Perigo de contágio de moléstia grave,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
31,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Maus-tratos com resultado lesão corporal grave,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
33,DOS CRIMES CONTRA A PESSOA,DA RIXA,Rixa,detenção ou multa,ABERTO,0.04109589041,0.1643835616,15,60,45,4,0,,1,1,
1,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Homicídio simples,reclusão,SEMI-ABERTO ou FECHADO,6,20,2190,7300,5110,3.333333333,0,1,,,
10,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Aborto provocado por terceiro sem consentimento da gestante,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",3,10,1095,3650,2555,3.333333333,0,,,,
15,DOS CRIMES CONTRA A PESSOA,DAS LESÕES CORPORAIS,Lesão corporal seguida de morte,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,12,1460,4380,2920,3,0,,,,
24,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Abandono de incapaz com resultado morte,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,12,1460,4380,2920,3,0,,,,
32,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Maus-tratos com resultado morte,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,12,1460,4380,2920,3,0,,,,
8,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Infanticídio,detenção,SEMI-ABERTO,2,6,730,2190,1460,3,0,,,,
27,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Exposição ou abandono de recém-nascido com resultado morte,detenção,SEMI-ABERTO,2,6,730,2190,1460,3,0,,,,
7,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,suicídio se consuma ou se da automutilação resulta morte,reclusão,ABERTO ou SEMI-ABERTO,2,6,730,2190,1460,3,0,,,,
4,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Homicídio (culposo),detenção,ABERTO,1,3,365,1095,730,3,0,,,1,
9,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Aborto provocado pela gestante ou com seu consentimento,detenção,ABERTO,1,3,365,1095,730,3,0,,,1,
26,DOS CRIMES CONTRA A PESSOA,DA PERICLITAÇÃO DA VIDA E DA SAÚDE,Exposição ou abandono de recém-nascido com resultado lesão corporal,detenção,ABERTO,1,3,365,1095,730,3,0,,,1,
49,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,"Violação de comunicação telegráfica, radioelétrica ou telefônica",detenção,ABERTO,1,3,365,1095,730,3,0,,,1,
6,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,automutilação ou da tentativa de suicídio com resultado lesão corporal grave ou gravíssima,reclusão,ABERTO,1,3,365,1095,730,3,0,,,1,
38,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A HONRA,Injúria racial,reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
41,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Seqüestro e cárcere privado,reclusão,ABERTO,1,3,365,1095,730,3,0,,,1,
45,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Violação de domicílio,detenção ou multa,ABERTO,0.08219178082,0.2465753425,30,90,60,3,0,,1,1,
2,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Homicídio qualificado,reclusão,FECHADO,12,30,4380,10950,6570,2.5,0,1,,,
3,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A VIDA,Feminicídio,reclusão,FECHADO,12,30,4380,10950,6570,2.5,0,,,,
44,DOS CRIMES CONTRA A PESSOA,DOS CRIMES CONTRA A LIBERDADE INDIVIDUAL,Tráfico de Pessoas,reclusão,ABERTO ou SEMI-ABERTO,4,8,1460,2920,1460,2,1,,,,
102,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Atentado contra a liberdade de trabalho - indivíduo,detenção,ABERTO,0.08219178082,1,30,365,335,12.16666667,1,,1,1,além da pena correspondente à violência
104,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta,detenção,ABERTO,0.08219178082,1,30,365,335,12.16666667,1,,1,1,além da pena correspondente à violência
105,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Atentado contra a liberdade de associação,detenção,ABERTO,0.08219178082,1,30,365,335,12.16666667,1,,1,1,além da pena correspondente à violência
106,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",detenção,ABERTO,0.08219178082,1,30,365,335,12.16666667,1,,1,1,além da pena correspondente à violência
110,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Frustração de lei sobre a nacionalização do trabalho,detenção,ABERTO,0.08219178082,1,30,365,335,12.16666667,1,,1,1,além da pena correspondente à violência
111,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Exercício de atividade com infração de decisão administrativa,detenção ou multa,ABERTO,0.2465753425,2,90,730,640,8.111111111,0,,1,1,
107,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Paralisação de trabalho de interesse coletivo,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,1,,1,1,
103,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Atentado contra a liberdade de trabalho - estabelecimento,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,além da pena correspondente à violência
99,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A PROPRIEDADE INTELECTUAL,Violação de direito autoral,detenção ou multa,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
112,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Aliciamento para o fim de emigração,detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
113,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Aliciamento de trabalhadores de um local para outro do território nacional,detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
108,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem",reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
100,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A PROPRIEDADE INTELECTUAL,Violação de direito autoral por meio de reprodução parcial ou total de obra,reclusão,ABERTO,2,4,730,1460,730,2,1,,,,
101,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A PROPRIEDADE INTELECTUAL,Violação de direito autoral mediante uso de sistema de transmissão,reclusão,ABERTO,2,4,730,1460,730,2,1,,,,
109,DOS CRIMES CONTRA A PROPRIEDADE IMATERIAL,DOS CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO,Frustração de direito assegurado por lei trabalhista,detenção,ABERTO,1,2,365,730,365,2,1,,1,1,além da pena correspondente à violência
73,DOS CRIMES CONTRA O PATRIMÔNIO,DO DANO,Alteração de local especialmente protegido,detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
76,DOS CRIMES CONTRA O PATRIMÔNIO,DA APROPRIAÇÃO INDÉBITA,"Apropriação de coisa havida por erro, caso fortuito ou força da natureza",detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
77,DOS CRIMES CONTRA O PATRIMÔNIO,DA APROPRIAÇÃO INDÉBITA,Apropriação de tesouro,detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
78,DOS CRIMES CONTRA O PATRIMÔNIO,DA APROPRIAÇÃO INDÉBITA,Apropriação de coisa achada,detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
97,DOS CRIMES CONTRA O PATRIMÔNIO,DA RECEPTAÇÃO,Receptação presumida,detenção ou multa ou ambas as penas,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
71,DOS CRIMES CONTRA O PATRIMÔNIO,DO DANO,Introdução ou abandono de animais em propriedade alheia,detenção ou multa,ABERTO,0.04109589041,0.4931506849,15,180,165,12,0,,1,1,
68,DOS CRIMES CONTRA O PATRIMÔNIO,DA USURPAÇÃO,Supressão ou alteração de marca em animais,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,1,,,1,
70,DOS CRIMES CONTRA O PATRIMÔNIO,DO DANO,Dano qualificado,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,1,,,1,além da pena correspondente à violência
65,DOS CRIMES CONTRA O PATRIMÔNIO,DA USURPAÇÃO,Usurpação com alteração de limites,detenção,ABERTO,0.08219178082,0.4931506849,30,180,150,6,1,,1,1,
66,DOS CRIMES CONTRA O PATRIMÔNIO,DA USURPAÇÃO,Usurpação de águas,detenção,ABERTO,0.08219178082,0.4931506849,30,180,150,6,1,,1,1,
67,DOS CRIMES CONTRA O PATRIMÔNIO,DA USURPAÇÃO,Esbulho possessório,detenção,ABERTO,0.08219178082,0.4931506849,30,180,150,6,1,,1,1,
69,DOS CRIMES CONTRA O PATRIMÔNIO,DO DANO,Dano,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
79,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Estelionato,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
80,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Disposição de coisa alheia como própria,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
81,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Alienação ou oneração fraudulenta de coisa própria,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
82,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Defraudação de penhor,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
83,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraude na entrega de coisa,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
84,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraude para recebimento de indenização ou valor de seguro,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
85,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraude no pagamento por meio de cheque,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,quinhentos mil réis a dez contos de réis.
90,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraude em construção,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,
72,DOS CRIMES CONTRA O PATRIMÔNIO,DO DANO,"Dano em coisa de valor artístico, arqueológico ou histórico",detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,1,,1,1,
57,DOS CRIMES CONTRA O PATRIMÔNIO,DO FURTO,Furto de coisa comum,detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
89,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraude no comércio,detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
94,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraude à execução,detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
56,DOS CRIMES CONTRA O PATRIMÔNIO,DO FURTO,Furto,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
