Art,TÍTULO,CAPÍTULO,DESCRIÇÃO,TIPO DE PENA,REGIME INICIAL EM REGRA,MIN-ANOS,MAX-ANOS,MIN-DIAS,MAX-DIAS,DIF ABSOLUTA,DIF RELATIVA,MULTA,HEDIONDO,JECRIM/TRANSAÇÃO,SURSIS,OTHER
74,DOS CRIMES CONTRA O PATRIMÔNIO,DA APROPRIAÇÃO INDÉBITA,Apropriação indébita,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
92,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Fraudes e abusos na fundação ou administração de sociedade por ações,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,se o fato não constitui crime contra a economia popular
93,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,"Emissão irregular de conhecimento de depósito ou ""warrant""",reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
95,DOS CRIMES CONTRA O PATRIMÔNIO,DA RECEPTAÇÃO,Receptação,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
91,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Outras fraudes,detenção ou multa,ABERTO,0.04109589041,0.1643835616,15,60,45,4,0,,1,1,
87,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Abuso de incapazes,reclusão,ABERTO ou SEMI-ABERTO,2,6,730,2190,1460,3,1,,,,
64,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Extorsão indireta,reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
88,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Induzimento à especulação,reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
96,DOS CRIMES CONTRA O PATRIMÔNIO,DA RECEPTAÇÃO,Receptação qualificada,reclusão,ABERTO ou SEMI-ABERTO,3,8,1095,2920,1825,2.666666667,1,,,,
58,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Roubo,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,10,1460,3650,2190,2.5,1,,,,
59,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Extorsão,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,10,1460,3650,2190,2.5,1,,,,
75,DOS CRIMES CONTRA O PATRIMÔNIO,DA APROPRIAÇÃO INDÉBITA,Apropriação indébita previdenciária,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
98,DOS CRIMES CONTRA O PATRIMÔNIO,DA RECEPTAÇÃO,Receptação de animal,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
86,DOS CRIMES CONTRA O PATRIMÔNIO,DO ESTELIONATO E OUTRAS FRAUDES,Duplicata simulada,detenção,ABERTO,2,4,730,1460,730,2,1,,,,
60,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Extorsão mediante seqüestro,reclusão,FECHADO ou SEMI-ABERTO (raro),8,15,2920,5475,2555,1.875,0,1,,,
61,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Extorsão mediante seqüestro que dura mais de 24 horas,reclusão,FECHADO,12,20,4380,7300,2920,1.666666667,0,1,,,
62,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Extorsão mediante seqüestro com resultado lesão corporal grave,reclusão,FECHADO,16,24,5840,8760,2920,1.5,0,1,,,
Special1,DOS CRIMES CONTRA O PATRIMÔNIO,DO ROUBO E DA EXTORSÃO,Extorsão mediante seqüestro com resultado morte,reclusão,FECHADO,24,30,8760,10950,2190,1.25,0,1,,,
114,DOS CRIMES CONTRA O SENTIMENTO RELIGIOSO E CONTRA O RESPEITO AOS MORTOS,DOS CRIMES CONTRA O SENTIMENTO RELIGIOSO,Ultraje a culto e impedimento ou perturbação de ato a ele relativo,detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
115,DOS CRIMES CONTRA O SENTIMENTO RELIGIOSO E CONTRA O RESPEITO AOS MORTOS,DOS CRIMES CONTRA O RESPEITO AOS MORTOS,Impedimento ou perturbação de cerimônia funerária,detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
118,DOS CRIMES CONTRA O SENTIMENTO RELIGIOSO E CONTRA O RESPEITO AOS MORTOS,,Vilipêndio a cadáver,detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
116,DOS CRIMES CONTRA O SENTIMENTO RELIGIOSO E CONTRA O RESPEITO AOS MORTOS,,Violação de sepultura,reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
117,DOS CRIMES CONTRA O SENTIMENTO RELIGIOSO E CONTRA O RESPEITO AOS MORTOS,,"Destruição, subtração ou ocultação de cadáver",reclusão,ABERTO,1,3,365,1095,730,3,1,,,1,
